scenario,which_arm_restricted,num_agents,p,inertia,sim_id,agent_id,was_correct,time_to_lock
baseline,N/A,9,0.6,5,464,1,True,1
baseline,N/A,9,0.6,5,464,2,True,1
baseline,N/A,9,0.6,5,464,3,True,1
baseline,N/A,9,0.6,5,464,4,True,1
baseline,N/A,9,0.6,5,464,5,True,1
baseline,N/A,9,0.6,5,464,6,True,1
baseline,N/A,9,0.6,5,464,7,True,1
baseline,N/A,9,0.6,5,464,8,True,1
baseline,N/A,9,0.6,5,465,0,True,1
baseline,N/A,9,0.6,5,465,1,True,1
baseline,N/A,9,0.6,5,465,2,True,1
baseline,N/A,9,0.6,5,465,3,True,1
baseline,N/A,9,0.6,5,465,4,True,1
baseline,N/A,9,0.6,5,465,5,True,1
baseline,N/A,9,0.6,5,465,6,True,1
baseline,N/A,9,0.6,5,465,7,True,1
baseline,N/A,9,0.6,5,465,8,True,1
baseline,N/A,9,0.6,5,466,0,True,3
baseline,N/A,9,0.6,5,466,1,True,3
baseline,N/A,9,0.6,5,466,2,True,3
baseline,N/A,9,0.6,5,466,3,True,4
baseline,N/A,9,0.6,5,466,4,True,4
baseline,N/A,9,0.6,5,466,5,True,3
baseline,N/A,9,0.6,5,466,6,True,3
baseline,N/A,9,0.6,5,466,7,True,3
baseline,N/A,9,0.6,5,466,8,True,4
baseline,N/A,9,0.6,5,467,0,True,22
baseline,N/A,9,0.6,5,467,1,True,22
baseline,N/A,9,0.6,5,467,2,True,22
baseline,N/A,9,0.6,5,467,3,True,22
baseline,N/A,9,0.6,5,467,4,True,22
baseline,N/A,9,0.6,5,467,5,True,22
baseline,N/A,9,0.6,5,467,6,True,22
baseline,N/A,9,0.6,5,467,7,True,22
baseline,N/A,9,0.6,5,467,8,True,22
baseline,N/A,9,0.6,5,468,0,True,5
baseline,N/A,9,0.6,5,468,1,True,5
baseline,N/A,9,0.6,5,468,2,True,5
baseline,N/A,9,0.6,5,468,3,True,5
baseline,N/A,9,0.6,5,468,4,True,5
baseline,N/A,9,0.6,5,468,5,True,5
baseline,N/A,9,0.6,5,468,6,True,5
baseline,N/A,9,0.6,5,468,7,True,5
baseline,N/A,9,0.6,5,468,8,True,5
baseline,N/A,9,0.6,5,469,0,True,8
baseline,N/A,9,0.6,5,469,1,True,7
baseline,N/A,9,0.6,5,469,2,True,8
baseline,N/A,9,0.6,5,469,3,True,7
baseline,N/A,9,0.6,5,469,4,True,7
baseline,N/A,9,0.6,5,469,5,True,7
baseline,N/A,9,0.6,5,469,6,True,8
baseline,N/A,9,0.6,5,469,7,True,7
baseline,N/A,9,0.6,5,469,8,True,8
baseline,N/A,9,0.6,5,470,0,True,4
baseline,N/A,9,0.6,5,470,1,True,4
baseline,N/A,9,0.6,5,470,2,True,4
baseline,N/A,9,0.6,5,470,3,True,4
baseline,N/A,9,0.6,5,470,4,True,4
baseline,N/A,9,0.6,5,470,5,True,4
baseline,N/A,9,0.6,5,470,6,True,4
baseline,N/A,9,0.6,5,470,7,True,4
baseline,N/A,9,0.6,5,470,8,True,4
baseline,N/A,9,0.6,5,471,0,True,3
baseline,N/A,9,0.6,5,471,1,True,3
baseline,N/A,9,0.6,5,471,2,True,3
baseline,N/A,9,0.6,5,471,3,True,3
baseline,N/A,9,0.6,5,471,4,True,3
baseline,N/A,9,0.6,5,471,5,True,3
baseline,N/A,9,0.6,5,471,6,True,3
baseline,N/A,9,0.6,5,471,7,True,3
baseline,N/A,9,0.6,5,471,8,True,3
baseline,N/A,9,0.6,5,472,0,True,1
baseline,N/A,9,0.6,5,472,1,True,1
baseline,N/A,9,0.6,5,472,2,True,1
baseline,N/A,9,0.6,5,472,3,True,1
baseline,N/A,9,0.6,5,472,4,True,1
baseline,N/A,9,0.6,5,472,5,True,1
baseline,N/A,9,0.6,5,472,6,True,1
baseline,N/A,9,0.6,5,472,7,True,1
baseline,N/A,9,0.6,5,472,8,True,1
baseline,N/A,9,0.6,5,473,0,True,3
baseline,N/A,9,0.6,5,473,1,True,3
baseline,N/A,9,0.6,5,473,2,True,3
baseline,N/A,9,0.6,5,473,3,True,3
baseline,N/A,9,0.6,5,473,4,True,3
baseline,N/A,9,0.6,5,473,5,True,3
baseline,N/A,9,0.6,5,473,6,True,3
baseline,N/A,9,0.6,5,473,7,True,3
baseline,N/A,9,0.6,5,473,8,True,3
baseline,N/A,9,0.6,5,474,0,True,1
baseline,N/A,9,0.6,5,474,1,True,1
baseline,N/A,9,0.6,5,474,2,True,1
baseline,N/A,9,0.6,5,474,3,True,1
baseline,N/A,9,0.6,5,474,4,True,1
baseline,N/A,9,0.6,5,474,5,True,1
baseline,N/A,9,0.6,5,474,6,True,1
baseline,N/A,9,0.6,5,474,7,True,1
baseline,N/A,9,0.6,5,474,8,True,1
baseline,N/A,9,0.6,5,475,0,True,11
baseline,N/A,9,0.6,5,475,1,True,11
baseline,N/A,9,0.6,5,475,2,True,11
baseline,N/A,9,0.6,5,475,3,True,11
baseline,N/A,9,0.6,5,475,4,True,11
baseline,N/A,9,0.6,5,475,5,True,11
baseline,N/A,9,0.6,5,475,6,True,11
baseline,N/A,9,0.6,5,475,7,True,11
baseline,N/A,9,0.6,5,475,8,True,11
baseline,N/A,9,0.6,5,476,0,True,25
baseline,N/A,9,0.6,5,476,1,True,25
baseline,N/A,9,0.6,5,476,2,True,25
baseline,N/A,9,0.6,5,476,3,True,25
baseline,N/A,9,0.6,5,476,4,True,25
baseline,N/A,9,0.6,5,476,5,True,25
baseline,N/A,9,0.6,5,476,6,True,25
baseline,N/A,9,0.6,5,476,7,True,25
baseline,N/A,9,0.6,5,476,8,True,25
baseline,N/A,9,0.6,5,477,0,True,1
baseline,N/A,9,0.6,5,477,1,True,1
baseline,N/A,9,0.6,5,477,2,True,1
baseline,N/A,9,0.6,5,477,3,True,1
baseline,N/A,9,0.6,5,477,4,True,1
baseline,N/A,9,0.6,5,477,5,True,1
baseline,N/A,9,0.6,5,477,6,True,1
baseline,N/A,9,0.6,5,477,7,True,1
baseline,N/A,9,0.6,5,477,8,True,1
baseline,N/A,9,0.6,5,478,0,False,1
baseline,N/A,9,0.6,5,478,1,False,1
baseline,N/A,9,0.6,5,478,2,False,1
baseline,N/A,9,0.6,5,478,3,False,1
baseline,N/A,9,0.6,5,478,4,False,1
baseline,N/A,9,0.6,5,478,5,False,1
baseline,N/A,9,0.6,5,478,6,False,1
baseline,N/A,9,0.6,5,478,7,False,1
baseline,N/A,9,0.6,5,478,8,False,1
baseline,N/A,9,0.6,5,479,0,True,1
baseline,N/A,9,0.6,5,479,1,True,1
baseline,N/A,9,0.6,5,479,2,True,1
baseline,N/A,9,0.6,5,479,3,True,1
baseline,N/A,9,0.6,5,479,4,True,1
baseline,N/A,9,0.6,5,479,5,True,1
baseline,N/A,9,0.6,5,479,6,True,1
baseline,N/A,9,0.6,5,479,7,True,1
baseline,N/A,9,0.6,5,479,8,True,1
baseline,N/A,9,0.6,5,480,0,False,45
baseline,N/A,9,0.6,5,480,1,False,45
baseline,N/A,9,0.6,5,480,2,False,45
baseline,N/A,9,0.6,5,480,3,False,45
baseline,N/A,9,0.6,5,480,4,False,45
baseline,N/A,9,0.6,5,480,5,False,45
baseline,N/A,9,0.6,5,480,6,False,45
baseline,N/A,9,0.6,5,480,7,False,45
baseline,N/A,9,0.6,5,480,8,False,45
baseline,N/A,9,0.6,5,481,0,True,4
baseline,N/A,9,0.6,5,481,1,True,3
baseline,N/A,9,0.6,5,481,2,True,3
baseline,N/A,9,0.6,5,481,3,True,4
baseline,N/A,9,0.6,5,481,4,True,3
baseline,N/A,9,0.6,5,481,5,True,4
baseline,N/A,9,0.6,5,481,6,True,4
baseline,N/A,9,0.6,5,481,7,True,4
baseline,N/A,9,0.6,5,481,8,True,3
baseline,N/A,9,0.6,5,482,0,True,1
baseline,N/A,9,0.6,5,482,1,True,1
baseline,N/A,9,0.6,5,482,2,True,1
baseline,N/A,9,0.6,5,482,3,True,1
baseline,N/A,9,0.6,5,482,4,True,1
baseline,N/A,9,0.6,5,482,5,True,1
baseline,N/A,9,0.6,5,482,6,True,1
baseline,N/A,9,0.6,5,482,7,True,1
baseline,N/A,9,0.6,5,482,8,True,1
baseline,N/A,9,0.6,5,483,0,True,1
baseline,N/A,9,0.6,5,483,1,True,1
baseline,N/A,9,0.6,5,483,2,True,1
baseline,N/A,9,0.6,5,483,3,True,1
baseline,N/A,9,0.6,5,483,4,True,1
baseline,N/A,9,0.6,5,483,5,True,1
baseline,N/A,9,0.6,5,483,6,True,1
baseline,N/A,9,0.6,5,483,7,True,1
baseline,N/A,9,0.6,5,483,8,True,1
baseline,N/A,9,0.6,5,484,0,True,91
baseline,N/A,9,0.6,5,484,1,True,91
baseline,N/A,9,0.6,5,484,2,True,91
baseline,N/A,9,0.6,5,484,3,True,91
baseline,N/A,9,0.6,5,484,4,True,91
baseline,N/A,9,0.6,5,484,5,True,91
baseline,N/A,9,0.6,5,484,6,True,91
baseline,N/A,9,0.6,5,484,7,True,91
baseline,N/A,9,0.6,5,484,8,True,91
baseline,N/A,9,0.6,5,485,0,True,10
baseline,N/A,9,0.6,5,485,1,True,10
baseline,N/A,9,0.6,5,485,2,True,10
baseline,N/A,9,0.6,5,485,3,True,10
baseline,N/A,9,0.6,5,485,4,True,10
baseline,N/A,9,0.6,5,485,5,True,10
baseline,N/A,9,0.6,5,485,6,True,10
baseline,N/A,9,0.6,5,485,7,True,10
baseline,N/A,9,0.6,5,485,8,True,10
baseline,N/A,9,0.6,5,486,0,True,5
baseline,N/A,9,0.6,5,486,1,True,5
baseline,N/A,9,0.6,5,486,2,True,5
baseline,N/A,9,0.6,5,486,3,True,5
baseline,N/A,9,0.6,5,486,4,True,5
baseline,N/A,9,0.6,5,486,5,True,5
baseline,N/A,9,0.6,5,486,6,True,5
baseline,N/A,9,0.6,5,486,7,True,5
baseline,N/A,9,0.6,5,486,8,True,5
baseline,N/A,9,0.6,5,487,0,True,1
baseline,N/A,9,0.6,5,487,1,True,1
baseline,N/A,9,0.6,5,487,2,True,1
baseline,N/A,9,0.6,5,487,3,True,1
baseline,N/A,9,0.6,5,487,4,True,1
baseline,N/A,9,0.6,5,487,5,True,1
baseline,N/A,9,0.6,5,487,6,True,1
baseline,N/A,9,0.6,5,487,7,True,1
baseline,N/A,9,0.6,5,487,8,True,1
baseline,N/A,9,0.6,5,488,0,True,5
baseline,N/A,9,0.6,5,488,1,True,5
baseline,N/A,9,0.6,5,488,2,True,6
baseline,N/A,9,0.6,5,488,3,True,5
baseline,N/A,9,0.6,5,488,4,True,6
baseline,N/A,9,0.6,5,488,5,True,6
baseline,N/A,9,0.6,5,488,6,True,5
baseline,N/A,9,0.6,5,488,7,True,5
baseline,N/A,9,0.6,5,488,8,True,5
baseline,N/A,9,0.6,5,489,0,True,38
baseline,N/A,9,0.6,5,489,1,True,38
baseline,N/A,9,0.6,5,489,2,True,38
baseline,N/A,9,0.6,5,489,3,True,38
baseline,N/A,9,0.6,5,489,4,True,38
baseline,N/A,9,0.6,5,489,5,True,38
baseline,N/A,9,0.6,5,489,6,True,38
baseline,N/A,9,0.6,5,489,7,True,38
baseline,N/A,9,0.6,5,489,8,True,38
baseline,N/A,9,0.6,5,490,0,True,5
baseline,N/A,9,0.6,5,490,1,True,5
baseline,N/A,9,0.6,5,490,2,True,5
baseline,N/A,9,0.6,5,490,3,True,5
baseline,N/A,9,0.6,5,490,4,True,5
baseline,N/A,9,0.6,5,490,5,True,5
baseline,N/A,9,0.6,5,490,6,True,5
baseline,N/A,9,0.6,5,490,7,True,5
baseline,N/A,9,0.6,5,490,8,True,5
baseline,N/A,9,0.6,5,491,0,True,4
baseline,N/A,9,0.6,5,491,1,True,4
baseline,N/A,9,0.6,5,491,2,True,4
baseline,N/A,9,0.6,5,491,3,True,4
baseline,N/A,9,0.6,5,491,4,True,4
baseline,N/A,9,0.6,5,491,5,True,4
baseline,N/A,9,0.6,5,491,6,True,4
baseline,N/A,9,0.6,5,491,7,True,4
baseline,N/A,9,0.6,5,491,8,True,4
baseline,N/A,9,0.6,5,492,0,True,1
baseline,N/A,9,0.6,5,492,1,True,1
baseline,N/A,9,0.6,5,492,2,True,1
baseline,N/A,9,0.6,5,492,3,True,1
baseline,N/A,9,0.6,5,492,4,True,1
baseline,N/A,9,0.6,5,492,5,True,1
baseline,N/A,9,0.6,5,492,6,True,1
baseline,N/A,9,0.6,5,492,7,True,1
baseline,N/A,9,0.6,5,492,8,True,1
baseline,N/A,9,0.6,5,493,0,True,1
baseline,N/A,9,0.6,5,493,1,True,1
baseline,N/A,9,0.6,5,493,2,True,1
baseline,N/A,9,0.6,5,493,3,True,1
baseline,N/A,9,0.6,5,493,4,True,1
baseline,N/A,9,0.6,5,493,5,True,1
baseline,N/A,9,0.6,5,493,6,True,1
baseline,N/A,9,0.6,5,493,7,True,1
baseline,N/A,9,0.6,5,493,8,True,1
baseline,N/A,9,0.6,5,494,0,True,5
baseline,N/A,9,0.6,5,494,1,True,5
baseline,N/A,9,0.6,5,494,2,True,8
baseline,N/A,9,0.6,5,494,3,True,7
baseline,N/A,9,0.6,5,494,4,True,8
baseline,N/A,9,0.6,5,494,5,True,5
baseline,N/A,9,0.6,5,494,6,True,8
baseline,N/A,9,0.6,5,494,7,True,8
baseline,N/A,9,0.6,5,494,8,True,7
baseline,N/A,9,0.6,5,495,0,True,23
baseline,N/A,9,0.6,5,495,1,True,23
baseline,N/A,9,0.6,5,495,2,True,23
baseline,N/A,9,0.6,5,495,3,True,23
baseline,N/A,9,0.6,5,495,4,True,23
baseline,N/A,9,0.6,5,495,5,True,23
baseline,N/A,9,0.6,5,495,6,True,23
baseline,N/A,9,0.6,5,495,7,True,23
baseline,N/A,9,0.6,5,495,8,True,23
baseline,N/A,9,0.6,5,496,0,True,43
baseline,N/A,9,0.6,5,496,1,True,43
baseline,N/A,9,0.6,5,496,2,True,43
baseline,N/A,9,0.6,5,496,3,True,43
baseline,N/A,9,0.6,5,496,4,True,43
baseline,N/A,9,0.6,5,496,5,True,43
baseline,N/A,9,0.6,5,496,6,True,43
baseline,N/A,9,0.6,5,496,7,True,43
baseline,N/A,9,0.6,5,496,8,True,43
baseline,N/A,9,0.6,5,497,0,False,4
baseline,N/A,9,0.6,5,497,1,False,1
baseline,N/A,9,0.6,5,497,2,False,4
baseline,N/A,9,0.6,5,497,3,False,1
baseline,N/A,9,0.6,5,497,4,False,1
baseline,N/A,9,0.6,5,497,5,False,1
baseline,N/A,9,0.6,5,497,6,False,4
baseline,N/A,9,0.6,5,497,7,False,1
baseline,N/A,9,0.6,5,497,8,False,4
baseline,N/A,9,0.6,5,498,0,False,1
baseline,N/A,9,0.6,5,498,1,False,1
baseline,N/A,9,0.6,5,498,2,False,1
baseline,N/A,9,0.6,5,498,3,False,1
baseline,N/A,9,0.6,5,498,4,False,1
baseline,N/A,9,0.6,5,498,5,False,1
baseline,N/A,9,0.6,5,498,6,False,1
baseline,N/A,9,0.6,5,498,7,False,1
baseline,N/A,9,0.6,5,498,8,False,1
baseline,N/A,9,0.6,5,499,0,True,49
baseline,N/A,9,0.6,5,499,1,True,49
baseline,N/A,9,0.6,5,499,2,True,49
baseline,N/A,9,0.6,5,499,3,True,49
baseline,N/A,9,0.6,5,499,4,True,49
baseline,N/A,9,0.6,5,499,5,True,49
baseline,N/A,9,0.6,5,499,6,True,49
baseline,N/A,9,0.6,5,499,7,True,49
baseline,N/A,9,0.6,5,499,8,True,49
baseline,N/A,9,0.6,5,500,0,True,1
baseline,N/A,9,0.6,5,500,1,True,1
baseline,N/A,9,0.6,5,500,2,True,1
baseline,N/A,9,0.6,5,500,3,True,1
baseline,N/A,9,0.6,5,500,4,True,1
baseline,N/A,9,0.6,5,500,5,True,1
baseline,N/A,9,0.6,5,500,6,True,1
baseline,N/A,9,0.6,5,500,7,True,1
baseline,N/A,9,0.6,5,500,8,True,1
baseline,N/A,9,0.6,5,501,0,True,66
baseline,N/A,9,0.6,5,501,1,True,66
baseline,N/A,9,0.6,5,501,2,True,66
baseline,N/A,9,0.6,5,501,3,True,66
baseline,N/A,9,0.6,5,501,4,True,66
baseline,N/A,9,0.6,5,501,5,True,66
baseline,N/A,9,0.6,5,501,6,True,66
baseline,N/A,9,0.6,5,501,7,True,66
baseline,N/A,9,0.6,5,501,8,True,66
baseline,N/A,9,0.6,5,502,0,True,3
baseline,N/A,9,0.6,5,502,1,True,3
baseline,N/A,9,0.6,5,502,2,True,3
baseline,N/A,9,0.6,5,502,3,True,3
baseline,N/A,9,0.6,5,502,4,True,3
baseline,N/A,9,0.6,5,502,5,True,1
baseline,N/A,9,0.6,5,502,6,True,1
baseline,N/A,9,0.6,5,502,7,True,3
baseline,N/A,9,0.6,5,502,8,True,3
baseline,N/A,9,0.6,5,503,0,True,1
baseline,N/A,9,0.6,5,503,1,True,1
baseline,N/A,9,0.6,5,503,2,True,4
baseline,N/A,9,0.6,5,503,3,True,4
baseline,N/A,9,0.6,5,503,4,True,3
baseline,N/A,9,0.6,5,503,5,True,4
baseline,N/A,9,0.6,5,503,6,True,4
baseline,N/A,9,0.6,5,503,7,True,1
baseline,N/A,9,0.6,5,503,8,True,4
baseline,N/A,9,0.6,5,504,0,False,4
baseline,N/A,9,0.6,5,504,1,False,4
baseline,N/A,9,0.6,5,504,2,False,4
baseline,N/A,9,0.6,5,504,3,False,4
baseline,N/A,9,0.6,5,504,4,False,4
baseline,N/A,9,0.6,5,504,5,False,4
baseline,N/A,9,0.6,5,504,6,False,4
baseline,N/A,9,0.6,5,504,7,False,4
baseline,N/A,9,0.6,5,504,8,False,4
baseline,N/A,9,0.6,5,505,0,True,3
baseline,N/A,9,0.6,5,505,1,True,3
baseline,N/A,9,0.6,5,505,2,True,3
baseline,N/A,9,0.6,5,505,3,True,3
baseline,N/A,9,0.6,5,505,4,True,3
baseline,N/A,9,0.6,5,505,5,True,3
baseline,N/A,9,0.6,5,505,6,True,3
baseline,N/A,9,0.6,5,505,7,True,3
baseline,N/A,9,0.6,5,505,8,True,3
baseline,N/A,9,0.6,5,506,0,True,1
baseline,N/A,9,0.6,5,506,1,True,1
baseline,N/A,9,0.6,5,506,2,True,1
baseline,N/A,9,0.6,5,506,3,True,1
baseline,N/A,9,0.6,5,506,4,True,1
baseline,N/A,9,0.6,5,506,5,True,1
baseline,N/A,9,0.6,5,506,6,True,1
baseline,N/A,9,0.6,5,506,7,True,1
baseline,N/A,9,0.6,5,506,8,True,1
baseline,N/A,9,0.6,5,507,0,True,5
baseline,N/A,9,0.6,5,507,1,True,5
baseline,N/A,9,0.6,5,507,2,True,3
baseline,N/A,9,0.6,5,507,3,True,5
baseline,N/A,9,0.6,5,507,4,True,5
baseline,N/A,9,0.6,5,507,5,True,3
baseline,N/A,9,0.6,5,507,6,True,5
baseline,N/A,9,0.6,5,507,7,True,5
baseline,N/A,9,0.6,5,507,8,True,5
baseline,N/A,9,0.6,5,508,0,True,5
baseline,N/A,9,0.6,5,508,1,True,5
baseline,N/A,9,0.6,5,508,2,True,5
baseline,N/A,9,0.6,5,508,3,True,5
baseline,N/A,9,0.6,5,508,4,True,5
baseline,N/A,9,0.6,5,508,5,True,5
baseline,N/A,9,0.6,5,508,6,True,5
baseline,N/A,9,0.6,5,508,7,True,5
baseline,N/A,9,0.6,5,508,8,True,5
baseline,N/A,9,0.6,5,509,0,True,1
baseline,N/A,9,0.6,5,509,1,True,1
baseline,N/A,9,0.6,5,509,2,True,1
baseline,N/A,9,0.6,5,509,3,True,1
baseline,N/A,9,0.6,5,509,4,True,1
baseline,N/A,9,0.6,5,509,5,True,1
baseline,N/A,9,0.6,5,509,6,True,1
baseline,N/A,9,0.6,5,509,7,True,1
baseline,N/A,9,0.6,5,509,8,True,1
baseline,N/A,9,0.6,5,510,0,False,12
baseline,N/A,9,0.6,5,510,1,False,12
baseline,N/A,9,0.6,5,510,2,False,12
baseline,N/A,9,0.6,5,510,3,False,12
baseline,N/A,9,0.6,5,510,4,False,12
baseline,N/A,9,0.6,5,510,5,False,12
baseline,N/A,9,0.6,5,510,6,False,12
baseline,N/A,9,0.6,5,510,7,False,12
baseline,N/A,9,0.6,5,510,8,False,12
baseline,N/A,9,0.6,5,511,0,False,7
baseline,N/A,9,0.6,5,511,1,False,7
baseline,N/A,9,0.6,5,511,2,False,7
baseline,N/A,9,0.6,5,511,3,False,7
baseline,N/A,9,0.6,5,511,4,False,7
baseline,N/A,9,0.6,5,511,5,False,7
baseline,N/A,9,0.6,5,511,6,False,7
baseline,N/A,9,0.6,5,511,7,False,7
baseline,N/A,9,0.6,5,511,8,False,7
baseline,N/A,9,0.6,5,512,0,True,36
baseline,N/A,9,0.6,5,512,1,True,36
baseline,N/A,9,0.6,5,512,2,True,36
baseline,N/A,9,0.6,5,512,3,True,36
baseline,N/A,9,0.6,5,512,4,True,36
baseline,N/A,9,0.6,5,512,5,True,36
baseline,N/A,9,0.6,5,512,6,True,36
baseline,N/A,9,0.6,5,512,7,True,36
baseline,N/A,9,0.6,5,512,8,True,36
baseline,N/A,9,0.6,5,513,0,True,1
baseline,N/A,9,0.6,5,513,1,True,1
baseline,N/A,9,0.6,5,513,2,True,1
baseline,N/A,9,0.6,5,513,3,True,1
baseline,N/A,9,0.6,5,513,4,True,1
baseline,N/A,9,0.6,5,513,5,True,1
baseline,N/A,9,0.6,5,513,6,True,1
baseline,N/A,9,0.6,5,513,7,True,1
baseline,N/A,9,0.6,5,513,8,True,1
baseline,N/A,9,0.6,5,514,0,True,27
baseline,N/A,9,0.6,5,514,1,True,27
baseline,N/A,9,0.6,5,514,2,True,27
baseline,N/A,9,0.6,5,514,3,True,27
baseline,N/A,9,0.6,5,514,4,True,27
baseline,N/A,9,0.6,5,514,5,True,27
baseline,N/A,9,0.6,5,514,6,True,27
baseline,N/A,9,0.6,5,514,7,True,27
baseline,N/A,9,0.6,5,514,8,True,27
baseline,N/A,9,0.6,5,515,0,True,3
baseline,N/A,9,0.6,5,515,1,True,3
baseline,N/A,9,0.6,5,515,2,True,3
baseline,N/A,9,0.6,5,515,3,True,3
baseline,N/A,9,0.6,5,515,4,True,3
baseline,N/A,9,0.6,5,515,5,True,3
baseline,N/A,9,0.6,5,515,6,True,3
baseline,N/A,9,0.6,5,515,7,True,3
baseline,N/A,9,0.6,5,515,8,True,3
baseline,N/A,9,0.6,5,516,0,False,3
baseline,N/A,9,0.6,5,516,1,False,3
baseline,N/A,9,0.6,5,516,2,False,3
baseline,N/A,9,0.6,5,516,3,False,3
baseline,N/A,9,0.6,5,516,4,False,3
baseline,N/A,9,0.6,5,516,5,False,3
baseline,N/A,9,0.6,5,516,6,False,3
baseline,N/A,9,0.6,5,516,7,False,3
baseline,N/A,9,0.6,5,516,8,False,3
baseline,N/A,9,0.6,5,517,0,True,3
baseline,N/A,9,0.6,5,517,1,True,3
baseline,N/A,9,0.6,5,517,2,True,3
baseline,N/A,9,0.6,5,517,3,True,3
baseline,N/A,9,0.6,5,517,4,True,3
baseline,N/A,9,0.6,5,517,5,True,3
baseline,N/A,9,0.6,5,517,6,True,3
baseline,N/A,9,0.6,5,517,7,True,3
baseline,N/A,9,0.6,5,517,8,True,3
baseline,N/A,9,0.6,5,518,0,True,1
baseline,N/A,9,0.6,5,518,1,True,1
baseline,N/A,9,0.6,5,518,2,True,1
baseline,N/A,9,0.6,5,518,3,True,1
baseline,N/A,9,0.6,5,518,4,True,1
baseline,N/A,9,0.6,5,518,5,True,1
baseline,N/A,9,0.6,5,518,6,True,1
baseline,N/A,9,0.6,5,518,7,True,1
baseline,N/A,9,0.6,5,518,8,True,1
baseline,N/A,9,0.6,5,519,0,False,1
baseline,N/A,9,0.6,5,519,1,False,1
baseline,N/A,9,0.6,5,519,2,False,1
baseline,N/A,9,0.6,5,519,3,False,1
baseline,N/A,9,0.6,5,519,4,False,1
baseline,N/A,9,0.6,5,519,5,False,1
baseline,N/A,9,0.6,5,519,6,False,1
baseline,N/A,9,0.6,5,519,7,False,1
baseline,N/A,9,0.6,5,519,8,False,1
baseline,N/A,9,0.6,5,520,0,True,14
baseline,N/A,9,0.6,5,520,1,True,14
baseline,N/A,9,0.6,5,520,2,True,14
baseline,N/A,9,0.6,5,520,3,True,14
baseline,N/A,9,0.6,5,520,4,True,14
baseline,N/A,9,0.6,5,520,5,True,14
baseline,N/A,9,0.6,5,520,6,True,14
baseline,N/A,9,0.6,5,520,7,True,14
baseline,N/A,9,0.6,5,520,8,True,14
baseline,N/A,9,0.6,5,521,0,True,1
baseline,N/A,9,0.6,5,521,1,True,1
baseline,N/A,9,0.6,5,521,2,True,1
baseline,N/A,9,0.6,5,521,3,True,1
baseline,N/A,9,0.6,5,521,4,True,1
baseline,N/A,9,0.6,5,521,5,True,1
baseline,N/A,9,0.6,5,521,6,True,1
baseline,N/A,9,0.6,5,521,7,True,1
baseline,N/A,9,0.6,5,521,8,True,1
baseline,N/A,9,0.6,5,522,0,True,3
baseline,N/A,9,0.6,5,522,1,True,3
baseline,N/A,9,0.6,5,522,2,True,3
baseline,N/A,9,0.6,5,522,3,True,3
baseline,N/A,9,0.6,5,522,4,True,3
baseline,N/A,9,0.6,5,522,5,True,3
baseline,N/A,9,0.6,5,522,6,True,3
baseline,N/A,9,0.6,5,522,7,True,3
baseline,N/A,9,0.6,5,522,8,True,3
baseline,N/A,9,0.6,5,523,0,True,13
baseline,N/A,9,0.6,5,523,1,True,13
baseline,N/A,9,0.6,5,523,2,True,13
baseline,N/A,9,0.6,5,523,3,True,13
baseline,N/A,9,0.6,5,523,4,True,13
baseline,N/A,9,0.6,5,523,5,True,13
baseline,N/A,9,0.6,5,523,6,True,13
baseline,N/A,9,0.6,5,523,7,True,13
baseline,N/A,9,0.6,5,523,8,True,13
baseline,N/A,9,0.6,5,524,0,True,3
baseline,N/A,9,0.6,5,524,1,True,3
baseline,N/A,9,0.6,5,524,2,True,3
baseline,N/A,9,0.6,5,524,3,True,3
baseline,N/A,9,0.6,5,524,4,True,3
baseline,N/A,9,0.6,5,524,5,True,3
baseline,N/A,9,0.6,5,524,6,True,3
baseline,N/A,9,0.6,5,524,7,True,3
baseline,N/A,9,0.6,5,524,8,True,3
baseline,N/A,9,0.6,5,525,0,True,10
baseline,N/A,9,0.6,5,525,1,True,10
baseline,N/A,9,0.6,5,525,2,True,10
baseline,N/A,9,0.6,5,525,3,True,10
baseline,N/A,9,0.6,5,525,4,True,10
baseline,N/A,9,0.6,5,525,5,True,10
baseline,N/A,9,0.6,5,525,6,True,10
baseline,N/A,9,0.6,5,525,7,True,10
baseline,N/A,9,0.6,5,525,8,True,10
baseline,N/A,9,0.6,5,526,0,True,5
baseline,N/A,9,0.6,5,526,1,True,6
baseline,N/A,9,0.6,5,526,2,True,6
baseline,N/A,9,0.6,5,526,3,True,6
baseline,N/A,9,0.6,5,526,4,True,5
baseline,N/A,9,0.6,5,526,5,True,6
baseline,N/A,9,0.6,5,526,6,True,5
baseline,N/A,9,0.6,5,526,7,True,5
baseline,N/A,9,0.6,5,526,8,True,5
baseline,N/A,9,0.6,5,527,0,True,1
baseline,N/A,9,0.6,5,527,1,True,1
baseline,N/A,9,0.6,5,527,2,True,1
baseline,N/A,9,0.6,5,527,3,True,1
baseline,N/A,9,0.6,5,527,4,True,1
baseline,N/A,9,0.6,5,527,5,True,1
baseline,N/A,9,0.6,5,527,6,True,1
baseline,N/A,9,0.6,5,527,7,True,1
baseline,N/A,9,0.6,5,527,8,True,1
baseline,N/A,9,0.6,5,528,0,True,1
baseline,N/A,9,0.6,5,528,1,True,1
baseline,N/A,9,0.6,5,528,2,True,1
baseline,N/A,9,0.6,5,528,3,True,1
baseline,N/A,9,0.6,5,528,4,True,1
baseline,N/A,9,0.6,5,528,5,True,1
