scenario,which_arm_restricted,num_agents,p,sim_id,agent_id,was_correct,time_to_lock
restrict_dissemination,target,9,0.5,273,2,True,1
restrict_dissemination,target,9,0.5,273,3,False,4
restrict_dissemination,target,9,0.5,273,4,True,86
restrict_dissemination,target,9,0.5,273,5,True,1
restrict_dissemination,target,9,0.5,273,6,False,5
restrict_dissemination,target,9,0.5,273,7,False,14
restrict_dissemination,target,9,0.5,273,8,False,3
restrict_dissemination,other,9,0.5,274,0,False,3
restrict_dissemination,other,9,0.5,274,1,True,20
restrict_dissemination,other,9,0.5,274,2,True,5
restrict_dissemination,other,9,0.5,274,3,False,1
restrict_dissemination,other,9,0.5,274,4,False,1
restrict_dissemination,other,9,0.5,274,5,False,1
restrict_dissemination,other,9,0.5,274,6,False,3
restrict_dissemination,other,9,0.5,274,7,False,1
restrict_dissemination,other,9,0.5,274,8,False,3
restrict_dissemination,other,9,0.5,275,0,False,3
restrict_dissemination,other,9,0.5,275,1,False,3
restrict_dissemination,other,9,0.5,275,2,False,3
restrict_dissemination,other,9,0.5,275,3,False,3
restrict_dissemination,other,9,0.5,275,4,False,3
restrict_dissemination,other,9,0.5,275,5,False,3
restrict_dissemination,other,9,0.5,275,6,False,3
restrict_dissemination,other,9,0.5,275,7,False,3
restrict_dissemination,other,9,0.5,275,8,False,3
restrict_dissemination,other,9,0.5,276,0,True,12
restrict_dissemination,other,9,0.5,276,1,True,16
restrict_dissemination,other,9,0.5,276,2,True,3
restrict_dissemination,other,9,0.5,276,3,True,6
restrict_dissemination,other,9,0.5,276,4,True,1
restrict_dissemination,other,9,0.5,276,5,True,13
restrict_dissemination,other,9,0.5,276,6,True,6
restrict_dissemination,other,9,0.5,276,7,True,1
restrict_dissemination,other,9,0.5,276,8,True,6
restrict_dissemination,target,9,0.5,277,0,False,32
restrict_dissemination,target,9,0.5,277,1,False,31
restrict_dissemination,target,9,0.5,277,2,False,52
restrict_dissemination,target,9,0.5,277,3,False,35
restrict_dissemination,target,9,0.5,277,4,False,31
restrict_dissemination,target,9,0.5,277,5,False,31
restrict_dissemination,target,9,0.5,277,6,False,35
restrict_dissemination,target,9,0.5,277,7,False,33
restrict_dissemination,target,9,0.5,277,8,False,1
restrict_dissemination,other,9,0.5,278,0,True,91
restrict_dissemination,other,9,0.5,278,1,True,74
restrict_dissemination,other,9,0.5,278,2,True,99
restrict_dissemination,other,9,0.5,278,3,True,63
restrict_dissemination,other,9,0.5,278,4,True,74
restrict_dissemination,other,9,0.5,278,5,True,63
restrict_dissemination,other,9,0.5,278,6,True,63
restrict_dissemination,other,9,0.5,278,7,True,1
restrict_dissemination,other,9,0.5,278,8,True,74
restrict_dissemination,other,9,0.5,279,0,False,18
restrict_dissemination,other,9,0.5,279,1,False,23
restrict_dissemination,other,9,0.5,279,2,True,7
restrict_dissemination,other,9,0.5,279,3,True,75
restrict_dissemination,other,9,0.5,279,4,False,36
restrict_dissemination,other,9,0.5,279,5,True,75
restrict_dissemination,other,9,0.5,279,6,True,4
restrict_dissemination,other,9,0.5,279,7,True,9
restrict_dissemination,other,9,0.5,279,8,False,23
restrict_dissemination,target,9,0.5,280,0,True,34
restrict_dissemination,target,9,0.5,280,1,False,7
restrict_dissemination,target,9,0.5,280,2,False,1
restrict_dissemination,target,9,0.5,280,3,False,1
restrict_dissemination,target,9,0.5,280,4,False,7
restrict_dissemination,target,9,0.5,280,5,False,7
restrict_dissemination,target,9,0.5,280,6,False,7
restrict_dissemination,target,9,0.5,280,7,False,7
restrict_dissemination,target,9,0.5,280,8,True,6
restrict_dissemination,target,9,0.5,281,0,False,1
restrict_dissemination,target,9,0.5,281,1,False,9
restrict_dissemination,target,9,0.5,281,2,False,3
restrict_dissemination,target,9,0.5,281,3,False,1
restrict_dissemination,target,9,0.5,281,4,False,3
restrict_dissemination,target,9,0.5,281,5,False,1
restrict_dissemination,target,9,0.5,281,6,False,1
restrict_dissemination,target,9,0.5,281,7,False,5
restrict_dissemination,target,9,0.5,281,8,False,3
restrict_dissemination,other,9,0.5,282,0,True,67
restrict_dissemination,other,9,0.5,282,1,True,1
restrict_dissemination,other,9,0.5,282,2,True,5
restrict_dissemination,other,9,0.5,282,3,True,10
restrict_dissemination,other,9,0.5,282,4,True,1
restrict_dissemination,other,9,0.5,282,5,True,39
restrict_dissemination,other,9,0.5,282,6,True,5
restrict_dissemination,other,9,0.5,282,7,False,1
restrict_dissemination,other,9,0.5,282,8,True,1
restrict_dissemination,other,9,0.5,283,0,True,9
restrict_dissemination,other,9,0.5,283,1,True,7
restrict_dissemination,other,9,0.5,283,2,True,7
restrict_dissemination,other,9,0.5,283,3,True,7
restrict_dissemination,other,9,0.5,283,4,True,7
restrict_dissemination,other,9,0.5,283,5,True,24
restrict_dissemination,other,9,0.5,283,6,True,9
restrict_dissemination,other,9,0.5,283,7,True,1
restrict_dissemination,other,9,0.5,283,8,True,22
restrict_dissemination,other,9,0.5,284,0,True,1
restrict_dissemination,other,9,0.5,284,1,True,1
restrict_dissemination,other,9,0.5,284,2,True,1
restrict_dissemination,other,9,0.5,284,3,True,1
restrict_dissemination,other,9,0.5,284,4,True,1
restrict_dissemination,other,9,0.5,284,5,True,1
restrict_dissemination,other,9,0.5,284,6,True,1
restrict_dissemination,other,9,0.5,284,7,True,11
restrict_dissemination,other,9,0.5,284,8,True,11
restrict_dissemination,other,9,0.5,285,0,True,74
restrict_dissemination,other,9,0.5,285,1,True,10
restrict_dissemination,other,9,0.5,285,2,True,52
restrict_dissemination,other,9,0.5,285,3,True,12
restrict_dissemination,other,9,0.5,285,4,False,35
restrict_dissemination,other,9,0.5,285,5,True,15
restrict_dissemination,other,9,0.5,285,6,True,74
restrict_dissemination,other,9,0.5,285,7,True,3
restrict_dissemination,other,9,0.5,285,8,True,9
restrict_dissemination,target,9,0.5,286,0,True,51
restrict_dissemination,target,9,0.5,286,1,False,1
restrict_dissemination,target,9,0.5,286,2,False,1
restrict_dissemination,target,9,0.5,286,3,False,1
restrict_dissemination,target,9,0.5,286,4,False,1
restrict_dissemination,target,9,0.5,286,5,False,1
restrict_dissemination,target,9,0.5,286,6,False,1
restrict_dissemination,target,9,0.5,286,7,True,16
restrict_dissemination,target,9,0.5,286,8,False,20
restrict_dissemination,other,9,0.5,287,0,False,80
restrict_dissemination,other,9,0.5,287,1,True,1
restrict_dissemination,other,9,0.5,287,2,False,1
restrict_dissemination,other,9,0.5,287,3,True,20
restrict_dissemination,other,9,0.5,287,4,True,11
restrict_dissemination,other,9,0.5,287,5,True,13
restrict_dissemination,other,9,0.5,287,6,False,1
restrict_dissemination,other,9,0.5,287,7,True,16
restrict_dissemination,other,9,0.5,287,8,False,19
restrict_dissemination,other,9,0.5,288,0,False,9
restrict_dissemination,other,9,0.5,288,1,True,1
restrict_dissemination,other,9,0.5,288,2,False,6
restrict_dissemination,other,9,0.5,288,3,True,1
restrict_dissemination,other,9,0.5,288,4,False,24
restrict_dissemination,other,9,0.5,288,5,True,13
restrict_dissemination,other,9,0.5,288,6,True,1
restrict_dissemination,other,9,0.5,288,7,True,91
restrict_dissemination,other,9,0.5,288,8,True,1
restrict_dissemination,target,9,0.5,289,0,True,1
restrict_dissemination,target,9,0.5,289,1,True,1
restrict_dissemination,target,9,0.5,289,2,True,1
restrict_dissemination,target,9,0.5,289,3,True,1
restrict_dissemination,target,9,0.5,289,4,True,8
restrict_dissemination,target,9,0.5,289,5,True,8
restrict_dissemination,target,9,0.5,289,6,True,1
restrict_dissemination,target,9,0.5,289,7,True,1
restrict_dissemination,target,9,0.5,289,8,True,1
restrict_dissemination,other,9,0.5,290,0,True,26
restrict_dissemination,other,9,0.5,290,1,True,18
restrict_dissemination,other,9,0.5,290,2,True,33
restrict_dissemination,other,9,0.5,290,3,True,27
restrict_dissemination,other,9,0.5,290,4,True,11
restrict_dissemination,other,9,0.5,290,5,True,7
restrict_dissemination,other,9,0.5,290,6,True,28
restrict_dissemination,other,9,0.5,290,7,True,30
restrict_dissemination,other,9,0.5,290,8,True,8
restrict_dissemination,other,9,0.5,291,0,True,60
restrict_dissemination,other,9,0.5,291,1,True,10
restrict_dissemination,other,9,0.5,291,2,True,32
restrict_dissemination,other,9,0.5,291,3,True,82
restrict_dissemination,other,9,0.5,291,4,True,45
restrict_dissemination,other,9,0.5,291,5,True,10
restrict_dissemination,other,9,0.5,291,6,True,67
restrict_dissemination,other,9,0.5,291,7,True,10
restrict_dissemination,other,9,0.5,291,8,True,100
restrict_dissemination,other,9,0.5,292,0,True,89
restrict_dissemination,other,9,0.5,292,1,True,89
restrict_dissemination,other,9,0.5,292,2,False,68
restrict_dissemination,other,9,0.5,292,3,True,17
restrict_dissemination,other,9,0.5,292,4,True,82
restrict_dissemination,other,9,0.5,292,5,True,1
restrict_dissemination,other,9,0.5,292,6,True,4
restrict_dissemination,other,9,0.5,292,7,True,1
restrict_dissemination,other,9,0.5,292,8,True,4
restrict_dissemination,target,9,0.5,293,0,True,1
restrict_dissemination,target,9,0.5,293,1,True,1
restrict_dissemination,target,9,0.5,293,2,True,1
restrict_dissemination,target,9,0.5,293,3,True,1
restrict_dissemination,target,9,0.5,293,4,True,1
restrict_dissemination,target,9,0.5,293,5,True,1
restrict_dissemination,target,9,0.5,293,6,True,1
restrict_dissemination,target,9,0.5,293,7,True,1
restrict_dissemination,target,9,0.5,293,8,True,1
restrict_dissemination,target,9,0.5,294,0,True,96
restrict_dissemination,target,9,0.5,294,1,False,20
restrict_dissemination,target,9,0.5,294,2,False,20
restrict_dissemination,target,9,0.5,294,3,False,21
restrict_dissemination,target,9,0.5,294,4,True,76
restrict_dissemination,target,9,0.5,294,5,False,42
restrict_dissemination,target,9,0.5,294,6,False,6
restrict_dissemination,target,9,0.5,294,7,True,5
restrict_dissemination,target,9,0.5,294,8,False,21
restrict_dissemination,target,9,0.5,295,0,False,1
restrict_dissemination,target,9,0.5,295,1,False,1
restrict_dissemination,target,9,0.5,295,2,False,16
restrict_dissemination,target,9,0.5,295,3,False,1
restrict_dissemination,target,9,0.5,295,4,False,8
restrict_dissemination,target,9,0.5,295,5,False,8
restrict_dissemination,target,9,0.5,295,6,False,1
restrict_dissemination,target,9,0.5,295,7,False,16
restrict_dissemination,target,9,0.5,295,8,False,8
restrict_dissemination,target,9,0.5,296,0,False,1
restrict_dissemination,target,9,0.5,296,1,False,32
restrict_dissemination,target,9,0.5,296,2,False,14
restrict_dissemination,target,9,0.5,296,3,False,1
restrict_dissemination,target,9,0.5,296,4,False,12
restrict_dissemination,target,9,0.5,296,5,False,12
restrict_dissemination,target,9,0.5,296,6,False,15
restrict_dissemination,target,9,0.5,296,7,False,12
restrict_dissemination,target,9,0.5,296,8,False,12
restrict_dissemination,target,9,0.5,297,0,False,22
restrict_dissemination,target,9,0.5,297,1,False,1
restrict_dissemination,target,9,0.5,297,2,False,1
restrict_dissemination,target,9,0.5,297,3,False,11
restrict_dissemination,target,9,0.5,297,4,False,34
restrict_dissemination,target,9,0.5,297,5,False,33
restrict_dissemination,target,9,0.5,297,6,False,20
restrict_dissemination,target,9,0.5,297,7,False,11
restrict_dissemination,target,9,0.5,297,8,False,1
restrict_dissemination,target,9,0.5,298,0,True,86
restrict_dissemination,target,9,0.5,298,1,True,1
restrict_dissemination,target,9,0.5,298,2,False,4
restrict_dissemination,target,9,0.5,298,3,False,14
restrict_dissemination,target,9,0.5,298,4,True,81
restrict_dissemination,target,9,0.5,298,5,False,6
restrict_dissemination,target,9,0.5,298,6,False,14
restrict_dissemination,target,9,0.5,298,7,False,5
restrict_dissemination,target,9,0.5,298,8,False,91
restrict_dissemination,other,9,0.5,299,0,True,53
restrict_dissemination,other,9,0.5,299,1,True,58
restrict_dissemination,other,9,0.5,299,2,True,21
restrict_dissemination,other,9,0.5,299,3,True,15
restrict_dissemination,other,9,0.5,299,4,True,21
restrict_dissemination,other,9,0.5,299,5,True,11
restrict_dissemination,other,9,0.5,299,6,True,9
restrict_dissemination,other,9,0.5,299,7,True,77
restrict_dissemination,other,9,0.5,299,8,True,1
restrict_dissemination,target,9,0.5,300,0,True,1
restrict_dissemination,target,9,0.5,300,1,False,4
restrict_dissemination,target,9,0.5,300,2,False,4
restrict_dissemination,target,9,0.5,300,3,False,9
restrict_dissemination,target,9,0.5,300,4,False,25
restrict_dissemination,target,9,0.5,300,5,False,4
restrict_dissemination,target,9,0.5,300,6,False,1
restrict_dissemination,target,9,0.5,300,7,True,1
restrict_dissemination,target,9,0.5,300,8,True,1
restrict_dissemination,target,9,0.5,301,0,False,6
restrict_dissemination,target,9,0.5,301,1,False,5
restrict_dissemination,target,9,0.5,301,2,False,4
restrict_dissemination,target,9,0.5,301,3,False,5
restrict_dissemination,target,9,0.5,301,4,False,1
restrict_dissemination,target,9,0.5,301,5,False,5
restrict_dissemination,target,9,0.5,301,6,False,8
restrict_dissemination,target,9,0.5,301,7,False,18
restrict_dissemination,target,9,0.5,301,8,False,24
restrict_dissemination,other,9,0.5,302,0,True,10
restrict_dissemination,other,9,0.5,302,1,True,50
restrict_dissemination,other,9,0.5,302,2,True,3
restrict_dissemination,other,9,0.5,302,3,True,11
restrict_dissemination,other,9,0.5,302,4,True,6
restrict_dissemination,other,9,0.5,302,5,True,6
restrict_dissemination,other,9,0.5,302,6,True,19
restrict_dissemination,other,9,0.5,302,7,True,1
restrict_dissemination,other,9,0.5,302,8,True,1
restrict_dissemination,target,9,0.5,303,0,True,11
restrict_dissemination,target,9,0.5,303,1,False,3
restrict_dissemination,target,9,0.5,303,2,False,25
restrict_dissemination,target,9,0.5,303,3,False,13
restrict_dissemination,target,9,0.5,303,4,False,3
restrict_dissemination,target,9,0.5,303,5,True,101
restrict_dissemination,target,9,0.5,303,6,True,1
restrict_dissemination,target,9,0.5,303,7,False,52
restrict_dissemination,target,9,0.5,303,8,False,3
restrict_dissemination,other,9,0.5,304,0,True,89
restrict_dissemination,other,9,0.5,304,1,True,3
restrict_dissemination,other,9,0.5,304,2,True,1
restrict_dissemination,other,9,0.5,304,3,True,1
restrict_dissemination,other,9,0.5,304,4,True,1
restrict_dissemination,other,9,0.5,304,5,True,3
restrict_dissemination,other,9,0.5,304,6,True,1
restrict_dissemination,other,9,0.5,304,7,True,1
restrict_dissemination,other,9,0.5,304,8,True,99
restrict_dissemination,other,9,0.5,305,0,True,1
restrict_dissemination,other,9,0.5,305,1,True,5
restrict_dissemination,other,9,0.5,305,2,True,1
restrict_dissemination,other,9,0.5,305,3,True,11
restrict_dissemination,other,9,0.5,305,4,True,1
restrict_dissemination,other,9,0.5,305,5,True,1
restrict_dissemination,other,9,0.5,305,6,True,1
restrict_dissemination,other,9,0.5,305,7,True,11
restrict_dissemination,other,9,0.5,305,8,True,1
restrict_dissemination,other,9,0.5,306,0,True,70
restrict_dissemination,other,9,0.5,306,1,False,1
restrict_dissemination,other,9,0.5,306,2,True,13
restrict_dissemination,other,9,0.5,306,3,True,28
restrict_dissemination,other,9,0.5,306,4,True,13
restrict_dissemination,other,9,0.5,306,5,True,3
