scenario,network_structure,arm_restricted,num_agents_restricted,prior_ps[0],prior_ps[1],p_increment[0],p_increment[1],max_ps[0],max_ps[1],avg_final_ps[0],avg_final_ps[1],num_agents,n_steps,n_success,n_runs,avg_time_to_converge
restrict_dissemination,star,random,N/A,0.5,0.5,0.01,0.01,0.6,0.8200000000000002,0.5624822222222263,0.6913466666666704,9,100,727,1000,51.871
baseline,complete,N/A,N/A,0.5,0.5,0.01,0.01,0.6,0.8400000000000002,0.5639800000000034,0.6836099999999967,9,100,500,1000,1.374
restrict_dissemination,star,random,N/A,0.5,0.5,0.01,0.01,0.6,0.8400000000000002,0.5634911111111159,0.7048566666666672,9,100,756,1000,55.923
baseline,complete,N/A,N/A,0.5,0.5,0.01,0.01,0.6,0.8600000000000002,0.5618400000000039,0.704890000000003,9,100,532,1000,1.285
restrict_dissemination,star,random,N/A,0.5,0.5,0.01,0.01,0.6,0.8600000000000002,0.5652066666666724,0.7095944444444491,9,100,731,1000,54.231
baseline,complete,N/A,N/A,0.5,0.5,0.01,0.01,0.6,0.8800000000000002,0.5621700000000033,0.7055199999999948,9,100,508,1000,1.291
restrict_dissemination,star,random,N/A,0.5,0.5,0.01,0.01,0.6,0.8800000000000002,0.5625833333333374,0.7305644444444409,9,100,741,1000,53.417
baseline,complete,N/A,N/A,0.5,0.5,0.01,0.01,0.6,0.9000000000000002,0.5632900000000038,0.7129199999999903,9,100,500,1000,1.368
restrict_dissemination,star,random,N/A,0.5,0.5,0.01,0.01,0.6,0.9000000000000002,0.5631122222222271,0.738091111111103,9,100,725,1000,56.079
baseline,complete,N/A,N/A,0.5,0.5,0.01,0.01,0.6,0.9200000000000003,0.5622600000000038,0.725019999999993,9,100,508,1000,1.071
restrict_dissemination,star,random,N/A,0.5,0.5,0.01,0.01,0.6,0.9200000000000003,0.5619966666666716,0.7519911111111058,9,100,732,1000,56.775
baseline,complete,N/A,N/A,0.5,0.5,0.01,0.01,0.6,0.9400000000000003,0.5643700000000036,0.7285100000000042,9,100,490,1000,1.177
restrict_dissemination,star,random,N/A,0.5,0.5,0.01,0.01,0.6,0.9400000000000003,0.5630266666666716,0.75902333333334,9,100,718,1000,52.861
baseline,complete,N/A,N/A,0.5,0.5,0.01,0.01,0.6,0.9600000000000003,0.5605200000000029,0.7573799999999996,9,100,534,1000,1.118
restrict_dissemination,star,random,N/A,0.5,0.5,0.01,0.01,0.6,0.9600000000000003,0.5637088888888933,0.7713744444444481,9,100,729,1000,56.523
baseline,complete,N/A,N/A,0.5,0.5,0.01,0.01,0.6,0.9800000000000003,0.5609200000000026,0.7686200000000025,9,100,534,1000,1.061
restrict_dissemination,star,random,N/A,0.5,0.5,0.01,0.01,0.6,0.9800000000000003,0.5645155555555608,0.7741666666666714,9,100,723,1000,56.482
