scenario,network_structure,arm_restricted,num_agents_restricted,prior_ps[0],prior_ps[1],p_increment[0],p_increment[1],max_ps[0],max_ps[1],avg_final_ps[0],avg_final_ps[1],num_agents,n_steps,n_success,n_runs,avg_time_to_converge
baseline,complete,N/A,N/A,0.5,0.5,0.05,0.05,0.6,0.7800000000000001,0.5837500000000085,0.6855899999999909,9,100,536,1000,0.901
restrict_dissemination,star,random,N/A,0.5,0.5,0.05,0.05,0.6,0.7800000000000001,0.5703611111111172,0.6896255555555475,9,100,851,1000,50.748
baseline,complete,N/A,N/A,0.5,0.5,0.05,0.05,0.6,0.8000000000000002,0.5821500000000083,0.7066999999999964,9,100,576,1000,1.014
restrict_dissemination,star,random,N/A,0.5,0.5,0.05,0.05,0.6,0.8000000000000002,0.5700111111111171,0.7033277777777746,9,100,845,1000,52.436
baseline,complete,N/A,N/A,0.5,0.5,0.05,0.05,0.6,0.8200000000000002,0.5816500000000083,0.7270400000000061,9,100,605,1000,1.059
restrict_dissemination,star,random,N/A,0.5,0.5,0.05,0.05,0.6,0.8200000000000002,0.570244444444451,0.711418888888894,9,100,852,1000,53.599
baseline,complete,N/A,N/A,0.5,0.5,0.05,0.05,0.6,0.8400000000000002,0.5827000000000083,0.72916,9,100,566,1000,0.884
restrict_dissemination,star,random,N/A,0.5,0.5,0.05,0.05,0.6,0.8400000000000002,0.5705111111111173,0.7328977777777799,9,100,863,1000,53.731
baseline,complete,N/A,N/A,0.5,0.5,0.05,0.05,0.6,0.8600000000000002,0.5835000000000081,0.7464500000000063,9,100,584,1000,0.923
restrict_dissemination,star,random,N/A,0.5,0.5,0.05,0.05,0.6,0.8600000000000002,0.5699388888888943,0.7417166666666728,9,100,865,1000,53.741
baseline,complete,N/A,N/A,0.5,0.5,0.05,0.05,0.6,0.8800000000000002,0.5819000000000085,0.7518699999999966,9,100,576,1000,1.074
restrict_dissemination,star,random,N/A,0.5,0.5,0.05,0.05,0.6,0.8800000000000002,0.5714111111111173,0.7472122222222202,9,100,842,1000,53.267
baseline,complete,N/A,N/A,0.5,0.5,0.05,0.05,0.6,0.9000000000000002,0.5822000000000089,0.7657499999999915,9,100,582,1000,0.783
restrict_dissemination,star,random,N/A,0.5,0.5,0.05,0.05,0.6,0.9000000000000002,0.5696666666666722,0.767833333333326,9,100,852,1000,52.832
baseline,complete,N/A,N/A,0.5,0.5,0.05,0.05,0.6,0.9200000000000003,0.582050000000008,0.7720699999999922,9,100,558,1000,1.033
restrict_dissemination,star,random,N/A,0.5,0.5,0.05,0.05,0.6,0.9200000000000003,0.5701888888888956,0.773757777777773,9,100,856,1000,52.923
baseline,complete,N/A,N/A,0.5,0.5,0.05,0.05,0.6,0.9400000000000003,0.5833000000000085,0.789630000000009,9,100,575,1000,0.961
restrict_dissemination,star,random,N/A,0.5,0.5,0.05,0.05,0.6,0.9400000000000003,0.5694722222222284,0.7935766666666755,9,100,845,1000,49.489
baseline,complete,N/A,N/A,0.5,0.5,0.05,0.05,0.6,0.9600000000000003,0.5833000000000086,0.7897800000000031,9,100,548,1000,0.664
restrict_dissemination,star,random,N/A,0.5,0.5,0.05,0.05,0.6,0.9600000000000003,0.570783333333339,0.8026966666666697,9,100,850,1000,52.07
baseline,complete,N/A,N/A,0.5,0.5,0.05,0.05,0.6,0.9800000000000003,0.581550000000008,0.8036700000000055,9,100,559,1000,0.731
restrict_dissemination,star,random,N/A,0.5,0.5,0.05,0.05,0.6,0.9800000000000003,0.5709111111111176,0.8130888888888951,9,100,864,1000,56.165
