scenario,network_structure,arm_restricted,num_agents_restricted,prior_ps[0],prior_ps[1],p_increment[0],p_increment[1],max_ps[0],max_ps[1],avg_final_ps[0],avg_final_ps[1],num_agents,n_steps,n_success,n_runs,avg_time_to_converge
baseline,complete,N/A,N/A,0.5,0.5,0.005,0.005,0.6,0.6,0.5566900000000028,0.5594150000000038,9,100,517,1000,1.924
restrict_dissemination,star,random,N/A,0.5,0.5,0.005,0.005,0.6,0.6,0.560936666666672,0.5616183333333387,9,100,510,1000,49.494
baseline,complete,N/A,N/A,0.5,0.5,0.005,0.005,0.6,0.62,0.5565450000000033,0.5688649999999998,9,100,512,1000,1.413
restrict_dissemination,star,random,N/A,0.5,0.5,0.005,0.005,0.6,0.62,0.5605900000000047,0.5738138888888907,9,100,552,1000,50.005
baseline,complete,N/A,N/A,0.5,0.5,0.005,0.005,0.6,0.64,0.5538750000000022,0.584204999999992,9,100,544,1000,1.6
restrict_dissemination,star,random,N/A,0.5,0.5,0.005,0.005,0.6,0.64,0.5599077777777824,0.5859872222222162,9,100,620,1000,50.116
baseline,complete,N/A,N/A,0.5,0.5,0.005,0.005,0.6,0.66,0.5544100000000026,0.5954000000000009,9,100,547,1000,1.705
restrict_dissemination,star,random,N/A,0.5,0.5,0.005,0.005,0.6,0.66,0.5597450000000054,0.5973227777777796,9,100,625,1000,53.13
baseline,complete,N/A,N/A,0.5,0.5,0.005,0.005,0.6,0.68,0.5564450000000035,0.6039649999999966,9,100,533,1000,1.884
restrict_dissemination,star,random,N/A,0.5,0.5,0.005,0.005,0.6,0.68,0.5586877777777826,0.6101855555555529,9,100,655,1000,53.084
baseline,complete,N/A,N/A,0.5,0.5,0.005,0.005,0.6,0.7000000000000001,0.5574050000000033,0.6094849999999977,9,100,505,1000,1.493
restrict_dissemination,star,random,N/A,0.5,0.5,0.005,0.005,0.6,0.7000000000000001,0.5648322222222278,0.6102038888888887,9,100,607,1000,55.096
baseline,complete,N/A,N/A,0.5,0.5,0.005,0.005,0.6,0.7200000000000001,0.558065000000003,0.6182500000000064,9,100,504,1000,1.379
restrict_dissemination,star,random,N/A,0.5,0.5,0.005,0.005,0.6,0.7200000000000001,0.561216666666672,0.6288500000000065,9,100,657,1000,56.033
baseline,complete,N/A,N/A,0.5,0.5,0.005,0.005,0.6,0.7400000000000001,0.5569200000000039,0.6301200000000011,9,100,510,1000,1.737
restrict_dissemination,star,random,N/A,0.5,0.5,0.005,0.005,0.6,0.7400000000000001,0.5614722222222266,0.637390000000003,9,100,649,1000,52.707
baseline,complete,N/A,N/A,0.5,0.5,0.005,0.005,0.6,0.7600000000000001,0.5580000000000028,0.6379149999999943,9,100,499,1000,1.469
restrict_dissemination,star,random,N/A,0.5,0.5,0.005,0.005,0.6,0.7600000000000001,0.5595755555555605,0.6497583333333296,9,100,643,1000,52.176
baseline,complete,N/A,N/A,0.5,0.5,0.005,0.005,0.6,0.7800000000000001,0.5554550000000034,0.6550299999999897,9,100,528,1000,1.409
restrict_dissemination,star,random,N/A,0.5,0.5,0.005,0.005,0.6,0.7800000000000001,0.5628655555555612,0.6568999999999929,9,100,639,1000,55.56
baseline,complete,N/A,N/A,0.5,0.5,0.005,0.005,0.6,0.8000000000000002,0.5568200000000033,0.6633499999999957,9,100,516,1000,1.603
restrict_dissemination,star,random,N/A,0.5,0.5,0.005,0.005,0.6,0.8000000000000002,0.5606805555555603,0.6694044444444414,9,100,649,1000,54.18
baseline,complete,N/A,N/A,0.5,0.5,0.005,0.005,0.6,0.8200000000000002,0.5573000000000033,0.6675600000000008,9,100,498,1000,1.406
restrict_dissemination,star,random,N/A,0.5,0.5,0.005,0.005,0.6,0.8200000000000002,0.5603122222222267,0.6835777777777808,9,100,660,1000,54.634
baseline,complete,N/A,N/A,0.5,0.5,0.005,0.005,0.6,0.8400000000000002,0.561075000000004,0.6680849999999972,9,100,468,1000,1.559
restrict_dissemination,star,random,N/A,0.5,0.5,0.005,0.005,0.6,0.8400000000000002,0.5591116666666712,0.6938927777777781,9,100,640,1000,52.697
baseline,complete,N/A,N/A,0.5,0.5,0.005,0.005,0.6,0.8600000000000002,0.5574000000000032,0.6887050000000028,9,100,502,1000,1.452
restrict_dissemination,star,random,N/A,0.5,0.5,0.005,0.005,0.6,0.8600000000000002,0.5596622222222276,0.7087666666666708,9,100,666,1000,55.054
baseline,complete,N/A,N/A,0.5,0.5,0.005,0.005,0.6,0.8800000000000002,0.5609300000000036,0.6881599999999956,9,100,473,1000,1.57
restrict_dissemination,star,random,N/A,0.5,0.5,0.005,0.005,0.6,0.8800000000000002,0.5597744444444498,0.7128805555555532,9,100,653,1000,51.491
baseline,complete,N/A,N/A,0.5,0.5,0.005,0.005,0.6,0.9000000000000002,0.5600950000000037,0.701159999999991,9,100,483,1000,1.527
restrict_dissemination,star,random,N/A,0.5,0.5,0.005,0.005,0.6,0.9000000000000002,0.5593166666666717,0.7238199999999932,9,100,650,1000,56.212
baseline,complete,N/A,N/A,0.5,0.5,0.005,0.005,0.6,0.9200000000000003,0.5577150000000032,0.7215399999999932,9,100,510,1000,1.424
restrict_dissemination,star,random,N/A,0.5,0.5,0.005,0.005,0.6,0.9200000000000003,0.5628055555555604,0.718136666666662,9,100,632,1000,53.393
baseline,complete,N/A,N/A,0.5,0.5,0.005,0.005,0.6,0.9400000000000003,0.5582250000000033,0.7289350000000046,9,100,500,1000,1.715
restrict_dissemination,star,random,N/A,0.5,0.5,0.005,0.005,0.6,0.9400000000000003,0.560533333333338,0.7440450000000065,9,100,643,1000,56.443
