scenario,network_structure,arm_restricted,num_agents_restricted,prior_ps[0],prior_ps[1],p_increment[0],p_increment[1],max_ps[0],max_ps[1],avg_final_ps[0],avg_final_ps[1],num_agents,n_steps,n_success,n_runs,avg_time_to_converge
baseline,complete,N/A,N/A,0.33,0.33,0.01,0.01,0.4,0.8000000000000004,0.37445999999999724,0.5886300000000008,9,100,531,1000,2.321
restrict_dissemination,star,random,N/A,0.33,0.33,0.01,0.01,0.4,0.8000000000000004,0.3763133333333312,0.6304466666666667,9,100,818,1000,54.165
baseline,complete,N/A,N/A,0.33,0.33,0.01,0.01,0.4,0.8200000000000004,0.3741199999999968,0.5981500000000022,9,100,527,1000,2.714
restrict_dissemination,star,random,N/A,0.33,0.33,0.01,0.01,0.4,0.8200000000000004,0.37714777777777564,0.6379966666666709,9,100,808,1000,55.014
baseline,complete,N/A,N/A,0.33,0.33,0.01,0.01,0.4,0.8400000000000004,0.3730399999999971,0.6108399999999985,9,100,534,1000,2.316
restrict_dissemination,star,random,N/A,0.33,0.33,0.01,0.01,0.4,0.8400000000000004,0.37674111111110886,0.6569788888888881,9,100,856,1000,56.099
baseline,complete,N/A,N/A,0.33,0.33,0.01,0.01,0.4,0.8600000000000004,0.3732099999999972,0.6290600000000072,9,100,547,1000,2.221
restrict_dissemination,star,random,N/A,0.33,0.33,0.01,0.01,0.4,0.8600000000000004,0.37842555555555324,0.6576755555555612,9,100,813,1000,55.899
baseline,complete,N/A,N/A,0.33,0.33,0.01,0.01,0.4,0.8800000000000004,0.3730799999999975,0.6388699999999992,9,100,545,1000,2.456
restrict_dissemination,star,random,N/A,0.33,0.33,0.01,0.01,0.4,0.8800000000000004,0.37640222222222014,0.6763922222222207,9,100,819,1000,57.013
baseline,complete,N/A,N/A,0.33,0.33,0.01,0.01,0.4,0.9000000000000005,0.3740599999999974,0.643689999999995,9,100,534,1000,2.654
restrict_dissemination,star,random,N/A,0.33,0.33,0.01,0.01,0.4,0.9000000000000005,0.378763333333331,0.6676411111111059,9,100,809,1000,54.794
baseline,complete,N/A,N/A,0.33,0.33,0.01,0.01,0.4,0.9200000000000005,0.37313999999999736,0.6611699999999988,9,100,548,1000,2.138
restrict_dissemination,star,random,N/A,0.33,0.33,0.01,0.01,0.4,0.9200000000000005,0.37662222222222014,0.6949333333333292,9,100,807,1000,55.754
baseline,complete,N/A,N/A,0.33,0.33,0.01,0.01,0.4,0.9400000000000005,0.37273999999999735,0.6675100000000079,9,100,541,1000,1.773
restrict_dissemination,star,random,N/A,0.33,0.33,0.01,0.01,0.4,0.9400000000000005,0.37770999999999744,0.7056700000000067,9,100,824,1000,55.959
baseline,complete,N/A,N/A,0.33,0.33,0.01,0.01,0.4,0.9600000000000005,0.37360999999999744,0.6705700000000033,9,100,527,1000,2.247
restrict_dissemination,star,random,N/A,0.33,0.33,0.01,0.01,0.4,0.9600000000000005,0.37772888888888634,0.7074855555555577,9,100,807,1000,54.092
baseline,complete,N/A,N/A,0.33,0.33,0.01,0.01,0.4,0.9800000000000005,0.3742999999999974,0.6885900000000076,9,100,538,1000,2.405
restrict_dissemination,star,random,N/A,0.33,0.33,0.01,0.01,0.4,0.9800000000000005,0.37815777777777526,0.7186733333333382,9,100,824,1000,55.254
