scenario,which_arm_restricted,num_agents,p,epsilon,sim_id,agent_id,was_correct,time_to_lock
baseline,N/A,9,0.6,0.1,760,5,True,3
baseline,N/A,9,0.6,0.1,760,6,True,1
baseline,N/A,9,0.6,0.1,760,7,True,3
baseline,N/A,9,0.6,0.1,760,8,True,1
baseline,N/A,9,0.6,0.1,761,0,True,26
baseline,N/A,9,0.6,0.1,761,1,True,26
baseline,N/A,9,0.6,0.1,761,2,True,26
baseline,N/A,9,0.6,0.1,761,3,True,26
baseline,N/A,9,0.6,0.1,761,4,True,26
baseline,N/A,9,0.6,0.1,761,5,True,26
baseline,N/A,9,0.6,0.1,761,6,True,26
baseline,N/A,9,0.6,0.1,761,7,True,26
baseline,N/A,9,0.6,0.1,761,8,True,26
baseline,N/A,9,0.6,0.1,762,0,True,9
baseline,N/A,9,0.6,0.1,762,1,True,9
baseline,N/A,9,0.6,0.1,762,2,True,9
baseline,N/A,9,0.6,0.1,762,3,True,9
baseline,N/A,9,0.6,0.1,762,4,True,9
baseline,N/A,9,0.6,0.1,762,5,True,9
baseline,N/A,9,0.6,0.1,762,6,True,9
baseline,N/A,9,0.6,0.1,762,7,True,9
baseline,N/A,9,0.6,0.1,762,8,True,9
baseline,N/A,9,0.6,0.1,763,0,True,3
baseline,N/A,9,0.6,0.1,763,1,True,3
baseline,N/A,9,0.6,0.1,763,2,True,3
baseline,N/A,9,0.6,0.1,763,3,True,3
baseline,N/A,9,0.6,0.1,763,4,True,3
baseline,N/A,9,0.6,0.1,763,5,True,3
baseline,N/A,9,0.6,0.1,763,6,True,3
baseline,N/A,9,0.6,0.1,763,7,True,3
baseline,N/A,9,0.6,0.1,763,8,True,3
baseline,N/A,9,0.6,0.1,764,0,True,43
baseline,N/A,9,0.6,0.1,764,1,True,43
baseline,N/A,9,0.6,0.1,764,2,True,43
baseline,N/A,9,0.6,0.1,764,3,True,43
baseline,N/A,9,0.6,0.1,764,4,True,43
baseline,N/A,9,0.6,0.1,764,5,True,43
baseline,N/A,9,0.6,0.1,764,6,True,43
baseline,N/A,9,0.6,0.1,764,7,True,43
baseline,N/A,9,0.6,0.1,764,8,True,43
baseline,N/A,9,0.6,0.1,765,0,True,1
baseline,N/A,9,0.6,0.1,765,1,True,1
baseline,N/A,9,0.6,0.1,765,2,True,1
baseline,N/A,9,0.6,0.1,765,3,True,1
baseline,N/A,9,0.6,0.1,765,4,True,1
baseline,N/A,9,0.6,0.1,765,5,True,1
baseline,N/A,9,0.6,0.1,765,6,True,1
baseline,N/A,9,0.6,0.1,765,7,True,1
baseline,N/A,9,0.6,0.1,765,8,True,1
baseline,N/A,9,0.6,0.1,766,0,True,8
baseline,N/A,9,0.6,0.1,766,1,True,8
baseline,N/A,9,0.6,0.1,766,2,True,8
baseline,N/A,9,0.6,0.1,766,3,True,8
baseline,N/A,9,0.6,0.1,766,4,True,8
baseline,N/A,9,0.6,0.1,766,5,True,8
baseline,N/A,9,0.6,0.1,766,6,True,8
baseline,N/A,9,0.6,0.1,766,7,True,8
baseline,N/A,9,0.6,0.1,766,8,True,8
baseline,N/A,9,0.6,0.1,767,0,True,4
baseline,N/A,9,0.6,0.1,767,1,True,4
baseline,N/A,9,0.6,0.1,767,2,True,4
baseline,N/A,9,0.6,0.1,767,3,True,4
baseline,N/A,9,0.6,0.1,767,4,True,4
baseline,N/A,9,0.6,0.1,767,5,True,4
baseline,N/A,9,0.6,0.1,767,6,True,4
baseline,N/A,9,0.6,0.1,767,7,True,4
baseline,N/A,9,0.6,0.1,767,8,True,4
baseline,N/A,9,0.6,0.1,768,0,True,16
baseline,N/A,9,0.6,0.1,768,1,True,16
baseline,N/A,9,0.6,0.1,768,2,True,16
baseline,N/A,9,0.6,0.1,768,3,True,16
baseline,N/A,9,0.6,0.1,768,4,True,16
baseline,N/A,9,0.6,0.1,768,5,True,16
baseline,N/A,9,0.6,0.1,768,6,True,16
baseline,N/A,9,0.6,0.1,768,7,True,16
baseline,N/A,9,0.6,0.1,768,8,True,16
baseline,N/A,9,0.6,0.1,769,0,True,7
baseline,N/A,9,0.6,0.1,769,1,True,7
baseline,N/A,9,0.6,0.1,769,2,True,7
baseline,N/A,9,0.6,0.1,769,3,True,7
baseline,N/A,9,0.6,0.1,769,4,True,7
baseline,N/A,9,0.6,0.1,769,5,True,7
baseline,N/A,9,0.6,0.1,769,6,True,7
baseline,N/A,9,0.6,0.1,769,7,True,7
baseline,N/A,9,0.6,0.1,769,8,True,7
baseline,N/A,9,0.6,0.1,770,0,True,36
baseline,N/A,9,0.6,0.1,770,1,True,36
baseline,N/A,9,0.6,0.1,770,2,True,36
baseline,N/A,9,0.6,0.1,770,3,True,36
baseline,N/A,9,0.6,0.1,770,4,True,36
baseline,N/A,9,0.6,0.1,770,5,True,36
baseline,N/A,9,0.6,0.1,770,6,True,36
baseline,N/A,9,0.6,0.1,770,7,True,36
baseline,N/A,9,0.6,0.1,770,8,True,36
baseline,N/A,9,0.6,0.1,771,0,True,13
baseline,N/A,9,0.6,0.1,771,1,True,13
baseline,N/A,9,0.6,0.1,771,2,True,13
baseline,N/A,9,0.6,0.1,771,3,True,13
baseline,N/A,9,0.6,0.1,771,4,True,13
baseline,N/A,9,0.6,0.1,771,5,True,13
baseline,N/A,9,0.6,0.1,771,6,True,13
baseline,N/A,9,0.6,0.1,771,7,True,13
baseline,N/A,9,0.6,0.1,771,8,True,13
baseline,N/A,9,0.6,0.1,772,0,True,65
baseline,N/A,9,0.6,0.1,772,1,True,65
baseline,N/A,9,0.6,0.1,772,2,True,65
baseline,N/A,9,0.6,0.1,772,3,True,65
baseline,N/A,9,0.6,0.1,772,4,True,65
baseline,N/A,9,0.6,0.1,772,5,True,65
baseline,N/A,9,0.6,0.1,772,6,True,65
baseline,N/A,9,0.6,0.1,772,7,True,65
baseline,N/A,9,0.6,0.1,772,8,True,65
baseline,N/A,9,0.6,0.1,773,0,True,79
baseline,N/A,9,0.6,0.1,773,1,True,79
baseline,N/A,9,0.6,0.1,773,2,True,79
baseline,N/A,9,0.6,0.1,773,3,True,79
baseline,N/A,9,0.6,0.1,773,4,True,79
baseline,N/A,9,0.6,0.1,773,5,True,79
baseline,N/A,9,0.6,0.1,773,6,True,79
baseline,N/A,9,0.6,0.1,773,7,True,79
baseline,N/A,9,0.6,0.1,773,8,True,79
baseline,N/A,9,0.6,0.1,774,0,True,1
baseline,N/A,9,0.6,0.1,774,1,True,1
baseline,N/A,9,0.6,0.1,774,2,True,1
baseline,N/A,9,0.6,0.1,774,3,True,1
baseline,N/A,9,0.6,0.1,774,4,True,1
baseline,N/A,9,0.6,0.1,774,5,True,1
baseline,N/A,9,0.6,0.1,774,6,True,1
baseline,N/A,9,0.6,0.1,774,7,True,1
baseline,N/A,9,0.6,0.1,774,8,True,1
baseline,N/A,9,0.6,0.1,775,0,True,1
baseline,N/A,9,0.6,0.1,775,1,True,1
baseline,N/A,9,0.6,0.1,775,2,True,1
baseline,N/A,9,0.6,0.1,775,3,True,1
baseline,N/A,9,0.6,0.1,775,4,True,1
baseline,N/A,9,0.6,0.1,775,5,True,1
baseline,N/A,9,0.6,0.1,775,6,True,1
baseline,N/A,9,0.6,0.1,775,7,True,1
baseline,N/A,9,0.6,0.1,775,8,True,1
baseline,N/A,9,0.6,0.1,776,0,True,1
baseline,N/A,9,0.6,0.1,776,1,True,1
baseline,N/A,9,0.6,0.1,776,2,True,3
baseline,N/A,9,0.6,0.1,776,3,True,3
baseline,N/A,9,0.6,0.1,776,4,True,1
baseline,N/A,9,0.6,0.1,776,5,True,1
baseline,N/A,9,0.6,0.1,776,6,True,3
baseline,N/A,9,0.6,0.1,776,7,True,1
baseline,N/A,9,0.6,0.1,776,8,True,3
baseline,N/A,9,0.6,0.1,777,0,True,19
baseline,N/A,9,0.6,0.1,777,1,True,19
baseline,N/A,9,0.6,0.1,777,2,True,19
baseline,N/A,9,0.6,0.1,777,3,True,19
baseline,N/A,9,0.6,0.1,777,4,True,19
baseline,N/A,9,0.6,0.1,777,5,True,19
baseline,N/A,9,0.6,0.1,777,6,True,19
baseline,N/A,9,0.6,0.1,777,7,True,19
baseline,N/A,9,0.6,0.1,777,8,True,19
baseline,N/A,9,0.6,0.1,778,0,True,7
baseline,N/A,9,0.6,0.1,778,1,True,7
baseline,N/A,9,0.6,0.1,778,2,True,7
baseline,N/A,9,0.6,0.1,778,3,True,7
baseline,N/A,9,0.6,0.1,778,4,True,7
baseline,N/A,9,0.6,0.1,778,5,True,7
baseline,N/A,9,0.6,0.1,778,6,True,7
baseline,N/A,9,0.6,0.1,778,7,True,7
baseline,N/A,9,0.6,0.1,778,8,True,7
baseline,N/A,9,0.6,0.1,779,0,True,57
baseline,N/A,9,0.6,0.1,779,1,True,57
baseline,N/A,9,0.6,0.1,779,2,True,57
baseline,N/A,9,0.6,0.1,779,3,True,57
baseline,N/A,9,0.6,0.1,779,4,True,57
baseline,N/A,9,0.6,0.1,779,5,True,57
baseline,N/A,9,0.6,0.1,779,6,True,57
baseline,N/A,9,0.6,0.1,779,7,True,57
baseline,N/A,9,0.6,0.1,779,8,True,57
baseline,N/A,9,0.6,0.1,780,0,True,1
baseline,N/A,9,0.6,0.1,780,1,True,1
baseline,N/A,9,0.6,0.1,780,2,True,1
baseline,N/A,9,0.6,0.1,780,3,True,1
baseline,N/A,9,0.6,0.1,780,4,True,1
baseline,N/A,9,0.6,0.1,780,5,True,1
baseline,N/A,9,0.6,0.1,780,6,True,1
baseline,N/A,9,0.6,0.1,780,7,True,1
baseline,N/A,9,0.6,0.1,780,8,True,1
baseline,N/A,9,0.6,0.1,781,0,True,11
baseline,N/A,9,0.6,0.1,781,1,True,11
baseline,N/A,9,0.6,0.1,781,2,True,11
baseline,N/A,9,0.6,0.1,781,3,True,11
baseline,N/A,9,0.6,0.1,781,4,True,11
baseline,N/A,9,0.6,0.1,781,5,True,11
baseline,N/A,9,0.6,0.1,781,6,True,11
baseline,N/A,9,0.6,0.1,781,7,True,11
baseline,N/A,9,0.6,0.1,781,8,True,11
baseline,N/A,9,0.6,0.1,782,0,True,1
baseline,N/A,9,0.6,0.1,782,1,True,1
baseline,N/A,9,0.6,0.1,782,2,True,1
baseline,N/A,9,0.6,0.1,782,3,True,1
baseline,N/A,9,0.6,0.1,782,4,True,1
baseline,N/A,9,0.6,0.1,782,5,True,1
baseline,N/A,9,0.6,0.1,782,6,True,1
baseline,N/A,9,0.6,0.1,782,7,True,1
baseline,N/A,9,0.6,0.1,782,8,True,1
baseline,N/A,9,0.6,0.1,783,0,True,20
baseline,N/A,9,0.6,0.1,783,1,True,20
baseline,N/A,9,0.6,0.1,783,2,True,20
baseline,N/A,9,0.6,0.1,783,3,True,20
baseline,N/A,9,0.6,0.1,783,4,True,20
baseline,N/A,9,0.6,0.1,783,5,True,20
baseline,N/A,9,0.6,0.1,783,6,True,20
baseline,N/A,9,0.6,0.1,783,7,True,20
baseline,N/A,9,0.6,0.1,783,8,True,20
baseline,N/A,9,0.6,0.1,784,0,True,1
baseline,N/A,9,0.6,0.1,784,1,True,1
baseline,N/A,9,0.6,0.1,784,2,True,1
baseline,N/A,9,0.6,0.1,784,3,True,1
baseline,N/A,9,0.6,0.1,784,4,True,1
baseline,N/A,9,0.6,0.1,784,5,True,1
baseline,N/A,9,0.6,0.1,784,6,True,1
baseline,N/A,9,0.6,0.1,784,7,True,1
baseline,N/A,9,0.6,0.1,784,8,True,1
baseline,N/A,9,0.6,0.1,785,0,True,4
baseline,N/A,9,0.6,0.1,785,1,True,4
baseline,N/A,9,0.6,0.1,785,2,True,4
baseline,N/A,9,0.6,0.1,785,3,True,4
baseline,N/A,9,0.6,0.1,785,4,True,4
baseline,N/A,9,0.6,0.1,785,5,True,4
baseline,N/A,9,0.6,0.1,785,6,True,4
baseline,N/A,9,0.6,0.1,785,7,True,4
baseline,N/A,9,0.6,0.1,785,8,True,4
baseline,N/A,9,0.6,0.1,786,0,False,41
baseline,N/A,9,0.6,0.1,786,1,False,41
baseline,N/A,9,0.6,0.1,786,2,False,41
baseline,N/A,9,0.6,0.1,786,3,False,41
baseline,N/A,9,0.6,0.1,786,4,False,41
baseline,N/A,9,0.6,0.1,786,5,False,41
baseline,N/A,9,0.6,0.1,786,6,False,41
baseline,N/A,9,0.6,0.1,786,7,False,41
baseline,N/A,9,0.6,0.1,786,8,False,41
baseline,N/A,9,0.6,0.1,787,0,True,26
baseline,N/A,9,0.6,0.1,787,1,True,26
baseline,N/A,9,0.6,0.1,787,2,True,26
baseline,N/A,9,0.6,0.1,787,3,True,26
baseline,N/A,9,0.6,0.1,787,4,True,26
baseline,N/A,9,0.6,0.1,787,5,True,26
baseline,N/A,9,0.6,0.1,787,6,True,26
baseline,N/A,9,0.6,0.1,787,7,True,26
baseline,N/A,9,0.6,0.1,787,8,True,26
baseline,N/A,9,0.6,0.1,788,0,True,47
baseline,N/A,9,0.6,0.1,788,1,True,47
baseline,N/A,9,0.6,0.1,788,2,True,47
baseline,N/A,9,0.6,0.1,788,3,True,47
baseline,N/A,9,0.6,0.1,788,4,True,47
baseline,N/A,9,0.6,0.1,788,5,True,47
baseline,N/A,9,0.6,0.1,788,6,True,47
baseline,N/A,9,0.6,0.1,788,7,True,47
baseline,N/A,9,0.6,0.1,788,8,True,47
baseline,N/A,9,0.6,0.1,789,0,False,74
baseline,N/A,9,0.6,0.1,789,1,False,74
baseline,N/A,9,0.6,0.1,789,2,False,74
baseline,N/A,9,0.6,0.1,789,3,False,74
baseline,N/A,9,0.6,0.1,789,4,False,74
baseline,N/A,9,0.6,0.1,789,5,False,74
baseline,N/A,9,0.6,0.1,789,6,False,74
baseline,N/A,9,0.6,0.1,789,7,False,74
baseline,N/A,9,0.6,0.1,789,8,False,74
baseline,N/A,9,0.6,0.1,790,0,True,36
baseline,N/A,9,0.6,0.1,790,1,True,36
baseline,N/A,9,0.6,0.1,790,2,True,36
baseline,N/A,9,0.6,0.1,790,3,True,36
baseline,N/A,9,0.6,0.1,790,4,True,36
baseline,N/A,9,0.6,0.1,790,5,True,36
baseline,N/A,9,0.6,0.1,790,6,True,36
baseline,N/A,9,0.6,0.1,790,7,True,36
baseline,N/A,9,0.6,0.1,790,8,True,36
baseline,N/A,9,0.6,0.1,791,0,True,1
baseline,N/A,9,0.6,0.1,791,1,True,1
baseline,N/A,9,0.6,0.1,791,2,True,1
baseline,N/A,9,0.6,0.1,791,3,True,1
baseline,N/A,9,0.6,0.1,791,4,True,1
baseline,N/A,9,0.6,0.1,791,5,True,1
baseline,N/A,9,0.6,0.1,791,6,True,1
baseline,N/A,9,0.6,0.1,791,7,True,1
baseline,N/A,9,0.6,0.1,791,8,True,1
baseline,N/A,9,0.6,0.1,792,0,True,52
baseline,N/A,9,0.6,0.1,792,1,True,52
baseline,N/A,9,0.6,0.1,792,2,True,52
baseline,N/A,9,0.6,0.1,792,3,True,52
baseline,N/A,9,0.6,0.1,792,4,True,52
baseline,N/A,9,0.6,0.1,792,5,True,52
baseline,N/A,9,0.6,0.1,792,6,True,52
baseline,N/A,9,0.6,0.1,792,7,True,52
baseline,N/A,9,0.6,0.1,792,8,True,52
baseline,N/A,9,0.6,0.1,793,0,True,4
baseline,N/A,9,0.6,0.1,793,1,True,4
baseline,N/A,9,0.6,0.1,793,2,True,4
baseline,N/A,9,0.6,0.1,793,3,True,4
baseline,N/A,9,0.6,0.1,793,4,True,4
baseline,N/A,9,0.6,0.1,793,5,True,4
baseline,N/A,9,0.6,0.1,793,6,True,4
baseline,N/A,9,0.6,0.1,793,7,True,4
baseline,N/A,9,0.6,0.1,793,8,True,4
baseline,N/A,9,0.6,0.1,794,0,True,36
baseline,N/A,9,0.6,0.1,794,1,True,36
baseline,N/A,9,0.6,0.1,794,2,True,36
baseline,N/A,9,0.6,0.1,794,3,True,36
baseline,N/A,9,0.6,0.1,794,4,True,36
baseline,N/A,9,0.6,0.1,794,5,True,36
baseline,N/A,9,0.6,0.1,794,6,True,36
baseline,N/A,9,0.6,0.1,794,7,True,36
baseline,N/A,9,0.6,0.1,794,8,True,36
baseline,N/A,9,0.6,0.1,795,0,True,22
baseline,N/A,9,0.6,0.1,795,1,True,22
baseline,N/A,9,0.6,0.1,795,2,True,22
baseline,N/A,9,0.6,0.1,795,3,True,22
baseline,N/A,9,0.6,0.1,795,4,True,22
baseline,N/A,9,0.6,0.1,795,5,True,22
baseline,N/A,9,0.6,0.1,795,6,True,22
baseline,N/A,9,0.6,0.1,795,7,True,22
baseline,N/A,9,0.6,0.1,795,8,True,22
baseline,N/A,9,0.6,0.1,796,0,True,4
baseline,N/A,9,0.6,0.1,796,1,True,4
baseline,N/A,9,0.6,0.1,796,2,True,4
baseline,N/A,9,0.6,0.1,796,3,True,4
baseline,N/A,9,0.6,0.1,796,4,True,4
baseline,N/A,9,0.6,0.1,796,5,True,4
baseline,N/A,9,0.6,0.1,796,6,True,4
baseline,N/A,9,0.6,0.1,796,7,True,4
baseline,N/A,9,0.6,0.1,796,8,True,4
baseline,N/A,9,0.6,0.1,797,0,True,7
baseline,N/A,9,0.6,0.1,797,1,True,7
baseline,N/A,9,0.6,0.1,797,2,True,7
baseline,N/A,9,0.6,0.1,797,3,True,7
baseline,N/A,9,0.6,0.1,797,4,True,7
baseline,N/A,9,0.6,0.1,797,5,True,7
baseline,N/A,9,0.6,0.1,797,6,True,7
baseline,N/A,9,0.6,0.1,797,7,True,7
baseline,N/A,9,0.6,0.1,797,8,True,7
baseline,N/A,9,0.6,0.1,798,0,True,13
baseline,N/A,9,0.6,0.1,798,1,True,13
baseline,N/A,9,0.6,0.1,798,2,True,13
baseline,N/A,9,0.6,0.1,798,3,True,13
baseline,N/A,9,0.6,0.1,798,4,True,13
baseline,N/A,9,0.6,0.1,798,5,True,13
baseline,N/A,9,0.6,0.1,798,6,True,13
baseline,N/A,9,0.6,0.1,798,7,True,13
baseline,N/A,9,0.6,0.1,798,8,True,13
baseline,N/A,9,0.6,0.1,799,0,True,9
baseline,N/A,9,0.6,0.1,799,1,True,9
baseline,N/A,9,0.6,0.1,799,2,True,9
baseline,N/A,9,0.6,0.1,799,3,True,9
baseline,N/A,9,0.6,0.1,799,4,True,9
baseline,N/A,9,0.6,0.1,799,5,True,9
baseline,N/A,9,0.6,0.1,799,6,True,9
baseline,N/A,9,0.6,0.1,799,7,True,9
baseline,N/A,9,0.6,0.1,799,8,True,9
baseline,N/A,9,0.6,0.1,800,0,True,21
baseline,N/A,9,0.6,0.1,800,1,True,21
baseline,N/A,9,0.6,0.1,800,2,True,21
baseline,N/A,9,0.6,0.1,800,3,True,21
baseline,N/A,9,0.6,0.1,800,4,True,21
baseline,N/A,9,0.6,0.1,800,5,True,21
baseline,N/A,9,0.6,0.1,800,6,True,21
baseline,N/A,9,0.6,0.1,800,7,True,21
baseline,N/A,9,0.6,0.1,800,8,True,21
baseline,N/A,9,0.6,0.1,801,0,True,5
baseline,N/A,9,0.6,0.1,801,1,True,5
baseline,N/A,9,0.6,0.1,801,2,True,5
baseline,N/A,9,0.6,0.1,801,3,True,5
baseline,N/A,9,0.6,0.1,801,4,True,5
baseline,N/A,9,0.6,0.1,801,5,True,5
baseline,N/A,9,0.6,0.1,801,6,True,5
baseline,N/A,9,0.6,0.1,801,7,True,5
baseline,N/A,9,0.6,0.1,801,8,True,5
baseline,N/A,9,0.6,0.1,802,0,True,8
baseline,N/A,9,0.6,0.1,802,1,True,8
baseline,N/A,9,0.6,0.1,802,2,True,8
baseline,N/A,9,0.6,0.1,802,3,True,8
baseline,N/A,9,0.6,0.1,802,4,True,8
baseline,N/A,9,0.6,0.1,802,5,True,8
baseline,N/A,9,0.6,0.1,802,6,True,8
baseline,N/A,9,0.6,0.1,802,7,True,8
baseline,N/A,9,0.6,0.1,802,8,True,8
baseline,N/A,9,0.6,0.1,803,0,True,5
baseline,N/A,9,0.6,0.1,803,1,True,5
baseline,N/A,9,0.6,0.1,803,2,True,5
baseline,N/A,9,0.6,0.1,803,3,True,5
baseline,N/A,9,0.6,0.1,803,4,True,5
baseline,N/A,9,0.6,0.1,803,5,True,5
baseline,N/A,9,0.6,0.1,803,6,True,5
baseline,N/A,9,0.6,0.1,803,7,True,5
baseline,N/A,9,0.6,0.1,803,8,True,5
baseline,N/A,9,0.6,0.1,804,0,True,9
baseline,N/A,9,0.6,0.1,804,1,True,9
baseline,N/A,9,0.6,0.1,804,2,True,9
baseline,N/A,9,0.6,0.1,804,3,True,9
baseline,N/A,9,0.6,0.1,804,4,True,9
baseline,N/A,9,0.6,0.1,804,5,True,9
baseline,N/A,9,0.6,0.1,804,6,True,9
baseline,N/A,9,0.6,0.1,804,7,True,9
baseline,N/A,9,0.6,0.1,804,8,True,9
baseline,N/A,9,0.6,0.1,805,0,True,44
baseline,N/A,9,0.6,0.1,805,1,True,44
baseline,N/A,9,0.6,0.1,805,2,True,44
baseline,N/A,9,0.6,0.1,805,3,True,44
baseline,N/A,9,0.6,0.1,805,4,True,44
baseline,N/A,9,0.6,0.1,805,5,True,44
baseline,N/A,9,0.6,0.1,805,6,True,44
baseline,N/A,9,0.6,0.1,805,7,True,44
baseline,N/A,9,0.6,0.1,805,8,True,44
baseline,N/A,9,0.6,0.1,806,0,True,1
baseline,N/A,9,0.6,0.1,806,1,True,1
baseline,N/A,9,0.6,0.1,806,2,True,1
baseline,N/A,9,0.6,0.1,806,3,True,1
baseline,N/A,9,0.6,0.1,806,4,True,1
baseline,N/A,9,0.6,0.1,806,5,True,1
baseline,N/A,9,0.6,0.1,806,6,True,1
baseline,N/A,9,0.6,0.1,806,7,True,1
baseline,N/A,9,0.6,0.1,806,8,True,1
baseline,N/A,9,0.6,0.1,807,0,True,76
baseline,N/A,9,0.6,0.1,807,1,True,76
baseline,N/A,9,0.6,0.1,807,2,True,76
baseline,N/A,9,0.6,0.1,807,3,True,76
baseline,N/A,9,0.6,0.1,807,4,True,76
baseline,N/A,9,0.6,0.1,807,5,True,76
baseline,N/A,9,0.6,0.1,807,6,True,76
baseline,N/A,9,0.6,0.1,807,7,True,76
baseline,N/A,9,0.6,0.1,807,8,True,76
baseline,N/A,9,0.6,0.1,808,0,True,5
baseline,N/A,9,0.6,0.1,808,1,True,5
baseline,N/A,9,0.6,0.1,808,2,True,5
baseline,N/A,9,0.6,0.1,808,3,True,5
baseline,N/A,9,0.6,0.1,808,4,True,5
baseline,N/A,9,0.6,0.1,808,5,True,5
baseline,N/A,9,0.6,0.1,808,6,True,5
baseline,N/A,9,0.6,0.1,808,7,True,5
baseline,N/A,9,0.6,0.1,808,8,True,5
baseline,N/A,9,0.6,0.1,809,0,True,1
baseline,N/A,9,0.6,0.1,809,1,True,1
baseline,N/A,9,0.6,0.1,809,2,True,1
baseline,N/A,9,0.6,0.1,809,3,True,1
baseline,N/A,9,0.6,0.1,809,4,True,1
baseline,N/A,9,0.6,0.1,809,5,True,1
baseline,N/A,9,0.6,0.1,809,6,True,1
baseline,N/A,9,0.6,0.1,809,7,True,1
baseline,N/A,9,0.6,0.1,809,8,True,1
baseline,N/A,9,0.6,0.1,810,0,True,57
baseline,N/A,9,0.6,0.1,810,1,True,57
baseline,N/A,9,0.6,0.1,810,2,True,57
baseline,N/A,9,0.6,0.1,810,3,True,57
baseline,N/A,9,0.6,0.1,810,4,True,57
baseline,N/A,9,0.6,0.1,810,5,True,57
baseline,N/A,9,0.6,0.1,810,6,True,57
baseline,N/A,9,0.6,0.1,810,7,True,57
baseline,N/A,9,0.6,0.1,810,8,True,57
baseline,N/A,9,0.6,0.1,811,0,True,1
baseline,N/A,9,0.6,0.1,811,1,True,1
baseline,N/A,9,0.6,0.1,811,2,True,1
baseline,N/A,9,0.6,0.1,811,3,True,1
baseline,N/A,9,0.6,0.1,811,4,True,1
baseline,N/A,9,0.6,0.1,811,5,True,1
baseline,N/A,9,0.6,0.1,811,6,True,1
baseline,N/A,9,0.6,0.1,811,7,True,1
baseline,N/A,9,0.6,0.1,811,8,True,1
baseline,N/A,9,0.6,0.1,812,0,True,1
baseline,N/A,9,0.6,0.1,812,1,True,1
baseline,N/A,9,0.6,0.1,812,2,True,1
baseline,N/A,9,0.6,0.1,812,3,True,1
baseline,N/A,9,0.6,0.1,812,4,True,1
baseline,N/A,9,0.6,0.1,812,5,True,1
baseline,N/A,9,0.6,0.1,812,6,True,1
baseline,N/A,9,0.6,0.1,812,7,True,1
baseline,N/A,9,0.6,0.1,812,8,True,1
baseline,N/A,9,0.6,0.1,813,0,True,41
baseline,N/A,9,0.6,0.1,813,1,True,41
baseline,N/A,9,0.6,0.1,813,2,True,41
baseline,N/A,9,0.6,0.1,813,3,True,41
baseline,N/A,9,0.6,0.1,813,4,True,41
baseline,N/A,9,0.6,0.1,813,5,True,41
baseline,N/A,9,0.6,0.1,813,6,True,41
baseline,N/A,9,0.6,0.1,813,7,True,41
baseline,N/A,9,0.6,0.1,813,8,True,41
baseline,N/A,9,0.6,0.1,814,0,True,61
baseline,N/A,9,0.6,0.1,814,1,True,61
baseline,N/A,9,0.6,0.1,814,2,True,61
baseline,N/A,9,0.6,0.1,814,3,True,61
baseline,N/A,9,0.6,0.1,814,4,True,61
baseline,N/A,9,0.6,0.1,814,5,True,61
baseline,N/A,9,0.6,0.1,814,6,True,61
baseline,N/A,9,0.6,0.1,814,7,True,61
baseline,N/A,9,0.6,0.1,814,8,True,61
baseline,N/A,9,0.6,0.1,815,0,True,7
baseline,N/A,9,0.6,0.1,815,1,True,7
baseline,N/A,9,0.6,0.1,815,2,True,7
baseline,N/A,9,0.6,0.1,815,3,True,7
baseline,N/A,9,0.6,0.1,815,4,True,7
baseline,N/A,9,0.6,0.1,815,5,True,7
baseline,N/A,9,0.6,0.1,815,6,True,7
baseline,N/A,9,0.6,0.1,815,7,True,7
baseline,N/A,9,0.6,0.1,815,8,True,7
baseline,N/A,9,0.6,0.1,816,0,True,1
baseline,N/A,9,0.6,0.1,816,1,True,1
baseline,N/A,9,0.6,0.1,816,2,True,1
baseline,N/A,9,0.6,0.1,816,3,True,1
baseline,N/A,9,0.6,0.1,816,4,True,1
baseline,N/A,9,0.6,0.1,816,5,True,1
baseline,N/A,9,0.6,0.1,816,6,True,1
baseline,N/A,9,0.6,0.1,816,7,True,1
baseline,N/A,9,0.6,0.1,816,8,True,1
baseline,N/A,9,0.6,0.1,817,0,True,25
baseline,N/A,9,0.6,0.1,817,1,True,25
baseline,N/A,9,0.6,0.1,817,2,True,25
baseline,N/A,9,0.6,0.1,817,3,True,25
baseline,N/A,9,0.6,0.1,817,4,True,25
baseline,N/A,9,0.6,0.1,817,5,True,25
baseline,N/A,9,0.6,0.1,817,6,True,25
baseline,N/A,9,0.6,0.1,817,7,True,25
baseline,N/A,9,0.6,0.1,817,8,True,25
baseline,N/A,9,0.6,0.1,818,0,True,1
baseline,N/A,9,0.6,0.1,818,1,True,1
baseline,N/A,9,0.6,0.1,818,2,True,1
baseline,N/A,9,0.6,0.1,818,3,True,1
baseline,N/A,9,0.6,0.1,818,4,True,1
baseline,N/A,9,0.6,0.1,818,5,True,1
baseline,N/A,9,0.6,0.1,818,6,True,1
baseline,N/A,9,0.6,0.1,818,7,True,1
baseline,N/A,9,0.6,0.1,818,8,True,1
baseline,N/A,9,0.6,0.1,819,0,True,1
baseline,N/A,9,0.6,0.1,819,1,True,1
baseline,N/A,9,0.6,0.1,819,2,True,1
baseline,N/A,9,0.6,0.1,819,3,True,1
baseline,N/A,9,0.6,0.1,819,4,True,1
baseline,N/A,9,0.6,0.1,819,5,True,1
baseline,N/A,9,0.6,0.1,819,6,True,1
baseline,N/A,9,0.6,0.1,819,7,True,1
baseline,N/A,9,0.6,0.1,819,8,True,1
baseline,N/A,9,0.6,0.1,820,0,True,3
