scenario,which_arm_restricted,num_agents,p,epsilon,sim_id,agent_id,was_correct,time_to_lock
baseline,N/A,9,0.6,0.1,12,5,True,65
baseline,N/A,9,0.6,0.1,12,6,True,65
baseline,N/A,9,0.6,0.1,12,7,True,65
baseline,N/A,9,0.6,0.1,12,8,True,65
baseline,N/A,9,0.6,0.1,13,0,True,1
baseline,N/A,9,0.6,0.1,13,1,True,1
baseline,N/A,9,0.6,0.1,13,2,True,1
baseline,N/A,9,0.6,0.1,13,3,True,1
baseline,N/A,9,0.6,0.1,13,4,True,1
baseline,N/A,9,0.6,0.1,13,5,True,1
baseline,N/A,9,0.6,0.1,13,6,True,1
baseline,N/A,9,0.6,0.1,13,7,True,1
baseline,N/A,9,0.6,0.1,13,8,True,1
baseline,N/A,9,0.6,0.1,14,0,False,77
baseline,N/A,9,0.6,0.1,14,1,False,77
baseline,N/A,9,0.6,0.1,14,2,False,77
baseline,N/A,9,0.6,0.1,14,3,False,77
baseline,N/A,9,0.6,0.1,14,4,False,77
baseline,N/A,9,0.6,0.1,14,5,False,77
baseline,N/A,9,0.6,0.1,14,6,False,77
baseline,N/A,9,0.6,0.1,14,7,False,77
baseline,N/A,9,0.6,0.1,14,8,False,77
baseline,N/A,9,0.6,0.1,15,0,True,3
baseline,N/A,9,0.6,0.1,15,1,True,3
baseline,N/A,9,0.6,0.1,15,2,True,3
baseline,N/A,9,0.6,0.1,15,3,True,1
baseline,N/A,9,0.6,0.1,15,4,True,1
baseline,N/A,9,0.6,0.1,15,5,True,3
baseline,N/A,9,0.6,0.1,15,6,True,1
baseline,N/A,9,0.6,0.1,15,7,True,3
baseline,N/A,9,0.6,0.1,15,8,True,3
baseline,N/A,9,0.6,0.1,16,0,True,24
baseline,N/A,9,0.6,0.1,16,1,True,24
baseline,N/A,9,0.6,0.1,16,2,True,24
baseline,N/A,9,0.6,0.1,16,3,True,24
baseline,N/A,9,0.6,0.1,16,4,True,24
baseline,N/A,9,0.6,0.1,16,5,True,24
baseline,N/A,9,0.6,0.1,16,6,True,24
baseline,N/A,9,0.6,0.1,16,7,True,24
baseline,N/A,9,0.6,0.1,16,8,True,24
baseline,N/A,9,0.6,0.1,17,0,True,67
baseline,N/A,9,0.6,0.1,17,1,True,67
baseline,N/A,9,0.6,0.1,17,2,True,67
baseline,N/A,9,0.6,0.1,17,3,True,67
baseline,N/A,9,0.6,0.1,17,4,True,67
baseline,N/A,9,0.6,0.1,17,5,True,67
baseline,N/A,9,0.6,0.1,17,6,True,67
baseline,N/A,9,0.6,0.1,17,7,True,67
baseline,N/A,9,0.6,0.1,17,8,True,67
baseline,N/A,9,0.6,0.1,18,0,True,7
baseline,N/A,9,0.6,0.1,18,1,True,7
baseline,N/A,9,0.6,0.1,18,2,True,7
baseline,N/A,9,0.6,0.1,18,3,True,7
baseline,N/A,9,0.6,0.1,18,4,True,7
baseline,N/A,9,0.6,0.1,18,5,True,7
baseline,N/A,9,0.6,0.1,18,6,True,7
baseline,N/A,9,0.6,0.1,18,7,True,7
baseline,N/A,9,0.6,0.1,18,8,True,7
baseline,N/A,9,0.6,0.1,19,0,True,10
baseline,N/A,9,0.6,0.1,19,1,True,10
baseline,N/A,9,0.6,0.1,19,2,True,8
baseline,N/A,9,0.6,0.1,19,3,True,9
baseline,N/A,9,0.6,0.1,19,4,True,10
baseline,N/A,9,0.6,0.1,19,5,True,9
baseline,N/A,9,0.6,0.1,19,6,True,8
baseline,N/A,9,0.6,0.1,19,7,True,10
baseline,N/A,9,0.6,0.1,19,8,True,10
baseline,N/A,9,0.6,0.1,20,0,True,4
baseline,N/A,9,0.6,0.1,20,1,True,4
baseline,N/A,9,0.6,0.1,20,2,True,4
baseline,N/A,9,0.6,0.1,20,3,True,4
baseline,N/A,9,0.6,0.1,20,4,True,4
baseline,N/A,9,0.6,0.1,20,5,True,4
baseline,N/A,9,0.6,0.1,20,6,True,4
baseline,N/A,9,0.6,0.1,20,7,True,4
baseline,N/A,9,0.6,0.1,20,8,True,4
baseline,N/A,9,0.6,0.1,21,0,True,20
baseline,N/A,9,0.6,0.1,21,1,True,20
baseline,N/A,9,0.6,0.1,21,2,True,20
baseline,N/A,9,0.6,0.1,21,3,True,20
baseline,N/A,9,0.6,0.1,21,4,True,20
baseline,N/A,9,0.6,0.1,21,5,True,20
baseline,N/A,9,0.6,0.1,21,6,True,20
baseline,N/A,9,0.6,0.1,21,7,True,20
baseline,N/A,9,0.6,0.1,21,8,True,20
baseline,N/A,9,0.6,0.1,22,0,True,7
baseline,N/A,9,0.6,0.1,22,1,True,7
baseline,N/A,9,0.6,0.1,22,2,True,7
baseline,N/A,9,0.6,0.1,22,3,True,7
baseline,N/A,9,0.6,0.1,22,4,True,7
baseline,N/A,9,0.6,0.1,22,5,True,7
baseline,N/A,9,0.6,0.1,22,6,True,7
baseline,N/A,9,0.6,0.1,22,7,True,7
baseline,N/A,9,0.6,0.1,22,8,True,7
baseline,N/A,9,0.6,0.1,23,0,True,13
baseline,N/A,9,0.6,0.1,23,1,True,13
baseline,N/A,9,0.6,0.1,23,2,True,13
baseline,N/A,9,0.6,0.1,23,3,True,13
baseline,N/A,9,0.6,0.1,23,4,True,13
baseline,N/A,9,0.6,0.1,23,5,True,13
baseline,N/A,9,0.6,0.1,23,6,True,13
baseline,N/A,9,0.6,0.1,23,7,True,13
baseline,N/A,9,0.6,0.1,23,8,True,13
baseline,N/A,9,0.6,0.1,24,0,True,22
baseline,N/A,9,0.6,0.1,24,1,True,22
baseline,N/A,9,0.6,0.1,24,2,True,22
baseline,N/A,9,0.6,0.1,24,3,True,22
baseline,N/A,9,0.6,0.1,24,4,True,22
baseline,N/A,9,0.6,0.1,24,5,True,22
baseline,N/A,9,0.6,0.1,24,6,True,22
baseline,N/A,9,0.6,0.1,24,7,True,22
baseline,N/A,9,0.6,0.1,24,8,True,22
baseline,N/A,9,0.6,0.1,25,0,True,82
baseline,N/A,9,0.6,0.1,25,1,True,82
baseline,N/A,9,0.6,0.1,25,2,True,82
baseline,N/A,9,0.6,0.1,25,3,True,82
baseline,N/A,9,0.6,0.1,25,4,True,82
baseline,N/A,9,0.6,0.1,25,5,True,82
baseline,N/A,9,0.6,0.1,25,6,True,82
baseline,N/A,9,0.6,0.1,25,7,True,82
baseline,N/A,9,0.6,0.1,25,8,True,82
baseline,N/A,9,0.6,0.1,26,0,True,1
baseline,N/A,9,0.6,0.1,26,1,True,1
baseline,N/A,9,0.6,0.1,26,2,True,1
baseline,N/A,9,0.6,0.1,26,3,True,1
baseline,N/A,9,0.6,0.1,26,4,True,1
baseline,N/A,9,0.6,0.1,26,5,True,1
baseline,N/A,9,0.6,0.1,26,6,True,1
baseline,N/A,9,0.6,0.1,26,7,True,1
baseline,N/A,9,0.6,0.1,26,8,True,1
baseline,N/A,9,0.6,0.1,27,0,True,48
baseline,N/A,9,0.6,0.1,27,1,True,48
