scenario,network_structure,arm_restricted,num_agents_restricted,prior_ps[0],prior_ps[1],p_increment[0],p_increment[1],max_ps[0],max_ps[1],avg_final_ps[0],avg_final_ps[1],num_agents,n_steps,n_success,n_runs,avg_time_to_converge
baseline,complete,N/A,N/A,0.33,0.33,0.001,0.001,0.5,0.7000000000000002,0.3300000000000007,0.3300000000000007,9,100,484,1000,3.754
restrict_dissemination,star,random,N/A,0.33,0.33,0.001,0.001,0.5,0.7000000000000002,0.3300000000000007,0.3300000000000007,9,100,507,1000,50.099
baseline,complete,N/A,N/A,0.33,0.33,0.001,0.001,0.5,0.7200000000000002,0.3300000000000007,0.3300000000000007,9,100,523,1000,3.768
restrict_dissemination,star,random,N/A,0.33,0.33,0.001,0.001,0.5,0.7200000000000002,0.3300000000000007,0.3300000000000007,9,100,497,1000,53.102
baseline,complete,N/A,N/A,0.33,0.33,0.001,0.001,0.5,0.7400000000000002,0.3300000000000007,0.3300000000000007,9,100,474,1000,3.931
restrict_dissemination,star,random,N/A,0.33,0.33,0.001,0.001,0.5,0.7400000000000002,0.3300000000000007,0.3300000000000007,9,100,498,1000,50.816
baseline,complete,N/A,N/A,0.33,0.33,0.001,0.001,0.5,0.7600000000000002,0.3300000000000007,0.3300000000000007,9,100,492,1000,3.77
restrict_dissemination,star,random,N/A,0.33,0.33,0.001,0.001,0.5,0.7600000000000002,0.3300000000000007,0.3300000000000007,9,100,510,1000,50.602
baseline,complete,N/A,N/A,0.33,0.33,0.001,0.001,0.5,0.7800000000000002,0.3300000000000007,0.3300000000000007,9,100,486,1000,3.716
restrict_dissemination,star,random,N/A,0.33,0.33,0.001,0.001,0.5,0.7800000000000002,0.3300000000000007,0.3300000000000007,9,100,494,1000,51.332
baseline,complete,N/A,N/A,0.33,0.33,0.001,0.001,0.5,0.8000000000000003,0.3300000000000007,0.3300000000000007,9,100,500,1000,3.746
restrict_dissemination,star,random,N/A,0.33,0.33,0.001,0.001,0.5,0.8000000000000003,0.3300000000000007,0.3300000000000007,9,100,527,1000,51.11
baseline,complete,N/A,N/A,0.33,0.33,0.001,0.001,0.5,0.8200000000000003,0.3300000000000007,0.3300000000000007,9,100,498,1000,3.879
restrict_dissemination,star,random,N/A,0.33,0.33,0.001,0.001,0.5,0.8200000000000003,0.3300000000000007,0.3300000000000007,9,100,506,1000,51.5
baseline,complete,N/A,N/A,0.33,0.33,0.001,0.001,0.5,0.8400000000000003,0.3300000000000007,0.3300000000000007,9,100,478,1000,4.046
restrict_dissemination,star,random,N/A,0.33,0.33,0.001,0.001,0.5,0.8400000000000003,0.3300000000000007,0.3300000000000007,9,100,477,1000,51.718
baseline,complete,N/A,N/A,0.33,0.33,0.001,0.001,0.5,0.8600000000000003,0.3300000000000007,0.3300000000000007,9,100,500,1000,3.816
restrict_dissemination,star,random,N/A,0.33,0.33,0.001,0.001,0.5,0.8600000000000003,0.3300000000000007,0.3300000000000007,9,100,482,1000,49.812
baseline,complete,N/A,N/A,0.33,0.33,0.001,0.001,0.5,0.8800000000000003,0.3300000000000007,0.3300000000000007,9,100,485,1000,3.601
restrict_dissemination,star,random,N/A,0.33,0.33,0.001,0.001,0.5,0.8800000000000003,0.3300000000000007,0.3300000000000007,9,100,510,1000,51.623
baseline,complete,N/A,N/A,0.33,0.33,0.001,0.001,0.5,0.9000000000000004,0.3300000000000007,0.3300000000000007,9,100,495,1000,3.687
restrict_dissemination,star,random,N/A,0.33,0.33,0.001,0.001,0.5,0.9000000000000004,0.3300000000000007,0.3300000000000007,9,100,493,1000,48.781
baseline,complete,N/A,N/A,0.33,0.33,0.001,0.001,0.5,0.9200000000000004,0.3300000000000007,0.3300000000000007,9,100,502,1000,3.576
restrict_dissemination,star,random,N/A,0.33,0.33,0.001,0.001,0.5,0.9200000000000004,0.3300000000000007,0.3300000000000007,9,100,498,1000,51.294
baseline,complete,N/A,N/A,0.33,0.33,0.001,0.001,0.5,0.9400000000000004,0.3300000000000007,0.3300000000000007,9,100,514,1000,3.786
restrict_dissemination,star,random,N/A,0.33,0.33,0.001,0.001,0.5,0.9400000000000004,0.3300000000000007,0.3300000000000007,9,100,496,1000,52.758
baseline,complete,N/A,N/A,0.33,0.33,0.001,0.001,0.5,0.9600000000000004,0.3300000000000007,0.3300000000000007,9,100,488,1000,3.804
restrict_dissemination,star,random,N/A,0.33,0.33,0.001,0.001,0.5,0.9600000000000004,0.3300000000000007,0.3300000000000007,9,100,484,1000,50.626
baseline,complete,N/A,N/A,0.33,0.33,0.001,0.001,0.5,0.9800000000000004,0.3300000000000007,0.3300000000000007,9,100,524,1000,3.722
restrict_dissemination,star,random,N/A,0.33,0.33,0.001,0.001,0.5,0.9800000000000004,0.3300000000000007,0.3300000000000007,9,100,510,1000,52.858
