network_structure,ps[0],ps[1],num_agents,epsilon,n_steps,n_runs,success_convergence_rate,individuals_converged,total_successful_pulls
wheel,0.5,0.501,10,0.1,39,1000,0.222,6.326,898056.582
wheel,0.5,0.501,10,0.1,40,1000,0.228,6.401,921076.792
wheel,0.5,0.501,10,0.1,41,1000,0.241,6.451,944106.808
wheel,0.5,0.501,10,0.1,42,1000,0.252,6.511,967134.986
wheel,0.5,0.501,10,0.1,43,1000,0.247,6.5,990164.158
wheel,0.5,0.501,10,0.1,44,1000,0.239,6.504,1013182.378
wheel,0.5,0.501,10,0.1,45,1000,0.242,6.545,1036219.468
wheel,0.5,0.501,10,0.1,46,1000,0.251,6.592,1059262.596
wheel,0.5,0.501,10,0.1,47,1000,0.249,6.611,1082305.734
wheel,0.5,0.501,10,0.1,48,1000,0.268,6.62,1105308.058
wheel,0.5,0.501,10,0.1,49,1000,0.267,6.674,1128343.172
wheel,0.5,0.501,10,0.1,50,1000,0.259,6.687,1151397.322
wheel,0.5,0.501,10,0.1,51,1000,0.262,6.738,1174425.814
wheel,0.5,0.501,10,0.1,52,1000,0.258,6.705,1197466.546
wheel,0.5,0.501,10,0.1,53,1000,0.272,6.745,1220500.506
wheel,0.5,0.501,10,0.1,54,1000,0.269,6.765,1243514.906
wheel,0.5,0.501,10,0.1,55,1000,0.281,6.774,1266549.01
wheel,0.5,0.501,10,0.1,56,1000,0.273,6.742,1289580.484
wheel,0.5,0.501,10,0.1,57,1000,0.272,6.761,1312610.734
wheel,0.5,0.501,10,0.1,58,1000,0.281,6.786,1335641.15
wheel,0.5,0.501,10,0.1,59,1000,0.283,6.797,1358669.908
wheel,0.5,0.501,10,0.1,60,1000,0.276,6.812,1381692.174
wheel,0.5,0.501,10,0.1,61,1000,0.295,6.856,1404722.052
wheel,0.5,0.501,10,0.1,62,1000,0.298,6.884,1427755.99
wheel,0.5,0.501,10,0.1,63,1000,0.301,6.895,1450784.136
wheel,0.5,0.501,10,0.1,64,1000,0.29,6.915,1473837.326
wheel,0.5,0.501,10,0.1,65,1000,0.294,6.92,1496850.042
wheel,0.5,0.501,10,0.1,66,1000,0.295,6.97,1519886.014
wheel,0.5,0.501,10,0.1,67,1000,0.307,6.986,1542919.548
wheel,0.5,0.501,10,0.1,68,1000,0.313,7.044,1565945.906
wheel,0.5,0.501,10,0.1,69,1000,0.31,7.03,1588977.372
wheel,0.5,0.501,10,0.1,70,1000,0.314,7.014,1612025.59
wheel,0.5,0.501,10,0.1,71,1000,0.315,7.021,1635058.914
wheel,0.5,0.501,10,0.1,72,1000,0.322,7.054,1658076.762
wheel,0.5,0.501,10,0.1,73,1000,0.314,7.046,1681100.324
wheel,0.5,0.501,10,0.1,74,1000,0.323,7.088,1704130.98
wheel,0.5,0.501,10,0.1,75,1000,0.325,7.095,1727163.53
wheel,0.5,0.501,10,0.1,76,1000,0.341,7.127,1750194.286
wheel,0.5,0.501,10,0.1,77,1000,0.34,7.138,1773230.706
wheel,0.5,0.501,10,0.1,78,1000,0.328,7.164,1796262.23
wheel,0.5,0.501,10,0.1,79,1000,0.329,7.173,1819271.982
wheel,0.5,0.501,10,0.1,80,1000,0.323,7.181,1842304.992
wheel,0.5,0.501,10,0.1,81,1000,0.333,7.207,1865349.648
wheel,0.5,0.501,10,0.1,82,1000,0.328,7.194,1888378.68
wheel,0.5,0.501,10,0.1,83,1000,0.33,7.201,1911409.052
wheel,0.5,0.501,10,0.1,84,1000,0.328,7.216,1934437.128
wheel,0.5,0.501,10,0.1,85,1000,0.326,7.232,1957468.024
wheel,0.5,0.501,10,0.1,86,1000,0.332,7.251,1980507.0
wheel,0.5,0.501,10,0.1,87,1000,0.334,7.27,2003547.566
wheel,0.5,0.501,10,0.1,88,1000,0.334,7.286,2026569.348
wheel,0.5,0.501,10,0.1,89,1000,0.343,7.293,2049604.674
wheel,0.5,0.501,10,0.1,90,1000,0.347,7.296,2072652.978
wheel,0.5,0.501,10,0.1,91,1000,0.349,7.314,2095688.798
wheel,0.5,0.501,10,0.1,92,1000,0.357,7.351,2118727.274
wheel,0.5,0.501,10,0.1,93,1000,0.348,7.354,2141769.574
wheel,0.5,0.501,10,0.1,94,1000,0.344,7.374,2164796.712
wheel,0.5,0.501,10,0.1,95,1000,0.342,7.367,2187844.898
wheel,0.5,0.501,10,0.1,96,1000,0.349,7.377,2210880.27
wheel,0.5,0.501,10,0.1,97,1000,0.346,7.394,2233911.886
wheel,0.5,0.501,10,0.1,98,1000,0.35,7.41,2256937.544
wheel,0.5,0.501,10,0.1,99,1000,0.35,7.422,2279983.016
wheel,0.5,0.501,10,0.1,100,1000,0.355,7.456,2303007.8
complete,0.5,0.502,10,0.1,1,1000,0.562,5.62,50113.4
complete,0.5,0.502,10,0.1,2,1000,0.596,5.96,100242.02
complete,0.5,0.502,10,0.1,3,1000,0.599,5.99,150348.84
complete,0.5,0.502,10,0.1,4,1000,0.613,6.13,200460.55
complete,0.5,0.502,10,0.1,5,1000,0.617,6.17,250593.9
complete,0.5,0.502,10,0.1,6,1000,0.634,6.34,300718.37
complete,0.5,0.502,10,0.1,7,1000,0.637,6.37,350828.2
complete,0.5,0.502,10,0.1,8,1000,0.657,6.57,400952.87
complete,0.5,0.502,10,0.1,9,1000,0.65,6.5,451094.5
complete,0.5,0.502,10,0.1,10,1000,0.667,6.67,501201.97
complete,0.5,0.502,10,0.1,11,1000,0.681,6.81,551334.48
complete,0.5,0.502,10,0.1,12,1000,0.685,6.85,601453.52
complete,0.5,0.502,10,0.1,13,1000,0.691,6.91,651554.02
complete,0.5,0.502,10,0.1,14,1000,0.698,6.98,701704.61
complete,0.5,0.502,10,0.1,15,1000,0.705,7.05,751840.33
complete,0.5,0.502,10,0.1,16,1000,0.718,7.18,801994.84
complete,0.5,0.502,10,0.1,17,1000,0.723,7.23,852123.08
complete,0.5,0.502,10,0.1,18,1000,0.731,7.31,902288.14
complete,0.5,0.502,10,0.1,19,1000,0.734,7.34,952435.37
complete,0.5,0.502,10,0.1,20,1000,0.75,7.5,1002587.66
complete,0.5,0.502,10,0.1,21,1000,0.756,7.56,1052724.67
complete,0.5,0.502,10,0.1,22,1000,0.761,7.61,1102878.07
complete,0.5,0.502,10,0.1,23,1000,0.763,7.63,1153042.85
complete,0.5,0.502,10,0.1,24,1000,0.765,7.65,1203172.65
complete,0.5,0.502,10,0.1,25,1000,0.763,7.63,1253305.9
complete,0.5,0.502,10,0.1,26,1000,0.773,7.73,1303436.83
complete,0.5,0.502,10,0.1,27,1000,0.781,7.81,1353586.66
complete,0.5,0.502,10,0.1,28,1000,0.789,7.89,1403763.03
complete,0.5,0.502,10,0.1,29,1000,0.796,7.96,1453899.56
complete,0.5,0.502,10,0.1,30,1000,0.8,8.0,1504067.3
complete,0.5,0.502,10,0.1,31,1000,0.805,8.05,1554198.29
complete,0.5,0.502,10,0.1,32,1000,0.809,8.09,1604354.58
complete,0.5,0.502,10,0.1,33,1000,0.809,8.09,1654503.96
complete,0.5,0.502,10,0.1,34,1000,0.818,8.18,1704643.47
complete,0.5,0.502,10,0.1,35,1000,0.824,8.24,1754798.38
complete,0.5,0.502,10,0.1,36,1000,0.824,8.24,1804948.57
complete,0.5,0.502,10,0.1,37,1000,0.828,8.28,1855118.49
complete,0.5,0.502,10,0.1,38,1000,0.831,8.31,1905312.96
complete,0.5,0.502,10,0.1,39,1000,0.83,8.3,1955452.25
complete,0.5,0.502,10,0.1,40,1000,0.833,8.33,2005603.16
complete,0.5,0.502,10,0.1,41,1000,0.849,8.49,2055709.39
complete,0.5,0.502,10,0.1,42,1000,0.844,8.44,2105821.23
complete,0.5,0.502,10,0.1,43,1000,0.849,8.49,2155992.12
complete,0.5,0.502,10,0.1,44,1000,0.846,8.46,2206138.53
complete,0.5,0.502,10,0.1,45,1000,0.849,8.49,2256287.06
complete,0.5,0.502,10,0.1,46,1000,0.848,8.48,2306461.25
complete,0.5,0.502,10,0.1,47,1000,0.849,8.49,2356623.75
complete,0.5,0.502,10,0.1,48,1000,0.856,8.56,2406789.78
complete,0.5,0.502,10,0.1,49,1000,0.862,8.62,2456920.1
complete,0.5,0.502,10,0.1,50,1000,0.861,8.61,2507066.94
complete,0.5,0.502,10,0.1,51,1000,0.863,8.63,2557242.61
complete,0.5,0.502,10,0.1,52,1000,0.865,8.65,2607394.94
complete,0.5,0.502,10,0.1,53,1000,0.866,8.66,2657546.43
complete,0.5,0.502,10,0.1,54,1000,0.865,8.65,2707697.94
complete,0.5,0.502,10,0.1,55,1000,0.867,8.67,2757849.18
complete,0.5,0.502,10,0.1,56,1000,0.872,8.72,2808025.39
complete,0.5,0.502,10,0.1,57,1000,0.878,8.78,2858196.52
complete,0.5,0.502,10,0.1,58,1000,0.877,8.77,2908344.76
complete,0.5,0.502,10,0.1,59,1000,0.874,8.74,2958528.25
complete,0.5,0.502,10,0.1,60,1000,0.88,8.8,3008692.1
complete,0.5,0.502,10,0.1,61,1000,0.886,8.86,3058850.84
complete,0.5,0.502,10,0.1,62,1000,0.884,8.84,3109013.82
complete,0.5,0.502,10,0.1,63,1000,0.882,8.82,3159167.55
complete,0.5,0.502,10,0.1,64,1000,0.882,8.82,3209343.17
complete,0.5,0.502,10,0.1,65,1000,0.883,8.83,3259518.8
complete,0.5,0.502,10,0.1,66,1000,0.88,8.8,3309684.12
complete,0.5,0.502,10,0.1,67,1000,0.887,8.87,3359846.89
complete,0.5,0.502,10,0.1,68,1000,0.883,8.83,3410011.61
complete,0.5,0.502,10,0.1,69,1000,0.885,8.85,3460172.39
complete,0.5,0.502,10,0.1,70,1000,0.887,8.87,3510312.23
complete,0.5,0.502,10,0.1,71,1000,0.89,8.9,3560481.43
complete,0.5,0.502,10,0.1,72,1000,0.894,8.94,3610656.63
complete,0.5,0.502,10,0.1,73,1000,0.9,9.0,3660818.96
complete,0.5,0.502,10,0.1,74,1000,0.895,8.95,3710949.11
complete,0.5,0.502,10,0.1,75,1000,0.897,8.97,3761108.06
complete,0.5,0.502,10,0.1,76,1000,0.895,8.95,3811258.67
complete,0.5,0.502,10,0.1,77,1000,0.903,9.03,3861410.87
complete,0.5,0.502,10,0.1,78,1000,0.903,9.03,3911593.26
complete,0.5,0.502,10,0.1,79,1000,0.904,9.04,3961765.04
complete,0.5,0.502,10,0.1,80,1000,0.906,9.06,4011946.01
complete,0.5,0.502,10,0.1,81,1000,0.909,9.09,4062112.65
complete,0.5,0.502,10,0.1,82,1000,0.91,9.1,4112292.95
complete,0.5,0.502,10,0.1,83,1000,0.912,9.12,4162456.41
complete,0.5,0.502,10,0.1,84,1000,0.911,9.11,4212625.5
complete,0.5,0.502,10,0.1,85,1000,0.917,9.17,4262794.24
complete,0.5,0.502,10,0.1,86,1000,0.921,9.21,4312965.71
complete,0.5,0.502,10,0.1,87,1000,0.919,9.19,4363117.08
complete,0.5,0.502,10,0.1,88,1000,0.923,9.23,4413284.81
complete,0.5,0.502,10,0.1,89,1000,0.92,9.2,4463467.77
complete,0.5,0.502,10,0.1,90,1000,0.924,9.24,4513636.1
complete,0.5,0.502,10,0.1,91,1000,0.925,9.25,4563792.89
complete,0.5,0.502,10,0.1,92,1000,0.924,9.24,4613947.13
complete,0.5,0.502,10,0.1,93,1000,0.924,9.24,4664134.79
complete,0.5,0.502,10,0.1,94,1000,0.926,9.26,4714310.02
complete,0.5,0.502,10,0.1,95,1000,0.925,9.25,4764481.61
complete,0.5,0.502,10,0.1,96,1000,0.926,9.26,4814659.78
complete,0.5,0.502,10,0.1,97,1000,0.93,9.3,4864797.59
complete,0.5,0.502,10,0.1,98,1000,0.929,9.29,4914926.06
complete,0.5,0.502,10,0.1,99,1000,0.93,9.3,4965093.49
complete,0.5,0.502,10,0.1,100,1000,0.935,9.35,5015234.48
cycle,0.5,0.502,10,0.1,1,1000,0.047,5.473,15052.415
cycle,0.5,0.502,10,0.1,2,1000,0.054,5.589,30091.019
cycle,0.5,0.502,10,0.1,3,1000,0.059,5.726,45120.395
cycle,0.5,0.502,10,0.1,4,1000,0.077,5.887,60153.869
cycle,0.5,0.502,10,0.1,5,1000,0.085,6.017,75185.831
cycle,0.5,0.502,10,0.1,6,1000,0.087,6.01,90217.052
cycle,0.5,0.502,10,0.1,7,1000,0.092,6.079,105259.181
cycle,0.5,0.502,10,0.1,8,1000,0.095,6.174,120299.567
cycle,0.5,0.502,10,0.1,9,1000,0.105,6.287,135334.082
cycle,0.5,0.502,10,0.1,10,1000,0.115,6.343,150368.867
cycle,0.5,0.502,10,0.1,11,1000,0.124,6.456,165413.165
cycle,0.5,0.502,10,0.1,12,1000,0.125,6.494,180446.294
cycle,0.5,0.502,10,0.1,13,1000,0.132,6.577,195484.679
cycle,0.5,0.502,10,0.1,14,1000,0.133,6.594,210525.038
cycle,0.5,0.502,10,0.1,15,1000,0.133,6.681,225568.4
cycle,0.5,0.502,10,0.1,16,1000,0.138,6.672,240605.597
cycle,0.5,0.502,10,0.1,17,1000,0.152,6.719,255637.196
cycle,0.5,0.502,10,0.1,18,1000,0.15,6.768,270669.314
cycle,0.5,0.502,10,0.1,19,1000,0.166,6.845,285704.723
cycle,0.5,0.502,10,0.1,20,1000,0.165,6.875,300749.555
cycle,0.5,0.502,10,0.1,21,1000,0.174,6.939,315792.89
cycle,0.5,0.502,10,0.1,22,1000,0.181,6.958,330828.98
cycle,0.5,0.502,10,0.1,23,1000,0.186,6.992,345866.705
cycle,0.5,0.502,10,0.1,24,1000,0.188,7.052,360902.567
cycle,0.5,0.502,10,0.1,25,1000,0.186,7.054,375933.566
cycle,0.5,0.502,10,0.1,26,1000,0.186,7.1,390976.274
cycle,0.5,0.502,10,0.1,27,1000,0.194,7.133,406010.978
cycle,0.5,0.502,10,0.1,28,1000,0.195,7.166,421051.724
cycle,0.5,0.502,10,0.1,29,1000,0.201,7.214,436085.75
cycle,0.5,0.502,10,0.1,30,1000,0.199,7.241,451127.441
cycle,0.5,0.502,10,0.1,31,1000,0.21,7.3,466169.903
cycle,0.5,0.502,10,0.1,32,1000,0.212,7.339,481210.811
cycle,0.5,0.502,10,0.1,33,1000,0.217,7.349,496253.111
cycle,0.5,0.502,10,0.1,34,1000,0.236,7.408,511292.174
cycle,0.5,0.502,10,0.1,35,1000,0.239,7.468,526334.726
cycle,0.5,0.502,10,0.1,36,1000,0.241,7.469,541381.046
cycle,0.5,0.502,10,0.1,37,1000,0.244,7.525,556430.813
cycle,0.5,0.502,10,0.1,38,1000,0.248,7.524,571476.188
cycle,0.5,0.502,10,0.1,39,1000,0.25,7.596,586518.233
cycle,0.5,0.502,10,0.1,40,1000,0.265,7.623,601558.871
cycle,0.5,0.502,10,0.1,41,1000,0.267,7.646,616601.516
cycle,0.5,0.502,10,0.1,42,1000,0.267,7.668,631644.695
cycle,0.5,0.502,10,0.1,43,1000,0.261,7.682,646682.426
cycle,0.5,0.502,10,0.1,44,1000,0.272,7.731,661729.613
cycle,0.5,0.502,10,0.1,45,1000,0.279,7.725,676778.102
cycle,0.5,0.502,10,0.1,46,1000,0.284,7.757,691825.673
cycle,0.5,0.502,10,0.1,47,1000,0.28,7.762,706870.595
cycle,0.5,0.502,10,0.1,48,1000,0.287,7.776,721915.172
cycle,0.5,0.502,10,0.1,49,1000,0.287,7.792,736958.138
cycle,0.5,0.502,10,0.1,50,1000,0.294,7.803,752010.446
cycle,0.5,0.502,10,0.1,51,1000,0.293,7.838,767047.292
cycle,0.5,0.502,10,0.1,52,1000,0.304,7.848,782092.478
cycle,0.5,0.502,10,0.1,53,1000,0.309,7.891,797132.909
cycle,0.5,0.502,10,0.1,54,1000,0.32,7.919,812182.859
cycle,0.5,0.502,10,0.1,55,1000,0.318,7.915,827228.627
cycle,0.5,0.502,10,0.1,56,1000,0.31,7.944,842279.966
cycle,0.5,0.502,10,0.1,57,1000,0.306,7.957,857324.462
cycle,0.5,0.502,10,0.1,58,1000,0.312,7.979,872377.166
cycle,0.5,0.502,10,0.1,59,1000,0.306,7.985,887414.549
cycle,0.5,0.502,10,0.1,60,1000,0.324,8.003,902455.409
cycle,0.5,0.502,10,0.1,61,1000,0.333,8.02,917510.216
cycle,0.5,0.502,10,0.1,62,1000,0.335,8.049,932558.45
cycle,0.5,0.502,10,0.1,63,1000,0.331,8.039,947593.277
cycle,0.5,0.502,10,0.1,64,1000,0.338,8.044,962639.099
cycle,0.5,0.502,10,0.1,65,1000,0.341,8.081,977679.143
cycle,0.5,0.502,10,0.1,66,1000,0.343,8.094,992730.671
cycle,0.5,0.502,10,0.1,67,1000,0.347,8.136,1007781.524
cycle,0.5,0.502,10,0.1,68,1000,0.348,8.118,1022834.363
cycle,0.5,0.502,10,0.1,69,1000,0.357,8.148,1037877.629
cycle,0.5,0.502,10,0.1,70,1000,0.35,8.171,1052928.14
cycle,0.5,0.502,10,0.1,71,1000,0.366,8.192,1067962.163
cycle,0.5,0.502,10,0.1,72,1000,0.365,8.225,1083003.479
cycle,0.5,0.502,10,0.1,73,1000,0.368,8.225,1098045.26
cycle,0.5,0.502,10,0.1,74,1000,0.368,8.23,1113091.307
cycle,0.5,0.502,10,0.1,75,1000,0.367,8.267,1128134.51
cycle,0.5,0.502,10,0.1,76,1000,0.378,8.295,1143172.811
cycle,0.5,0.502,10,0.1,77,1000,0.381,8.304,1158221.978
cycle,0.5,0.502,10,0.1,78,1000,0.372,8.301,1173269.645
cycle,0.5,0.502,10,0.1,79,1000,0.367,8.322,1188311.93
cycle,0.5,0.502,10,0.1,80,1000,0.377,8.326,1203356.132
cycle,0.5,0.502,10,0.1,81,1000,0.381,8.329,1218404.513
cycle,0.5,0.502,10,0.1,82,1000,0.379,8.337,1233451.091
cycle,0.5,0.502,10,0.1,83,1000,0.385,8.357,1248492.68
cycle,0.5,0.502,10,0.1,84,1000,0.392,8.375,1263537.617
cycle,0.5,0.502,10,0.1,85,1000,0.399,8.384,1278581.825
cycle,0.5,0.502,10,0.1,86,1000,0.402,8.397,1293625.931
cycle,0.5,0.502,10,0.1,87,1000,0.402,8.418,1308661.973
cycle,0.5,0.502,10,0.1,88,1000,0.405,8.428,1323699.764
cycle,0.5,0.502,10,0.1,89,1000,0.406,8.44,1338750.812
cycle,0.5,0.502,10,0.1,90,1000,0.405,8.47,1353803.414
cycle,0.5,0.502,10,0.1,91,1000,0.398,8.456,1368846.995
cycle,0.5,0.502,10,0.1,92,1000,0.417,8.485,1383892.319
cycle,0.5,0.502,10,0.1,93,1000,0.415,8.49,1398932.777
cycle,0.5,0.502,10,0.1,94,1000,0.42,8.499,1413978.389
cycle,0.5,0.502,10,0.1,95,1000,0.428,8.527,1429028.054
cycle,0.5,0.502,10,0.1,96,1000,0.437,8.528,1444082.048
cycle,0.5,0.502,10,0.1,97,1000,0.437,8.56,1459136.354
cycle,0.5,0.502,10,0.1,98,1000,0.44,8.553,1474180.784
cycle,0.5,0.502,10,0.1,99,1000,0.44,8.547,1489225.283
cycle,0.5,0.502,10,0.1,100,1000,0.433,8.534,1504272.152
wheel,0.5,0.502,10,0.1,1,1000,0.119,5.459,23065.97
wheel,0.5,0.502,10,0.1,2,1000,0.129,5.703,46121.616
wheel,0.5,0.502,10,0.1,3,1000,0.164,5.878,69167.696
wheel,0.5,0.502,10,0.1,4,1000,0.176,5.974,92221.298
wheel,0.5,0.502,10,0.1,5,1000,0.198,6.178,115274.97
wheel,0.5,0.502,10,0.1,6,1000,0.21,6.321,138323.376
wheel,0.5,0.502,10,0.1,7,1000,0.229,6.386,161370.272
wheel,0.5,0.502,10,0.1,8,1000,0.231,6.489,184421.996
wheel,0.5,0.502,10,0.1,9,1000,0.235,6.526,207472.96
wheel,0.5,0.502,10,0.1,10,1000,0.242,6.605,230529.468
wheel,0.5,0.502,10,0.1,11,1000,0.252,6.686,253576.846
wheel,0.5,0.502,10,0.1,12,1000,0.261,6.687,276624.918
wheel,0.5,0.502,10,0.1,13,1000,0.27,6.77,299691.456
wheel,0.5,0.502,10,0.1,14,1000,0.281,6.881,322753.24
wheel,0.5,0.502,10,0.1,15,1000,0.282,6.965,345801.026
wheel,0.5,0.502,10,0.1,16,1000,0.292,7.026,368882.168
wheel,0.5,0.502,10,0.1,17,1000,0.291,7.08,391942.372
wheel,0.5,0.502,10,0.1,18,1000,0.295,7.138,415007.638
wheel,0.5,0.502,10,0.1,19,1000,0.316,7.212,438072.352
wheel,0.5,0.502,10,0.1,20,1000,0.306,7.255,461144.724
wheel,0.5,0.502,10,0.1,21,1000,0.296,7.28,484207.596
wheel,0.5,0.502,10,0.1,22,1000,0.297,7.285,507279.842
wheel,0.5,0.502,10,0.1,23,1000,0.314,7.378,530341.534
wheel,0.5,0.502,10,0.1,24,1000,0.322,7.417,553404.21
wheel,0.5,0.502,10,0.1,25,1000,0.329,7.426,576470.36
wheel,0.5,0.502,10,0.1,26,1000,0.327,7.462,599546.706
wheel,0.5,0.502,10,0.1,27,1000,0.336,7.499,622617.166
wheel,0.5,0.502,10,0.1,28,1000,0.35,7.527,645693.294
wheel,0.5,0.502,10,0.1,29,1000,0.362,7.553,668773.242
wheel,0.5,0.502,10,0.1,30,1000,0.358,7.596,691832.598
wheel,0.5,0.502,10,0.1,31,1000,0.382,7.637,714906.108
wheel,0.5,0.502,10,0.1,32,1000,0.384,7.648,737984.588
wheel,0.5,0.502,10,0.1,33,1000,0.397,7.742,761056.822
wheel,0.5,0.502,10,0.1,34,1000,0.401,7.747,784131.016
wheel,0.5,0.502,10,0.1,35,1000,0.414,7.789,807181.906
wheel,0.5,0.502,10,0.1,36,1000,0.409,7.805,830259.586
wheel,0.5,0.502,10,0.1,37,1000,0.415,7.832,853326.936
wheel,0.5,0.502,10,0.1,38,1000,0.408,7.849,876378.592
wheel,0.5,0.502,10,0.1,39,1000,0.411,7.866,899432.336
wheel,0.5,0.502,10,0.1,40,1000,0.418,7.902,922497.102
wheel,0.5,0.502,10,0.1,41,1000,0.424,7.937,945554.57
wheel,0.5,0.502,10,0.1,42,1000,0.419,7.974,968627.538
wheel,0.5,0.502,10,0.1,43,1000,0.424,7.982,991685.274
wheel,0.5,0.502,10,0.1,44,1000,0.422,8.004,1014740.604
wheel,0.5,0.502,10,0.1,45,1000,0.424,8.025,1037823.082
wheel,0.5,0.502,10,0.1,46,1000,0.419,8.038,1060886.112
wheel,0.5,0.502,10,0.1,47,1000,0.436,8.086,1083947.442
wheel,0.5,0.502,10,0.1,48,1000,0.441,8.129,1107004.332
wheel,0.5,0.502,10,0.1,49,1000,0.439,8.155,1130075.836
wheel,0.5,0.502,10,0.1,50,1000,0.441,8.169,1153137.268
wheel,0.5,0.502,10,0.1,51,1000,0.446,8.188,1176213.716
wheel,0.5,0.502,10,0.1,52,1000,0.458,8.228,1199285.766
wheel,0.5,0.502,10,0.1,53,1000,0.467,8.259,1222358.72
wheel,0.5,0.502,10,0.1,54,1000,0.467,8.27,1245439.514
wheel,0.5,0.502,10,0.1,55,1000,0.481,8.292,1268522.166
wheel,0.5,0.502,10,0.1,56,1000,0.484,8.33,1291588.79
wheel,0.5,0.502,10,0.1,57,1000,0.48,8.346,1314658.02
wheel,0.5,0.502,10,0.1,58,1000,0.5,8.399,1337718.856
wheel,0.5,0.502,10,0.1,59,1000,0.5,8.427,1360786.224
wheel,0.5,0.502,10,0.1,60,1000,0.506,8.464,1383854.156
wheel,0.5,0.502,10,0.1,61,1000,0.503,8.447,1406943.384
wheel,0.5,0.502,10,0.1,62,1000,0.519,8.471,1430007.784
wheel,0.5,0.502,10,0.1,63,1000,0.515,8.487,1453074.366
wheel,0.5,0.502,10,0.1,64,1000,0.532,8.54,1476131.552
wheel,0.5,0.502,10,0.1,65,1000,0.535,8.544,1499204.59
wheel,0.5,0.502,10,0.1,66,1000,0.537,8.557,1522279.516
wheel,0.5,0.502,10,0.1,67,1000,0.535,8.585,1545367.812
wheel,0.5,0.502,10,0.1,68,1000,0.539,8.605,1568431.202
wheel,0.5,0.502,10,0.1,69,1000,0.541,8.599,1591498.192
wheel,0.5,0.502,10,0.1,70,1000,0.547,8.632,1614574.682
wheel,0.5,0.502,10,0.1,71,1000,0.541,8.634,1637666.96
wheel,0.5,0.502,10,0.1,72,1000,0.552,8.635,1660744.97
wheel,0.5,0.502,10,0.1,73,1000,0.563,8.642,1683824.728
wheel,0.5,0.502,10,0.1,74,1000,0.553,8.648,1706902.496
wheel,0.5,0.502,10,0.1,75,1000,0.569,8.679,1729976.244
wheel,0.5,0.502,10,0.1,76,1000,0.567,8.71,1753058.902
wheel,0.5,0.502,10,0.1,77,1000,0.569,8.71,1776134.086
wheel,0.5,0.502,10,0.1,78,1000,0.565,8.687,1799213.078
wheel,0.5,0.502,10,0.1,79,1000,0.566,8.717,1822286.768
wheel,0.5,0.502,10,0.1,80,1000,0.57,8.723,1845357.616
wheel,0.5,0.502,10,0.1,81,1000,0.561,8.736,1868443.114
wheel,0.5,0.502,10,0.1,82,1000,0.578,8.781,1891511.04
wheel,0.5,0.502,10,0.1,83,1000,0.576,8.792,1914593.544
wheel,0.5,0.502,10,0.1,84,1000,0.586,8.814,1937673.332
wheel,0.5,0.502,10,0.1,85,1000,0.586,8.832,1960739.024
wheel,0.5,0.502,10,0.1,86,1000,0.597,8.836,1983830.296
wheel,0.5,0.502,10,0.1,87,1000,0.601,8.857,2006900.778
wheel,0.5,0.502,10,0.1,88,1000,0.604,8.882,2029978.838
wheel,0.5,0.502,10,0.1,89,1000,0.601,8.888,2053044.27
wheel,0.5,0.502,10,0.1,90,1000,0.611,8.912,2076111.66
wheel,0.5,0.502,10,0.1,91,1000,0.616,8.91,2099188.698
wheel,0.5,0.502,10,0.1,92,1000,0.619,8.929,2122260.826
wheel,0.5,0.502,10,0.1,93,1000,0.624,8.946,2145342.21
wheel,0.5,0.502,10,0.1,94,1000,0.624,8.96,2168404.306
wheel,0.5,0.502,10,0.1,95,1000,0.618,8.965,2191475.606
wheel,0.5,0.502,10,0.1,96,1000,0.636,8.978,2214555.13
wheel,0.5,0.502,10,0.1,97,1000,0.633,8.98,2237626.882
wheel,0.5,0.502,10,0.1,98,1000,0.634,9.003,2260705.02
wheel,0.5,0.502,10,0.1,99,1000,0.64,9.015,2283768.21
wheel,0.5,0.502,10,0.1,100,1000,0.634,9.003,2306826.872
complete,0.5,0.505,10,0.1,1,1000,0.684,6.84,50252.61
complete,0.5,0.505,10,0.1,2,1000,0.735,7.35,100606.28
complete,0.5,0.505,10,0.1,3,1000,0.781,7.81,150957.25
complete,0.5,0.505,10,0.1,4,1000,0.807,8.07,201330.36
complete,0.5,0.505,10,0.1,5,1000,0.816,8.16,251713.54
complete,0.5,0.505,10,0.1,6,1000,0.828,8.28,302060.7
complete,0.5,0.505,10,0.1,7,1000,0.856,8.56,352431.11
complete,0.5,0.505,10,0.1,8,1000,0.877,8.77,402814.67
complete,0.5,0.505,10,0.1,9,1000,0.892,8.92,453191.63
complete,0.5,0.505,10,0.1,10,1000,0.901,9.01,503599.23
complete,0.5,0.505,10,0.1,11,1000,0.909,9.09,554012.03
complete,0.5,0.505,10,0.1,12,1000,0.92,9.2,604410.53
complete,0.5,0.505,10,0.1,13,1000,0.934,9.34,654858.93
complete,0.5,0.505,10,0.1,14,1000,0.936,9.36,705299.62
complete,0.5,0.505,10,0.1,15,1000,0.948,9.48,755743.02
complete,0.5,0.505,10,0.1,16,1000,0.949,9.49,806193.92
complete,0.5,0.505,10,0.1,17,1000,0.956,9.56,856631.2
complete,0.5,0.505,10,0.1,18,1000,0.958,9.58,907059.17
complete,0.5,0.505,10,0.1,19,1000,0.962,9.62,957494.28
complete,0.5,0.505,10,0.1,20,1000,0.961,9.61,1007932.09
complete,0.5,0.505,10,0.1,21,1000,0.967,9.67,1058390.02
complete,0.5,0.505,10,0.1,22,1000,0.965,9.65,1108805.69
