network_structure,ps[0],ps[1],num_agents,default,n_steps,n_runs,success_convergence_rate,individuals_converged,total_successful_pulls
complete,0.5,0.5001,10,N/A,10,1000,0.531,5.31,50003.798
complete,0.5,0.5001,10,N/A,20,1000,0.538,5.38,100009.926
complete,0.5,0.5001,10,N/A,30,1000,0.536,5.36,150006.061
complete,0.5,0.5001,10,N/A,40,1000,0.535,5.35,200006.329
complete,0.5,0.5001,10,N/A,50,1000,0.53,5.3,250012.272
complete,0.5,0.5001,10,N/A,60,1000,0.534,5.34,300013.341
complete,0.5,0.5001,10,N/A,70,1000,0.537,5.37,350008.948
complete,0.5,0.5001,10,N/A,80,1000,0.54,5.4,400016.246
complete,0.5,0.5001,10,N/A,90,1000,0.539,5.39,450030.944
complete,0.5,0.5001,10,N/A,100,1000,0.538,5.38,500028.773
complete,0.5,0.5001,10,N/A,110,1000,0.54,5.4,550034.795
complete,0.5,0.5001,10,N/A,120,1000,0.539,5.39,600046.202
complete,0.5,0.5001,10,N/A,130,1000,0.539,5.39,650048.325
complete,0.5,0.5001,10,N/A,140,1000,0.537,5.37,700055.794
complete,0.5,0.5001,10,N/A,150,1000,0.538,5.38,750057.79
complete,0.5,0.5001,10,N/A,160,1000,0.538,5.38,800069.856
complete,0.5,0.5001,10,N/A,170,1000,0.537,5.37,850069.154
complete,0.5,0.5001,10,N/A,180,1000,0.538,5.38,900070.944
complete,0.5,0.5001,10,N/A,190,1000,0.538,5.38,950077.532
complete,0.5,0.5001,10,N/A,200,1000,0.537,5.37,1000080.252
complete,0.5,0.5001,10,N/A,210,1000,0.537,5.37,1050095.506
complete,0.5,0.5001,10,N/A,220,1000,0.537,5.37,1100100.701
complete,0.5,0.5001,10,N/A,230,1000,0.537,5.37,1150101.653
complete,0.5,0.5001,10,N/A,240,1000,0.537,5.37,1200114.51
complete,0.5,0.5001,10,N/A,250,1000,0.536,5.36,1250125.936
complete,0.5,0.5001,10,N/A,260,1000,0.538,5.38,1300133.103
complete,0.5,0.5001,10,N/A,270,1000,0.537,5.37,1350142.711
complete,0.5,0.5001,10,N/A,280,1000,0.538,5.38,1400139.725
complete,0.5,0.5001,10,N/A,290,1000,0.537,5.37,1450139.137
complete,0.5,0.5001,10,N/A,300,1000,0.537,5.37,1500143.545
complete,0.5,0.5001,10,N/A,310,1000,0.537,5.37,1550140.434
complete,0.5,0.5001,10,N/A,320,1000,0.537,5.37,1600141.977
complete,0.5,0.5001,10,N/A,330,1000,0.537,5.37,1650145.054
complete,0.5,0.5001,10,N/A,340,1000,0.537,5.37,1700148.905
complete,0.5,0.5001,10,N/A,350,1000,0.538,5.38,1750154.907
complete,0.5,0.5001,10,N/A,360,1000,0.536,5.36,1800155.91
complete,0.5,0.5001,10,N/A,370,1000,0.537,5.37,1850165.604
complete,0.5,0.5001,10,N/A,380,1000,0.537,5.37,1900162.649
complete,0.5,0.5001,10,N/A,390,1000,0.537,5.37,1950163.717
complete,0.5,0.5001,10,N/A,400,1000,0.537,5.37,2000170.673
complete,0.5,0.5001,10,N/A,410,1000,0.536,5.36,2050166.368
complete,0.5,0.5001,10,N/A,420,1000,0.537,5.37,2100169.764
complete,0.5,0.5001,10,N/A,430,1000,0.537,5.37,2150179.394
complete,0.5,0.5001,10,N/A,440,1000,0.537,5.37,2200181.152
complete,0.5,0.5001,10,N/A,450,1000,0.537,5.37,2250190.676
complete,0.5,0.5001,10,N/A,460,1000,0.537,5.37,2300201.853
complete,0.5,0.5001,10,N/A,470,1000,0.537,5.37,2350197.964
complete,0.5,0.5001,10,N/A,480,1000,0.537,5.37,2400204.006
complete,0.5,0.5001,10,N/A,490,1000,0.538,5.38,2450214.925
complete,0.5,0.5001,10,N/A,500,1000,0.538,5.38,2500216.664
complete,0.5,0.5001,10,N/A,510,1000,0.538,5.38,2550230.341
complete,0.5,0.5001,10,N/A,520,1000,0.537,5.37,2600242.361
complete,0.5,0.5001,10,N/A,530,1000,0.537,5.37,2650250.225
complete,0.5,0.5001,10,N/A,540,1000,0.537,5.37,2700261.682
complete,0.5,0.5001,10,N/A,550,1000,0.537,5.37,2750268.871
complete,0.5,0.5001,10,N/A,560,1000,0.537,5.37,2800271.412
complete,0.5,0.5001,10,N/A,570,1000,0.537,5.37,2850278.335
complete,0.5,0.5001,10,N/A,580,1000,0.537,5.37,2900290.98
complete,0.5,0.5001,10,N/A,590,1000,0.537,5.37,2950300.119
complete,0.5,0.5001,10,N/A,600,1000,0.537,5.37,3000293.934
complete,0.5,0.5001,10,N/A,610,1000,0.537,5.37,3050298.135
complete,0.5,0.5001,10,N/A,620,1000,0.537,5.37,3100311.187
complete,0.5,0.5001,10,N/A,630,1000,0.537,5.37,3150317.658
complete,0.5,0.5001,10,N/A,640,1000,0.537,5.37,3200327.077
complete,0.5,0.5001,10,N/A,650,1000,0.537,5.37,3250334.062
complete,0.5,0.5001,10,N/A,660,1000,0.537,5.37,3300336.796
complete,0.5,0.5001,10,N/A,670,1000,0.537,5.37,3350339.303
complete,0.5,0.5001,10,N/A,680,1000,0.537,5.37,3400341.224
complete,0.5,0.5001,10,N/A,690,1000,0.537,5.37,3450344.698
complete,0.5,0.5001,10,N/A,700,1000,0.537,5.37,3500349.824
complete,0.5,0.5001,10,N/A,710,1000,0.536,5.36,3550355.843
complete,0.5,0.5001,10,N/A,720,1000,0.536,5.36,3600364.068
complete,0.5,0.5001,10,N/A,730,1000,0.536,5.36,3650371.723
complete,0.5,0.5001,10,N/A,740,1000,0.536,5.36,3700370.271
complete,0.5,0.5001,10,N/A,750,1000,0.537,5.37,3750364.683
complete,0.5,0.5001,10,N/A,760,1000,0.537,5.37,3800373.019
complete,0.5,0.5001,10,N/A,770,1000,0.537,5.37,3850376.466
complete,0.5,0.5001,10,N/A,780,1000,0.537,5.37,3900386.027
complete,0.5,0.5001,10,N/A,790,1000,0.537,5.37,3950390.953
complete,0.5,0.5001,10,N/A,800,1000,0.537,5.37,4000389.108
complete,0.5,0.5001,10,N/A,810,1000,0.537,5.37,4050392.191
complete,0.5,0.5001,10,N/A,820,1000,0.536,5.36,4100389.804
complete,0.5,0.5001,10,N/A,830,1000,0.537,5.37,4150380.484
complete,0.5,0.5001,10,N/A,840,1000,0.537,5.37,4200392.272
complete,0.5,0.5001,10,N/A,850,1000,0.537,5.37,4250396.311
complete,0.5,0.5001,10,N/A,860,1000,0.537,5.37,4300401.128
complete,0.5,0.5001,10,N/A,870,1000,0.536,5.36,4350400.342
complete,0.5,0.5001,10,N/A,880,1000,0.536,5.36,4400410.465
complete,0.5,0.5001,10,N/A,890,1000,0.536,5.36,4450413.365
complete,0.5,0.5001,10,N/A,900,1000,0.536,5.36,4500418.6
complete,0.5,0.5001,10,N/A,910,1000,0.536,5.36,4550419.596
complete,0.5,0.5001,10,N/A,920,1000,0.536,5.36,4600420.301
complete,0.5,0.5001,10,N/A,930,1000,0.536,5.36,4650423.702
complete,0.5,0.5001,10,N/A,940,1000,0.536,5.36,4700422.56
complete,0.5,0.5001,10,N/A,950,1000,0.535,5.35,4750422.002
complete,0.5,0.5001,10,N/A,960,1000,0.535,5.35,4800426.436
complete,0.5,0.5001,10,N/A,970,1000,0.535,5.35,4850426.208
complete,0.5,0.5001,10,N/A,980,1000,0.535,5.35,4900437.658
complete,0.5,0.5001,10,N/A,990,1000,0.535,5.35,4950444.405
complete,0.5,0.5001,10,N/A,1000,1000,0.536,5.36,5000450.687
complete,0.5,0.5001,10,N/A,1010,1000,0.535,5.35,5050450.624
complete,0.5,0.5001,10,N/A,1020,1000,0.536,5.36,5100457.312
complete,0.5,0.5001,10,N/A,1030,1000,0.535,5.35,5150462.274
complete,0.5,0.5001,10,N/A,1040,1000,0.535,5.35,5200472.556
complete,0.5,0.5001,10,N/A,1050,1000,0.536,5.36,5250471.939
complete,0.5,0.5001,10,N/A,1060,1000,0.536,5.36,5300480.344
complete,0.5,0.5001,10,N/A,1070,1000,0.536,5.36,5350489.716
complete,0.5,0.5001,10,N/A,1080,1000,0.536,5.36,5400495.815
complete,0.5,0.5001,10,N/A,1090,1000,0.536,5.36,5450504.869
complete,0.5,0.5001,10,N/A,1100,1000,0.536,5.36,5500503.708
complete,0.5,0.5001,10,N/A,1110,1000,0.535,5.35,5550509.412
complete,0.5,0.5001,10,N/A,1120,1000,0.535,5.35,5600506.914
complete,0.5,0.5001,10,N/A,1130,1000,0.536,5.36,5650518.479
complete,0.5,0.5001,10,N/A,1140,1000,0.536,5.36,5700517.938
complete,0.5,0.5001,10,N/A,1150,1000,0.536,5.36,5750528.366
complete,0.5,0.5001,10,N/A,1160,1000,0.536,5.36,5800527.612
complete,0.5,0.5001,10,N/A,1170,1000,0.536,5.36,5850530.997
complete,0.5,0.5001,10,N/A,1180,1000,0.536,5.36,5900536.028
complete,0.5,0.5001,10,N/A,1190,1000,0.536,5.36,5950538.373
complete,0.5,0.5001,10,N/A,1200,1000,0.536,5.36,6000540.113
complete,0.5,0.5001,10,N/A,1210,1000,0.536,5.36,6050544.727
complete,0.5,0.5001,10,N/A,1220,1000,0.536,5.36,6100552.224
complete,0.5,0.5001,10,N/A,1230,1000,0.536,5.36,6150569.969
complete,0.5,0.5001,10,N/A,1240,1000,0.536,5.36,6200577.454
complete,0.5,0.5001,10,N/A,1250,1000,0.536,5.36,6250580.872
complete,0.5,0.5001,10,N/A,1260,1000,0.536,5.36,6300590.539
complete,0.5,0.5001,10,N/A,1270,1000,0.536,5.36,6350587.92
complete,0.5,0.5001,10,N/A,1280,1000,0.536,5.36,6400593.76
complete,0.5,0.5001,10,N/A,1290,1000,0.536,5.36,6450601.541
complete,0.5,0.5001,10,N/A,1300,1000,0.536,5.36,6500610.221
complete,0.5,0.5001,10,N/A,1310,1000,0.536,5.36,6550608.611
complete,0.5,0.5001,10,N/A,1320,1000,0.536,5.36,6600615.564
complete,0.5,0.5001,10,N/A,1330,1000,0.536,5.36,6650614.128
complete,0.5,0.5001,10,N/A,1340,1000,0.536,5.36,6700621.587
complete,0.5,0.5001,10,N/A,1350,1000,0.536,5.36,6750637.826
complete,0.5,0.5001,10,N/A,1360,1000,0.536,5.36,6800648.71
complete,0.5,0.5001,10,N/A,1370,1000,0.536,5.36,6850658.573
complete,0.5,0.5001,10,N/A,1380,1000,0.536,5.36,6900659.621
complete,0.5,0.5001,10,N/A,1390,1000,0.536,5.36,6950659.739
complete,0.5,0.5001,10,N/A,1400,1000,0.536,5.36,7000661.124
complete,0.5,0.5001,10,N/A,1410,1000,0.536,5.36,7050667.274
complete,0.5,0.5001,10,N/A,1420,1000,0.536,5.36,7100666.273
complete,0.5,0.5001,10,N/A,1430,1000,0.536,5.36,7150669.123
complete,0.5,0.5001,10,N/A,1440,1000,0.536,5.36,7200688.125
complete,0.5,0.5001,10,N/A,1450,1000,0.536,5.36,7250688.205
complete,0.5,0.5001,10,N/A,1460,1000,0.536,5.36,7300688.71
complete,0.5,0.5001,10,N/A,1470,1000,0.536,5.36,7350694.361
complete,0.5,0.5001,10,N/A,1480,1000,0.536,5.36,7400701.576
complete,0.5,0.5001,10,N/A,1490,1000,0.536,5.36,7450713.045
complete,0.5,0.5001,10,N/A,1500,1000,0.536,5.36,7500717.554
complete,0.5,0.5001,10,N/A,1510,1000,0.536,5.36,7550723.461
complete,0.5,0.5001,10,N/A,1520,1000,0.536,5.36,7600730.382
complete,0.5,0.5001,10,N/A,1530,1000,0.536,5.36,7650735.707
complete,0.5,0.5001,10,N/A,1540,1000,0.536,5.36,7700745.019
complete,0.5,0.5001,10,N/A,1550,1000,0.536,5.36,7750740.584
complete,0.5,0.5001,10,N/A,1560,1000,0.536,5.36,7800747.52
complete,0.5,0.5001,10,N/A,1570,1000,0.536,5.36,7850758.619
complete,0.5,0.5001,10,N/A,1580,1000,0.536,5.36,7900753.044
complete,0.5,0.5001,10,N/A,1590,1000,0.536,5.36,7950756.243
complete,0.5,0.5001,10,N/A,1600,1000,0.536,5.36,8000755.556
complete,0.5,0.5001,10,N/A,1610,1000,0.536,5.36,8050760.548
complete,0.5,0.5001,10,N/A,1620,1000,0.536,5.36,8100772.529
complete,0.5,0.5001,10,N/A,1630,1000,0.536,5.36,8150778.311
complete,0.5,0.5001,10,N/A,1640,1000,0.536,5.36,8200773.72
complete,0.5,0.5001,10,N/A,1650,1000,0.536,5.36,8250773.736
complete,0.5,0.5001,10,N/A,1660,1000,0.536,5.36,8300781.623
complete,0.5,0.5001,10,N/A,1670,1000,0.536,5.36,8350788.507
complete,0.5,0.5001,10,N/A,1680,1000,0.536,5.36,8400794.734
complete,0.5,0.5001,10,N/A,1690,1000,0.536,5.36,8450805.074
complete,0.5,0.5001,10,N/A,1700,1000,0.536,5.36,8500813.27
complete,0.5,0.5001,10,N/A,1710,1000,0.536,5.36,8550817.689
complete,0.5,0.5001,10,N/A,1720,1000,0.536,5.36,8600808.985
complete,0.5,0.5001,10,N/A,1730,1000,0.536,5.36,8650808.002
complete,0.5,0.5001,10,N/A,1740,1000,0.536,5.36,8700815.445
complete,0.5,0.5001,10,N/A,1750,1000,0.536,5.36,8750825.732
complete,0.5,0.5001,10,N/A,1760,1000,0.536,5.36,8800828.54
complete,0.5,0.5001,10,N/A,1770,1000,0.536,5.36,8850832.178
complete,0.5,0.5001,10,N/A,1780,1000,0.536,5.36,8900836.059
complete,0.5,0.5001,10,N/A,1790,1000,0.536,5.36,8950833.744
complete,0.5,0.5001,10,N/A,1800,1000,0.537,5.37,9000834.308
complete,0.5,0.5001,10,N/A,1810,1000,0.537,5.37,9050845.003
complete,0.5,0.5001,10,N/A,1820,1000,0.537,5.37,9100852.916
complete,0.5,0.5001,10,N/A,1830,1000,0.537,5.37,9150858.756
complete,0.5,0.5001,10,N/A,1840,1000,0.537,5.37,9200864.298
complete,0.5,0.5001,10,N/A,1850,1000,0.537,5.37,9250873.669
complete,0.5,0.5001,10,N/A,1860,1000,0.537,5.37,9300889.812
complete,0.5,0.5001,10,N/A,1870,1000,0.537,5.37,9350890.025
complete,0.5,0.5001,10,N/A,1880,1000,0.537,5.37,9400896.593
complete,0.5,0.5001,10,N/A,1890,1000,0.537,5.37,9450897.932
complete,0.5,0.5001,10,N/A,1900,1000,0.537,5.37,9500902.096
complete,0.5,0.5001,10,N/A,1910,1000,0.537,5.37,9550903.132
complete,0.5,0.5001,10,N/A,1920,1000,0.537,5.37,9600906.863
complete,0.5,0.5001,10,N/A,1930,1000,0.537,5.37,9650908.078
complete,0.5,0.5001,10,N/A,1940,1000,0.537,5.37,9700912.943
complete,0.5,0.5001,10,N/A,1950,1000,0.537,5.37,9750918.266
complete,0.5,0.5001,10,N/A,1960,1000,0.537,5.37,9800922.888
complete,0.5,0.5001,10,N/A,1970,1000,0.537,5.37,9850924.526
complete,0.5,0.5001,10,N/A,1980,1000,0.537,5.37,9900929.769
complete,0.5,0.5001,10,N/A,1990,1000,0.537,5.37,9950927.905
complete,0.5,0.5001,10,N/A,2000,1000,0.537,5.37,10000934.394
complete,0.5,0.5001,10,N/A,2010,1000,0.537,5.37,10050933.827
complete,0.5,0.5001,10,N/A,2020,1000,0.537,5.37,10100938.171
complete,0.5,0.5001,10,N/A,2030,1000,0.537,5.37,10150941.989
complete,0.5,0.5001,10,N/A,2040,1000,0.537,5.37,10200948.208
complete,0.5,0.5001,10,N/A,2050,1000,0.537,5.37,10250949.675
complete,0.5,0.5001,10,N/A,2060,1000,0.536,5.36,10300950.618
complete,0.5,0.5001,10,N/A,2070,1000,0.536,5.36,10350965.243
complete,0.5,0.5001,10,N/A,2080,1000,0.536,5.36,10400967.323
complete,0.5,0.5001,10,N/A,2090,1000,0.536,5.36,10450976.418
complete,0.5,0.5001,10,N/A,2100,1000,0.536,5.36,10500970.64
complete,0.5,0.5001,10,N/A,2110,1000,0.536,5.36,10550977.253
complete,0.5,0.5001,10,N/A,2120,1000,0.536,5.36,10600977.323
complete,0.5,0.5001,10,N/A,2130,1000,0.536,5.36,10650982.473
complete,0.5,0.5001,10,N/A,2140,1000,0.536,5.36,10700992.008
complete,0.5,0.5001,10,N/A,2150,1000,0.537,5.37,10751011.034
complete,0.5,0.5001,10,N/A,2160,1000,0.537,5.37,10801015.308
complete,0.5,0.5001,10,N/A,2170,1000,0.536,5.36,10851023.366
complete,0.5,0.5001,10,N/A,2180,1000,0.536,5.36,10901026.232
complete,0.5,0.5001,10,N/A,2190,1000,0.536,5.36,10951029.269
complete,0.5,0.5001,10,N/A,2200,1000,0.536,5.36,11001034.388
complete,0.5,0.5001,10,N/A,2210,1000,0.536,5.36,11051033.307
complete,0.5,0.5001,10,N/A,2220,1000,0.536,5.36,11101040.066
complete,0.5,0.5001,10,N/A,2230,1000,0.536,5.36,11151048.201
complete,0.5,0.5001,10,N/A,2240,1000,0.536,5.36,11201053.918
complete,0.5,0.5001,10,N/A,2250,1000,0.536,5.36,11251054.429
complete,0.5,0.5001,10,N/A,2260,1000,0.536,5.36,11301062.846
complete,0.5,0.5001,10,N/A,2270,1000,0.536,5.36,11351075.004
complete,0.5,0.5001,10,N/A,2280,1000,0.536,5.36,11401073.552
complete,0.5,0.5001,10,N/A,2290,1000,0.537,5.37,11451075.122
complete,0.5,0.5001,10,N/A,2300,1000,0.537,5.37,11501084.6
complete,0.5,0.5001,10,N/A,2310,1000,0.537,5.37,11551094.335
complete,0.5,0.5001,10,N/A,2320,1000,0.537,5.37,11601109.234
complete,0.5,0.5001,10,N/A,2330,1000,0.537,5.37,11651109.76
complete,0.5,0.5001,10,N/A,2340,1000,0.537,5.37,11701112.233
complete,0.5,0.5001,10,N/A,2350,1000,0.537,5.37,11751118.753
complete,0.5,0.5001,10,N/A,2360,1000,0.537,5.37,11801125.816
complete,0.5,0.5001,10,N/A,2370,1000,0.537,5.37,11851125.853
complete,0.5,0.5001,10,N/A,2380,1000,0.537,5.37,11901125.186
complete,0.5,0.5001,10,N/A,2390,1000,0.537,5.37,11951123.481
complete,0.5,0.5001,10,N/A,2400,1000,0.537,5.37,12001134.452
complete,0.5,0.5001,10,N/A,2410,1000,0.537,5.37,12051133.493
complete,0.5,0.5001,10,N/A,2420,1000,0.537,5.37,12101131.541
complete,0.5,0.5001,10,N/A,2430,1000,0.537,5.37,12151139.525
complete,0.5,0.5001,10,N/A,2440,1000,0.537,5.37,12201141.127
complete,0.5,0.5001,10,N/A,2450,1000,0.537,5.37,12251148.653
complete,0.5,0.5001,10,N/A,2460,1000,0.537,5.37,12301153.379
complete,0.5,0.5001,10,N/A,2470,1000,0.537,5.37,12351146.339
complete,0.5,0.5001,10,N/A,2480,1000,0.537,5.37,12401152.15
complete,0.5,0.5001,10,N/A,2490,1000,0.537,5.37,12451152.953
complete,0.5,0.5001,10,N/A,2500,1000,0.537,5.37,12501163.621
complete,0.5,0.5001,10,N/A,2510,1000,0.537,5.37,12551172.356
complete,0.5,0.5001,10,N/A,2520,1000,0.537,5.37,12601185.32
complete,0.5,0.5001,10,N/A,2530,1000,0.537,5.37,12651195.213
complete,0.5,0.5001,10,N/A,2540,1000,0.537,5.37,12701202.407
complete,0.5,0.5001,10,N/A,2550,1000,0.537,5.37,12751216.278
complete,0.5,0.5001,10,N/A,2560,1000,0.537,5.37,12801220.54
complete,0.5,0.5001,10,N/A,2570,1000,0.537,5.37,12851226.115
complete,0.5,0.5001,10,N/A,2580,1000,0.537,5.37,12901241.406
complete,0.5,0.5001,10,N/A,2590,1000,0.537,5.37,12951238.96
complete,0.5,0.5001,10,N/A,2600,1000,0.537,5.37,13001251.352
complete,0.5,0.5001,10,N/A,2610,1000,0.537,5.37,13051256.967
complete,0.5,0.5001,10,N/A,2620,1000,0.537,5.37,13101263.175
complete,0.5,0.5001,10,N/A,2630,1000,0.537,5.37,13151267.882
complete,0.5,0.5001,10,N/A,2640,1000,0.537,5.37,13201271.831
complete,0.5,0.5001,10,N/A,2650,1000,0.537,5.37,13251280.686
complete,0.5,0.5001,10,N/A,2660,1000,0.537,5.37,13301288.623
complete,0.5,0.5001,10,N/A,2670,1000,0.537,5.37,13351311.815
complete,0.5,0.5001,10,N/A,2680,1000,0.537,5.37,13401312.122
complete,0.5,0.5001,10,N/A,2690,1000,0.537,5.37,13451322.284
complete,0.5,0.5001,10,N/A,2700,1000,0.537,5.37,13501324.708
complete,0.5,0.5001,10,N/A,2710,1000,0.537,5.37,13551332.468
complete,0.5,0.5001,10,N/A,2720,1000,0.537,5.37,13601340.312
complete,0.5,0.5001,10,N/A,2730,1000,0.537,5.37,13651347.01
complete,0.5,0.5001,10,N/A,2740,1000,0.537,5.37,13701350.333
complete,0.5,0.5001,10,N/A,2750,1000,0.537,5.37,13751352.355
complete,0.5,0.5001,10,N/A,2760,1000,0.536,5.36,13801362.918
complete,0.5,0.5001,10,N/A,2770,1000,0.537,5.37,13851362.155
complete,0.5,0.5001,10,N/A,2780,1000,0.537,5.37,13901376.726
complete,0.5,0.5001,10,N/A,2790,1000,0.537,5.37,13951382.672
complete,0.5,0.5001,10,N/A,2800,1000,0.537,5.37,14001389.447
complete,0.5,0.5001,10,N/A,2810,1000,0.537,5.37,14051400.521
complete,0.5,0.5001,10,N/A,2820,1000,0.537,5.37,14101408.147
complete,0.5,0.5001,10,N/A,2830,1000,0.537,5.37,14151416.86
complete,0.5,0.5001,10,N/A,2840,1000,0.537,5.37,14201423.685
complete,0.5,0.5001,10,N/A,2850,1000,0.537,5.37,14251431.089
complete,0.5,0.5001,10,N/A,2860,1000,0.537,5.37,14301432.636
complete,0.5,0.5001,10,N/A,2870,1000,0.537,5.37,14351441.53
complete,0.5,0.5001,10,N/A,2880,1000,0.537,5.37,14401442.659
complete,0.5,0.5001,10,N/A,2890,1000,0.537,5.37,14451439.112
complete,0.5,0.5001,10,N/A,2900,1000,0.537,5.37,14501441.871
complete,0.5,0.5001,10,N/A,2910,1000,0.537,5.37,14551448.23
complete,0.5,0.5001,10,N/A,2920,1000,0.537,5.37,14601453.536
complete,0.5,0.5001,10,N/A,2930,1000,0.537,5.37,14651459.252
complete,0.5,0.5001,10,N/A,2940,1000,0.537,5.37,14701462.308
complete,0.5,0.5001,10,N/A,2950,1000,0.537,5.37,14751464.832
complete,0.5,0.5001,10,N/A,2960,1000,0.537,5.37,14801480.889
complete,0.5,0.5001,10,N/A,2970,1000,0.537,5.37,14851478.768
complete,0.5,0.5001,10,N/A,2980,1000,0.537,5.37,14901486.07
complete,0.5,0.5001,10,N/A,2990,1000,0.537,5.37,14951488.05
complete,0.5,0.5001,10,N/A,3000,1000,0.537,5.37,15001496.162
complete,0.5,0.5001,10,N/A,3010,1000,0.537,5.37,15051499.481
complete,0.5,0.5001,10,N/A,3020,1000,0.537,5.37,15101499.775
complete,0.5,0.5001,10,N/A,3030,1000,0.537,5.37,15151495.654
complete,0.5,0.5001,10,N/A,3040,1000,0.537,5.37,15201503.831
complete,0.5,0.5001,10,N/A,3050,1000,0.537,5.37,15251501.983
complete,0.5,0.5001,10,N/A,3060,1000,0.537,5.37,15301514.139
complete,0.5,0.5001,10,N/A,3070,1000,0.537,5.37,15351525.766
complete,0.5,0.5001,10,N/A,3080,1000,0.537,5.37,15401530.947
complete,0.5,0.5001,10,N/A,3090,1000,0.537,5.37,15451535.565
complete,0.5,0.5001,10,N/A,3100,1000,0.537,5.37,15501550.467
complete,0.5,0.5001,10,N/A,3110,1000,0.537,5.37,15551557.26
complete,0.5,0.5001,10,N/A,3120,1000,0.537,5.37,15601554.023
complete,0.5,0.5001,10,N/A,3130,1000,0.537,5.37,15651566.924
complete,0.5,0.5001,10,N/A,3140,1000,0.537,5.37,15701575.126
complete,0.5,0.5001,10,N/A,3150,1000,0.537,5.37,15751574.258
complete,0.5,0.5001,10,N/A,3160,1000,0.537,5.37,15801587.284
complete,0.5,0.5001,10,N/A,3170,1000,0.537,5.37,15851592.23
complete,0.5,0.5001,10,N/A,3180,1000,0.537,5.37,15901601.236
complete,0.5,0.5001,10,N/A,3190,1000,0.537,5.37,15951606.001
complete,0.5,0.5001,10,N/A,3200,1000,0.537,5.37,16001605.511
complete,0.5,0.5001,10,N/A,3210,1000,0.537,5.37,16051620.398
complete,0.5,0.5001,10,N/A,3220,1000,0.537,5.37,16101633.179
complete,0.5,0.5001,10,N/A,3230,1000,0.537,5.37,16151639.043
complete,0.5,0.5001,10,N/A,3240,1000,0.537,5.37,16201650.166
complete,0.5,0.5001,10,N/A,3250,1000,0.537,5.37,16251657.669
complete,0.5,0.5001,10,N/A,3260,1000,0.537,5.37,16301660.913
complete,0.5,0.5001,10,N/A,3270,1000,0.536,5.36,16351663.282
complete,0.5,0.5001,10,N/A,3280,1000,0.536,5.36,16401666.687
complete,0.5,0.5001,10,N/A,3290,1000,0.536,5.36,16451666.912
complete,0.5,0.5001,10,N/A,3300,1000,0.536,5.36,16501674.854
complete,0.5,0.5001,10,N/A,3310,1000,0.536,5.36,16551683.611
complete,0.5,0.5001,10,N/A,3320,1000,0.536,5.36,16601684.134
complete,0.5,0.5001,10,N/A,3330,1000,0.536,5.36,16651688.142
complete,0.5,0.5001,10,N/A,3340,1000,0.536,5.36,16701691.669
complete,0.5,0.5001,10,N/A,3350,1000,0.536,5.36,16751705.91
complete,0.5,0.5001,10,N/A,3360,1000,0.536,5.36,16801710.053
complete,0.5,0.5001,10,N/A,3370,1000,0.536,5.36,16851719.943
complete,0.5,0.5001,10,N/A,3380,1000,0.536,5.36,16901729.823
complete,0.5,0.5001,10,N/A,3390,1000,0.536,5.36,16951735.724
complete,0.5,0.5001,10,N/A,3400,1000,0.536,5.36,17001738.672
complete,0.5,0.5001,10,N/A,3410,1000,0.536,5.36,17051747.766
complete,0.5,0.5001,10,N/A,3420,1000,0.536,5.36,17101757.372
complete,0.5,0.5001,10,N/A,3430,1000,0.536,5.36,17151769.38
complete,0.5,0.5001,10,N/A,3440,1000,0.536,5.36,17201775.869
complete,0.5,0.5001,10,N/A,3450,1000,0.536,5.36,17251783.652
complete,0.5,0.5001,10,N/A,3460,1000,0.536,5.36,17301790.539
complete,0.5,0.5001,10,N/A,3470,1000,0.536,5.36,17351792.982
complete,0.5,0.5001,10,N/A,3480,1000,0.536,5.36,17401804.673
complete,0.5,0.5001,10,N/A,3490,1000,0.536,5.36,17451811.699
complete,0.5,0.5001,10,N/A,3500,1000,0.536,5.36,17501809.927
complete,0.5,0.5001,10,N/A,3510,1000,0.536,5.36,17551819.696
complete,0.5,0.5001,10,N/A,3520,1000,0.536,5.36,17601829.945
complete,0.5,0.5001,10,N/A,3530,1000,0.536,5.36,17651822.915
complete,0.5,0.5001,10,N/A,3540,1000,0.536,5.36,17701828.441
complete,0.5,0.5001,10,N/A,3550,1000,0.536,5.36,17751830.833
complete,0.5,0.5001,10,N/A,3560,1000,0.536,5.36,17801836.171
complete,0.5,0.5001,10,N/A,3570,1000,0.536,5.36,17851853.621
complete,0.5,0.5001,10,N/A,3580,1000,0.536,5.36,17901860.242
complete,0.5,0.5001,10,N/A,3590,1000,0.536,5.36,17951868.551
complete,0.5,0.5001,10,N/A,3600,1000,0.536,5.36,18001877.192
complete,0.5,0.5001,10,N/A,3610,1000,0.536,5.36,18051879.28
complete,0.5,0.5001,10,N/A,3620,1000,0.536,5.36,18101885.651
complete,0.5,0.5001,10,N/A,3630,1000,0.536,5.36,18151894.728
complete,0.5,0.5001,10,N/A,3640,1000,0.536,5.36,18201893.185
complete,0.5,0.5001,10,N/A,3650,1000,0.536,5.36,18251894.88
complete,0.5,0.5001,10,N/A,3660,1000,0.536,5.36,18301893.996
complete,0.5,0.5001,10,N/A,3670,1000,0.536,5.36,18351902.723
complete,0.5,0.5001,10,N/A,3680,1000,0.536,5.36,18401909.148
complete,0.5,0.5001,10,N/A,3690,1000,0.536,5.36,18451918.98
complete,0.5,0.5001,10,N/A,3700,1000,0.536,5.36,18501929.913
