network_structure,ps[0],ps[1],num_agents,default,n_steps,n_runs,success_convergence_rate,individuals_converged,total_successful_pulls
complete,0.5,0.5002,10,N/A,130,1000,0.503,5.03,6501144.23
complete,0.5,0.5002,10,N/A,140,1000,0.502,5.02,7001228.83
complete,0.5,0.5002,10,N/A,150,1000,0.502,5.02,7501355.49
complete,0.5,0.5002,10,N/A,160,1000,0.503,5.03,8001530.87
complete,0.5,0.5002,10,N/A,170,1000,0.504,5.04,8501601.38
complete,0.5,0.5002,10,N/A,180,1000,0.503,5.03,9001717.76
complete,0.5,0.5002,10,N/A,190,1000,0.504,5.04,9501719.74
complete,0.5,0.5002,10,N/A,200,1000,0.506,5.06,10001827.75
complete,0.5,0.5002,10,N/A,210,1000,0.504,5.04,10501969.65
complete,0.5,0.5002,10,N/A,220,1000,0.503,5.03,11002041.85
complete,0.5,0.5002,10,N/A,230,1000,0.503,5.03,11502163.52
complete,0.5,0.5002,10,N/A,240,1000,0.502,5.02,12002281.1
complete,0.5,0.5002,10,N/A,250,1000,0.502,5.02,12502466.09
complete,0.5,0.5002,10,N/A,260,1000,0.505,5.05,13002575.41
complete,0.5,0.5002,10,N/A,270,1000,0.504,5.04,13502687.9
complete,0.5,0.5002,10,N/A,280,1000,0.504,5.04,14002857.82
complete,0.5,0.5002,10,N/A,290,1000,0.504,5.04,14502868.86
complete,0.5,0.5002,10,N/A,300,1000,0.504,5.04,15002940.36
complete,0.5,0.5002,10,N/A,310,1000,0.504,5.04,15503055.53
complete,0.5,0.5002,10,N/A,320,1000,0.504,5.04,16003170.9
complete,0.5,0.5002,10,N/A,330,1000,0.504,5.04,16503273.1
complete,0.5,0.5002,10,N/A,340,1000,0.504,5.04,17003368.27
complete,0.5,0.5002,10,N/A,350,1000,0.504,5.04,17503415.32
complete,0.5,0.5002,10,N/A,360,1000,0.505,5.05,18003565.31
complete,0.5,0.5002,10,N/A,370,1000,0.505,5.05,18503665.12
complete,0.5,0.5002,10,N/A,380,1000,0.503,5.03,19003732.77
complete,0.5,0.5002,10,N/A,390,1000,0.504,5.04,19503827.6
complete,0.5,0.5002,10,N/A,400,1000,0.504,5.04,20003915.28
complete,0.5,0.5002,10,N/A,410,1000,0.504,5.04,20503937.17
complete,0.5,0.5002,10,N/A,420,1000,0.504,5.04,21004087.47
complete,0.5,0.5002,10,N/A,430,1000,0.505,5.05,21504160.94
complete,0.5,0.5002,10,N/A,440,1000,0.504,5.04,22004197.75
complete,0.5,0.5002,10,N/A,450,1000,0.504,5.04,22504285.38
complete,0.5,0.5002,10,N/A,460,1000,0.503,5.03,23004384.21
complete,0.5,0.5002,10,N/A,470,1000,0.504,5.04,23504437.96
complete,0.5,0.5002,10,N/A,480,1000,0.503,5.03,24004592.27
complete,0.5,0.5002,10,N/A,490,1000,0.503,5.03,24504604.96
complete,0.5,0.5002,10,N/A,500,1000,0.504,5.04,25004686.13
complete,0.5,0.5002,10,N/A,510,1000,0.504,5.04,25504794.15
complete,0.5,0.5002,10,N/A,520,1000,0.504,5.04,26004828.96
complete,0.5,0.5002,10,N/A,530,1000,0.504,5.04,26504929.03
complete,0.5,0.5002,10,N/A,540,1000,0.504,5.04,27005026.11
complete,0.5,0.5002,10,N/A,550,1000,0.505,5.05,27505111.1
complete,0.5,0.5002,10,N/A,560,1000,0.503,5.03,28005253.33
complete,0.5,0.5002,10,N/A,570,1000,0.503,5.03,28505392.06
complete,0.5,0.5002,10,N/A,580,1000,0.504,5.04,29005459.92
complete,0.5,0.5002,10,N/A,590,1000,0.504,5.04,29505599.87
complete,0.5,0.5002,10,N/A,600,1000,0.504,5.04,30005666.71
complete,0.5,0.5002,10,N/A,610,1000,0.505,5.05,30505799.5
complete,0.5,0.5002,10,N/A,620,1000,0.504,5.04,31005834.09
complete,0.5,0.5002,10,N/A,630,1000,0.505,5.05,31505995.36
complete,0.5,0.5002,10,N/A,640,1000,0.505,5.05,32006176.98
complete,0.5,0.5002,10,N/A,650,1000,0.504,5.04,32506256.35
complete,0.5,0.5002,10,N/A,660,1000,0.503,5.03,33006441.12
complete,0.5,0.5002,10,N/A,670,1000,0.503,5.03,33506616.53
complete,0.5,0.5002,10,N/A,680,1000,0.505,5.05,34006676.78
complete,0.5,0.5002,10,N/A,690,1000,0.503,5.03,34506661.35
complete,0.5,0.5002,10,N/A,700,1000,0.503,5.03,35006824.92
complete,0.5,0.5002,10,N/A,710,1000,0.503,5.03,35506988.74
complete,0.5,0.5002,10,N/A,720,1000,0.503,5.03,36007159.39
complete,0.5,0.5002,10,N/A,730,1000,0.502,5.02,36507306.66
complete,0.5,0.5002,10,N/A,740,1000,0.502,5.02,37007454.06
complete,0.5,0.5002,10,N/A,750,1000,0.503,5.03,37507561.62
complete,0.5,0.5002,10,N/A,760,1000,0.504,5.04,38007685.07
complete,0.5,0.5002,10,N/A,770,1000,0.504,5.04,38507760.27
complete,0.5,0.5002,10,N/A,780,1000,0.504,5.04,39007857.34
complete,0.5,0.5002,10,N/A,790,1000,0.504,5.04,39507960.67
complete,0.5,0.5002,10,N/A,800,1000,0.504,5.04,40008058.35
complete,0.5,0.5002,10,N/A,810,1000,0.504,5.04,40508143.94
complete,0.5,0.5002,10,N/A,820,1000,0.504,5.04,41008194.53
complete,0.5,0.5002,10,N/A,830,1000,0.504,5.04,41508258.29
complete,0.5,0.5002,10,N/A,840,1000,0.504,5.04,42008387.83
complete,0.5,0.5002,10,N/A,850,1000,0.504,5.04,42508522.6
complete,0.5,0.5002,10,N/A,860,1000,0.504,5.04,43008658.13
complete,0.5,0.5002,10,N/A,870,1000,0.504,5.04,43508833.19
complete,0.5,0.5002,10,N/A,880,1000,0.504,5.04,44008883.7
complete,0.5,0.5002,10,N/A,890,1000,0.504,5.04,44509009.44
complete,0.5,0.5002,10,N/A,900,1000,0.504,5.04,45009149.53
complete,0.5,0.5002,10,N/A,910,1000,0.504,5.04,45509278.25
complete,0.5,0.5002,10,N/A,920,1000,0.504,5.04,46009395.85
complete,0.5,0.5002,10,N/A,930,1000,0.504,5.04,46509492.7
complete,0.5,0.5002,10,N/A,940,1000,0.504,5.04,47009617.89
complete,0.5,0.5002,10,N/A,950,1000,0.504,5.04,47509727.61
complete,0.5,0.5002,10,N/A,960,1000,0.504,5.04,48009816.58
complete,0.5,0.5002,10,N/A,970,1000,0.504,5.04,48509999.7
complete,0.5,0.5002,10,N/A,980,1000,0.504,5.04,49010108.48
complete,0.5,0.5002,10,N/A,990,1000,0.504,5.04,49510203.56
complete,0.5,0.5002,10,N/A,1000,1000,0.504,5.04,50010263.51
complete,0.5,0.5002,10,N/A,1010,1000,0.504,5.04,50510402.56
complete,0.5,0.5002,10,N/A,1020,1000,0.504,5.04,51010514.13
complete,0.5,0.5002,10,N/A,1030,1000,0.504,5.04,51510609.95
complete,0.5,0.5002,10,N/A,1040,1000,0.504,5.04,52010761.83
complete,0.5,0.5002,10,N/A,1050,1000,0.504,5.04,52510881.36
complete,0.5,0.5002,10,N/A,1060,1000,0.504,5.04,53010985.42
complete,0.5,0.5002,10,N/A,1070,1000,0.504,5.04,53511091.21
complete,0.5,0.5002,10,N/A,1080,1000,0.504,5.04,54011189.91
complete,0.5,0.5002,10,N/A,1090,1000,0.504,5.04,54511262.38
complete,0.5,0.5002,10,N/A,1100,1000,0.504,5.04,55011430.06
complete,0.5,0.5002,10,N/A,1110,1000,0.504,5.04,55511523.16
complete,0.5,0.5002,10,N/A,1120,1000,0.504,5.04,56011561.88
complete,0.5,0.5002,10,N/A,1130,1000,0.504,5.04,56511660.54
complete,0.5,0.5002,10,N/A,1140,1000,0.504,5.04,57011731.13
complete,0.5,0.5002,10,N/A,1150,1000,0.504,5.04,57511855.55
complete,0.5,0.5002,10,N/A,1160,1000,0.504,5.04,58011938.66
complete,0.5,0.5002,10,N/A,1170,1000,0.504,5.04,58511976.19
complete,0.5,0.5002,10,N/A,1180,1000,0.505,5.05,59012044.01
complete,0.5,0.5002,10,N/A,1190,1000,0.505,5.05,59512164.84
complete,0.5,0.5002,10,N/A,1200,1000,0.505,5.05,60012158.27
complete,0.5,0.5002,10,N/A,1210,1000,0.504,5.04,60512282.45
complete,0.5,0.5002,10,N/A,1220,1000,0.504,5.04,61012309.66
complete,0.5,0.5002,10,N/A,1230,1000,0.504,5.04,61512379.76
complete,0.5,0.5002,10,N/A,1240,1000,0.504,5.04,62012560.0
complete,0.5,0.5002,10,N/A,1250,1000,0.504,5.04,62512789.61
complete,0.5,0.5002,10,N/A,1260,1000,0.504,5.04,63012867.89
complete,0.5,0.5002,10,N/A,1270,1000,0.504,5.04,63512968.4
complete,0.5,0.5002,10,N/A,1280,1000,0.504,5.04,64013051.97
complete,0.5,0.5002,10,N/A,1290,1000,0.504,5.04,64513237.89
complete,0.5,0.5002,10,N/A,1300,1000,0.504,5.04,65013391.05
complete,0.5,0.5002,10,N/A,1310,1000,0.504,5.04,65513524.81
complete,0.5,0.5002,10,N/A,1320,1000,0.504,5.04,66013564.84
complete,0.5,0.5002,10,N/A,1330,1000,0.504,5.04,66513659.59
complete,0.5,0.5002,10,N/A,1340,1000,0.504,5.04,67013792.53
complete,0.5,0.5002,10,N/A,1350,1000,0.504,5.04,67514003.79
complete,0.5,0.5002,10,N/A,1360,1000,0.504,5.04,68014084.4
complete,0.5,0.5002,10,N/A,1370,1000,0.504,5.04,68514174.1
complete,0.5,0.5002,10,N/A,1380,1000,0.504,5.04,69014249.14
complete,0.5,0.5002,10,N/A,1390,1000,0.504,5.04,69514376.49
complete,0.5,0.5002,10,N/A,1400,1000,0.504,5.04,70014447.46
complete,0.5,0.5002,10,N/A,1410,1000,0.504,5.04,70514564.84
complete,0.5,0.5002,10,N/A,1420,1000,0.504,5.04,71014725.32
complete,0.5,0.5002,10,N/A,1430,1000,0.505,5.05,71514817.98
complete,0.5,0.5002,10,N/A,1440,1000,0.505,5.05,72014978.07
complete,0.5,0.5002,10,N/A,1450,1000,0.504,5.04,72515132.19
complete,0.5,0.5002,10,N/A,1460,1000,0.504,5.04,73015166.68
complete,0.5,0.5002,10,N/A,1470,1000,0.505,5.05,73515277.86
complete,0.5,0.5002,10,N/A,1480,1000,0.505,5.05,74015362.89
complete,0.5,0.5002,10,N/A,1490,1000,0.505,5.05,74515474.53
complete,0.5,0.5002,10,N/A,1500,1000,0.505,5.05,75015574.46
complete,0.5,0.5002,10,N/A,1510,1000,0.505,5.05,75515715.23
complete,0.5,0.5002,10,N/A,1520,1000,0.505,5.05,76015788.52
complete,0.5,0.5002,10,N/A,1530,1000,0.505,5.05,76515841.32
complete,0.5,0.5002,10,N/A,1540,1000,0.505,5.05,77015964.01
complete,0.5,0.5002,10,N/A,1550,1000,0.505,5.05,77516117.18
complete,0.5,0.5002,10,N/A,1560,1000,0.505,5.05,78016321.73
complete,0.5,0.5002,10,N/A,1570,1000,0.505,5.05,78516424.54
complete,0.5,0.5002,10,N/A,1580,1000,0.505,5.05,79016631.52
complete,0.5,0.5002,10,N/A,1590,1000,0.505,5.05,79516726.16
complete,0.5,0.5002,10,N/A,1600,1000,0.505,5.05,80016887.12
complete,0.5,0.5002,10,N/A,1610,1000,0.505,5.05,80516953.64
complete,0.5,0.5002,10,N/A,1620,1000,0.505,5.05,81017091.75
complete,0.5,0.5002,10,N/A,1630,1000,0.505,5.05,81517180.88
complete,0.5,0.5002,10,N/A,1640,1000,0.505,5.05,82017248.51
complete,0.5,0.5002,10,N/A,1650,1000,0.504,5.04,82517409.99
complete,0.5,0.5002,10,N/A,1660,1000,0.505,5.05,83017549.52
complete,0.5,0.5002,10,N/A,1670,1000,0.505,5.05,83517656.44
complete,0.5,0.5002,10,N/A,1680,1000,0.505,5.05,84017708.18
complete,0.5,0.5002,10,N/A,1690,1000,0.505,5.05,84517768.69
complete,0.5,0.5002,10,N/A,1700,1000,0.505,5.05,85017848.47
complete,0.5,0.5002,10,N/A,1710,1000,0.505,5.05,85517934.92
complete,0.5,0.5002,10,N/A,1720,1000,0.505,5.05,86018056.51
complete,0.5,0.5002,10,N/A,1730,1000,0.505,5.05,86518193.4
complete,0.5,0.5002,10,N/A,1740,1000,0.505,5.05,87018251.33
complete,0.5,0.5002,10,N/A,1750,1000,0.505,5.05,87518302.5
complete,0.5,0.5002,10,N/A,1760,1000,0.505,5.05,88018504.87
complete,0.5,0.5002,10,N/A,1770,1000,0.505,5.05,88518597.53
complete,0.5,0.5002,10,N/A,1780,1000,0.505,5.05,89018767.14
complete,0.5,0.5002,10,N/A,1790,1000,0.505,5.05,89518806.32
complete,0.5,0.5002,10,N/A,1800,1000,0.505,5.05,90018979.2
complete,0.5,0.5002,10,N/A,1810,1000,0.505,5.05,90519081.77
complete,0.5,0.5002,10,N/A,1820,1000,0.505,5.05,91019240.42
complete,0.5,0.5002,10,N/A,1830,1000,0.505,5.05,91519340.12
complete,0.5,0.5002,10,N/A,1840,1000,0.505,5.05,92019393.53
complete,0.5,0.5002,10,N/A,1850,1000,0.505,5.05,92519495.4
complete,0.5,0.5002,10,N/A,1860,1000,0.505,5.05,93019600.36
complete,0.5,0.5002,10,N/A,1870,1000,0.505,5.05,93519731.65
complete,0.5,0.5002,10,N/A,1880,1000,0.505,5.05,94019946.03
complete,0.5,0.5002,10,N/A,1890,1000,0.505,5.05,94520061.0
complete,0.5,0.5002,10,N/A,1900,1000,0.505,5.05,95020123.58
complete,0.5,0.5002,10,N/A,1910,1000,0.505,5.05,95520103.82
complete,0.5,0.5002,10,N/A,1920,1000,0.505,5.05,96020278.05
complete,0.5,0.5002,10,N/A,1930,1000,0.505,5.05,96520339.03
complete,0.5,0.5002,10,N/A,1940,1000,0.505,5.05,97020431.98
complete,0.5,0.5002,10,N/A,1950,1000,0.505,5.05,97520485.93
complete,0.5,0.5002,10,N/A,1960,1000,0.505,5.05,98020567.59
complete,0.5,0.5002,10,N/A,1970,1000,0.505,5.05,98520651.49
complete,0.5,0.5002,10,N/A,1980,1000,0.505,5.05,99020787.9
complete,0.5,0.5002,10,N/A,1990,1000,0.505,5.05,99520883.23
complete,0.5,0.5002,10,N/A,2000,1000,0.505,5.05,100020934.67
complete,0.5,0.5002,10,N/A,2010,1000,0.505,5.05,100520996.81
complete,0.5,0.5002,10,N/A,2020,1000,0.505,5.05,101021013.32
complete,0.5,0.5002,10,N/A,2030,1000,0.505,5.05,101521119.46
complete,0.5,0.5002,10,N/A,2040,1000,0.505,5.05,102021227.66
complete,0.5,0.5002,10,N/A,2050,1000,0.505,5.05,102521242.19
complete,0.5,0.5002,10,N/A,2060,1000,0.505,5.05,103021359.7
complete,0.5,0.5002,10,N/A,2070,1000,0.505,5.05,103521498.42
complete,0.5,0.5002,10,N/A,2080,1000,0.505,5.05,104021608.82
complete,0.5,0.5002,10,N/A,2090,1000,0.505,5.05,104521754.72
complete,0.5,0.5002,10,N/A,2100,1000,0.505,5.05,105021944.22
complete,0.5,0.5002,10,N/A,2110,1000,0.505,5.05,105522085.92
complete,0.5,0.5002,10,N/A,2120,1000,0.505,5.05,106022148.07
complete,0.5,0.5002,10,N/A,2130,1000,0.505,5.05,106522335.29
complete,0.5,0.5002,10,N/A,2140,1000,0.505,5.05,107022395.54
complete,0.5,0.5002,10,N/A,2150,1000,0.505,5.05,107522472.94
complete,0.5,0.5002,10,N/A,2160,1000,0.505,5.05,108022586.97
complete,0.5,0.5002,10,N/A,2170,1000,0.505,5.05,108522652.71
complete,0.5,0.5002,10,N/A,2180,1000,0.505,5.05,109022706.91
complete,0.5,0.5002,10,N/A,2190,1000,0.505,5.05,109522804.77
complete,0.5,0.5002,10,N/A,2200,1000,0.505,5.05,110022902.9
complete,0.5,0.5002,10,N/A,2210,1000,0.505,5.05,110522904.07
complete,0.5,0.5002,10,N/A,2220,1000,0.505,5.05,111023038.41
complete,0.5,0.5002,10,N/A,2230,1000,0.505,5.05,111523138.11
complete,0.5,0.5002,10,N/A,2240,1000,0.505,5.05,112023188.78
complete,0.5,0.5002,10,N/A,2250,1000,0.505,5.05,112523279.86
complete,0.5,0.5002,10,N/A,2260,1000,0.505,5.05,113023430.41
complete,0.5,0.5002,10,N/A,2270,1000,0.505,5.05,113523548.38
complete,0.5,0.5002,10,N/A,2280,1000,0.505,5.05,114023562.86
complete,0.5,0.5002,10,N/A,2290,1000,0.505,5.05,114523613.06
complete,0.5,0.5002,10,N/A,2300,1000,0.505,5.05,115023620.82
complete,0.5,0.5002,10,N/A,2310,1000,0.505,5.05,115523657.9
complete,0.5,0.5002,10,N/A,2320,1000,0.505,5.05,116023795.47
complete,0.5,0.5002,10,N/A,2330,1000,0.505,5.05,116523883.56
complete,0.5,0.5002,10,N/A,2340,1000,0.505,5.05,117023977.7
complete,0.5,0.5002,10,N/A,2350,1000,0.505,5.05,117524031.45
complete,0.5,0.5002,10,N/A,2360,1000,0.505,5.05,118024193.4
complete,0.5,0.5002,10,N/A,2370,1000,0.505,5.05,118524320.95
complete,0.5,0.5002,10,N/A,2380,1000,0.505,5.05,119024438.79
complete,0.5,0.5002,10,N/A,2390,1000,0.505,5.05,119524393.99
complete,0.5,0.5002,10,N/A,2400,1000,0.505,5.05,120024532.63
complete,0.5,0.5002,10,N/A,2410,1000,0.505,5.05,120524619.61
complete,0.5,0.5002,10,N/A,2420,1000,0.505,5.05,121024681.54
complete,0.5,0.5002,10,N/A,2430,1000,0.505,5.05,121524846.4
complete,0.5,0.5002,10,N/A,2440,1000,0.505,5.05,122024906.53
complete,0.5,0.5002,10,N/A,2450,1000,0.505,5.05,122524955.03
complete,0.5,0.5002,10,N/A,2460,1000,0.505,5.05,123025018.77
complete,0.5,0.5002,10,N/A,2470,1000,0.505,5.05,123525147.54
complete,0.5,0.5002,10,N/A,2480,1000,0.505,5.05,124025299.09
complete,0.5,0.5002,10,N/A,2490,1000,0.505,5.05,124525293.65
complete,0.5,0.5002,10,N/A,2500,1000,0.505,5.05,125025325.55
complete,0.5,0.5002,10,N/A,2510,1000,0.505,5.05,125525371.64
complete,0.5,0.5002,10,N/A,2520,1000,0.505,5.05,126025484.0
complete,0.5,0.5002,10,N/A,2530,1000,0.505,5.05,126525649.13
complete,0.5,0.5002,10,N/A,2540,1000,0.505,5.05,127025702.99
complete,0.5,0.5002,10,N/A,2550,1000,0.505,5.05,127525748.24
complete,0.5,0.5002,10,N/A,2560,1000,0.505,5.05,128025917.51
complete,0.5,0.5002,10,N/A,2570,1000,0.505,5.05,128526073.06
complete,0.5,0.5002,10,N/A,2580,1000,0.505,5.05,129026171.93
complete,0.5,0.5002,10,N/A,2590,1000,0.505,5.05,129526216.87
complete,0.5,0.5002,10,N/A,2600,1000,0.505,5.05,130026316.04
complete,0.5,0.5002,10,N/A,2610,1000,0.505,5.05,130526357.08
complete,0.5,0.5002,10,N/A,2620,1000,0.505,5.05,131026477.4
complete,0.5,0.5002,10,N/A,2630,1000,0.505,5.05,131526542.92
complete,0.5,0.5002,10,N/A,2640,1000,0.505,5.05,132026624.71
complete,0.5,0.5002,10,N/A,2650,1000,0.505,5.05,132526725.56
complete,0.5,0.5002,10,N/A,2660,1000,0.505,5.05,133026837.0
complete,0.5,0.5002,10,N/A,2670,1000,0.505,5.05,133526934.56
complete,0.5,0.5002,10,N/A,2680,1000,0.505,5.05,134027043.58
complete,0.5,0.5002,10,N/A,2690,1000,0.505,5.05,134527078.3
complete,0.5,0.5002,10,N/A,2700,1000,0.505,5.05,135027141.59
complete,0.5,0.5002,10,N/A,2710,1000,0.505,5.05,135527156.27
complete,0.5,0.5002,10,N/A,2720,1000,0.505,5.05,136027212.34
complete,0.5,0.5002,10,N/A,2730,1000,0.505,5.05,136527329.44
complete,0.5,0.5002,10,N/A,2740,1000,0.505,5.05,137027364.16
complete,0.5,0.5002,10,N/A,2750,1000,0.505,5.05,137527459.75
complete,0.5,0.5002,10,N/A,2760,1000,0.505,5.05,138027521.56
complete,0.5,0.5002,10,N/A,2770,1000,0.505,5.05,138527585.36
complete,0.5,0.5002,10,N/A,2780,1000,0.505,5.05,139027683.74
complete,0.5,0.5002,10,N/A,2790,1000,0.505,5.05,139527807.72
complete,0.5,0.5002,10,N/A,2800,1000,0.505,5.05,140027831.85
complete,0.5,0.5002,10,N/A,2810,1000,0.505,5.05,140527970.32
complete,0.5,0.5002,10,N/A,2820,1000,0.505,5.05,141028123.33
complete,0.5,0.5002,10,N/A,2830,1000,0.505,5.05,141528138.52
complete,0.5,0.5002,10,N/A,2840,1000,0.505,5.05,142028240.86
complete,0.5,0.5002,10,N/A,2850,1000,0.505,5.05,142528440.06
complete,0.5,0.5002,10,N/A,2860,1000,0.505,5.05,143028558.29
complete,0.5,0.5002,10,N/A,2870,1000,0.505,5.05,143528615.54
complete,0.5,0.5002,10,N/A,2880,1000,0.505,5.05,144028673.84
complete,0.5,0.5002,10,N/A,2890,1000,0.505,5.05,144528733.8
complete,0.5,0.5002,10,N/A,2900,1000,0.505,5.05,145028825.24
complete,0.5,0.5002,10,N/A,2910,1000,0.505,5.05,145528908.88
complete,0.5,0.5002,10,N/A,2920,1000,0.505,5.05,146029024.5
complete,0.5,0.5002,10,N/A,2930,1000,0.505,5.05,146529230.04
complete,0.5,0.5002,10,N/A,2940,1000,0.505,5.05,147029301.76
complete,0.5,0.5002,10,N/A,2950,1000,0.505,5.05,147529378.11
complete,0.5,0.5002,10,N/A,2960,1000,0.505,5.05,148029409.88
complete,0.5,0.5002,10,N/A,2970,1000,0.505,5.05,148529511.62
complete,0.5,0.5002,10,N/A,2980,1000,0.505,5.05,149029613.51
complete,0.5,0.5002,10,N/A,2990,1000,0.505,5.05,149529742.13
complete,0.5,0.5002,10,N/A,3000,1000,0.505,5.05,150029917.61
complete,0.5,0.5002,10,N/A,3010,1000,0.505,5.05,150530003.26
complete,0.5,0.5002,10,N/A,3020,1000,0.505,5.05,151030219.92
complete,0.5,0.5002,10,N/A,3030,1000,0.505,5.05,151530225.81
complete,0.5,0.5002,10,N/A,3040,1000,0.505,5.05,152030321.24
complete,0.5,0.5002,10,N/A,3050,1000,0.505,5.05,152530385.69
complete,0.5,0.5002,10,N/A,3060,1000,0.505,5.05,153030548.71
complete,0.5,0.5002,10,N/A,3070,1000,0.505,5.05,153530654.07
complete,0.5,0.5002,10,N/A,3080,1000,0.505,5.05,154030786.89
complete,0.5,0.5002,10,N/A,3090,1000,0.505,5.05,154530830.43
complete,0.5,0.5002,10,N/A,3100,1000,0.505,5.05,155030924.77
complete,0.5,0.5002,10,N/A,3110,1000,0.505,5.05,155531101.73
complete,0.5,0.5002,10,N/A,3120,1000,0.505,5.05,156031253.17
complete,0.5,0.5002,10,N/A,3130,1000,0.505,5.05,156531311.21
complete,0.5,0.5002,10,N/A,3140,1000,0.505,5.05,157031325.1
complete,0.5,0.5002,10,N/A,3150,1000,0.505,5.05,157531509.6
complete,0.5,0.5002,10,N/A,3160,1000,0.505,5.05,158031624.68
complete,0.5,0.5002,10,N/A,3170,1000,0.505,5.05,158531765.21
complete,0.5,0.5002,10,N/A,3180,1000,0.505,5.05,159031885.04
complete,0.5,0.5002,10,N/A,3190,1000,0.505,5.05,159531891.35
complete,0.5,0.5002,10,N/A,3200,1000,0.505,5.05,160032042.02
complete,0.5,0.5002,10,N/A,3210,1000,0.505,5.05,160532101.12
complete,0.5,0.5002,10,N/A,3220,1000,0.505,5.05,161032167.35
complete,0.5,0.5002,10,N/A,3230,1000,0.505,5.05,161532304.06
complete,0.5,0.5002,10,N/A,3240,1000,0.505,5.05,162032372.41
complete,0.5,0.5002,10,N/A,3250,1000,0.505,5.05,162532526.94
complete,0.5,0.5002,10,N/A,3260,1000,0.505,5.05,163032641.35
complete,0.5,0.5002,10,N/A,3270,1000,0.505,5.05,163532770.56
complete,0.5,0.5002,10,N/A,3280,1000,0.505,5.05,164032858.17
complete,0.5,0.5002,10,N/A,3290,1000,0.505,5.05,164532928.8
complete,0.5,0.5002,10,N/A,3300,1000,0.505,5.05,165033037.59
complete,0.5,0.5002,10,N/A,3310,1000,0.505,5.05,165533130.72
complete,0.5,0.5002,10,N/A,3320,1000,0.505,5.05,166033203.25
complete,0.5,0.5002,10,N/A,3330,1000,0.505,5.05,166533350.58
complete,0.5,0.5002,10,N/A,3340,1000,0.505,5.05,167033539.07
complete,0.5,0.5002,10,N/A,3350,1000,0.505,5.05,167533655.27
complete,0.5,0.5002,10,N/A,3360,1000,0.505,5.05,168033730.87
complete,0.5,0.5002,10,N/A,3370,1000,0.505,5.05,168533704.53
complete,0.5,0.5002,10,N/A,3380,1000,0.505,5.05,169033735.63
complete,0.5,0.5002,10,N/A,3390,1000,0.505,5.05,169533805.14
complete,0.5,0.5002,10,N/A,3400,1000,0.505,5.05,170034020.93
complete,0.5,0.5002,10,N/A,3410,1000,0.505,5.05,170534148.74
complete,0.5,0.5002,10,N/A,3420,1000,0.505,5.05,171034287.89
complete,0.5,0.5002,10,N/A,3430,1000,0.505,5.05,171534375.62
complete,0.5,0.5002,10,N/A,3440,1000,0.505,5.05,172034536.08
complete,0.5,0.5002,10,N/A,3450,1000,0.505,5.05,172534632.16
complete,0.5,0.5002,10,N/A,3460,1000,0.505,5.05,173034758.16
complete,0.5,0.5002,10,N/A,3470,1000,0.505,5.05,173534963.26
complete,0.5,0.5002,10,N/A,3480,1000,0.505,5.05,174035161.54
complete,0.5,0.5002,10,N/A,3490,1000,0.505,5.05,174535338.41
complete,0.5,0.5002,10,N/A,3500,1000,0.505,5.05,175035407.66
complete,0.5,0.5002,10,N/A,3510,1000,0.505,5.05,175535475.89
complete,0.5,0.5002,10,N/A,3520,1000,0.505,5.05,176035550.22
complete,0.5,0.5002,10,N/A,3530,1000,0.505,5.05,176535672.56
complete,0.5,0.5002,10,N/A,3540,1000,0.505,5.05,177035780.74
complete,0.5,0.5002,10,N/A,3550,1000,0.505,5.05,177535960.8
complete,0.5,0.5002,10,N/A,3560,1000,0.505,5.05,178036096.61
complete,0.5,0.5002,10,N/A,3570,1000,0.505,5.05,178536187.44
complete,0.5,0.5002,10,N/A,3580,1000,0.505,5.05,179036238.76
complete,0.5,0.5002,10,N/A,3590,1000,0.505,5.05,179536328.04
complete,0.5,0.5002,10,N/A,3600,1000,0.505,5.05,180036395.95
complete,0.5,0.5002,10,N/A,3610,1000,0.505,5.05,180536498.45
complete,0.5,0.5002,10,N/A,3620,1000,0.505,5.05,181036459.75
complete,0.5,0.5002,10,N/A,3630,1000,0.505,5.05,181536581.57
complete,0.5,0.5002,10,N/A,3640,1000,0.505,5.05,182036631.93
complete,0.5,0.5002,10,N/A,3650,1000,0.505,5.05,182536774.27
complete,0.5,0.5002,10,N/A,3660,1000,0.505,5.05,183036861.83
complete,0.5,0.5002,10,N/A,3670,1000,0.505,5.05,183537015.04
complete,0.5,0.5002,10,N/A,3680,1000,0.505,5.05,184037084.87
complete,0.5,0.5002,10,N/A,3690,1000,0.505,5.05,184537205.33
complete,0.5,0.5002,10,N/A,3700,1000,0.505,5.05,185037344.96
complete,0.5,0.5002,10,N/A,3710,1000,0.505,5.05,185537454.38
complete,0.5,0.5002,10,N/A,3720,1000,0.505,5.05,186037525.0
complete,0.5,0.5002,10,N/A,3730,1000,0.505,5.05,186537627.11
complete,0.5,0.5002,10,N/A,3740,1000,0.505,5.05,187037767.23
complete,0.5,0.5002,10,N/A,3750,1000,0.505,5.05,187537888.92
complete,0.5,0.5002,10,N/A,3760,1000,0.505,5.05,188038056.16
complete,0.5,0.5002,10,N/A,3770,1000,0.505,5.05,188538182.7
complete,0.5,0.5002,10,N/A,3780,1000,0.505,5.05,189038207.59
complete,0.5,0.5002,10,N/A,3790,1000,0.505,5.05,189538291.41
complete,0.5,0.5002,10,N/A,3800,1000,0.505,5.05,190038415.53
complete,0.5,0.5002,10,N/A,3810,1000,0.505,5.05,190538525.49
