network_structure,grid_size,sigma,num_agents,agent_range,num_timesteps,num_simulations,success_proportion,avg_time_to_peak,avg_max_visits,avg_visits,one+_visit,two+_visits,three+_visits,four+_visits,five+_visits,six+_visits,seven+_visits,eight+_visits,nine+_visits,ten+_visits
complete,101,5,10,15,200,200,0.955,38.968586387434556,3.23,0.04628467797274777,435.46,30.065,4.965,1.08,0.29,0.135,0.085,0.05,0.02,0.0
isolated,101,5,10,15,200,200,0.885,53.59322033898305,2.455,0.07002254680913636,600.2,65.035,28.12,13.885,5.04,1.555,0.42,0.045,0.0,0.0
star,101,5,10,15,200,200,0.915,53.73224043715847,3.935,0.06584158415841584,526.165,68.8,28.145,17.15,11.965,8.245,5.88,3.585,1.715,0.0
wheel,101,5,10,15,200,200,0.94,40.361702127659576,2.845,0.049936280756788555,425.105,59.26,18.865,5.755,0.4,0.015,0.0,0.0,0.0,0.0
line,101,5,10,15,200,200,0.92,50.86413043478261,2.685,0.06253798647191451,524.295,73.225,27.955,9.865,2.485,0.125,0.0,0.0,0.0,0.0
cycle,101,5,10,15,200,200,0.905,57.34254143646409,2.92,0.07047838447211058,576.695,94.15,34.08,11.35,2.61,0.065,0.0,0.0,0.0,0.0
two_cliques,101,5,10,15,200,200,0.955,50.910994764397905,2.875,0.0574649544162337,501.885,73.2,9.38,1.4,0.285,0.04,0.01,0.0,0.0,0.0
complete,101,5,10,20,200,200,0.995,46.346733668341706,3.795,0.047166944417213995,429.365,41.295,7.865,1.78,0.45,0.2,0.09,0.07,0.035,0.0
isolated,101,5,10,20,200,200,0.905,56.149171270718234,2.55,0.06941966473875111,588.93,70.125,27.105,13.76,6.235,1.655,0.315,0.025,0.0,0.0
star,101,5,10,20,200,200,0.96,51.1875,4.5,0.05699441231251838,438.645,67.2,30.235,17.455,10.98,7.385,5.02,2.965,1.515,0.0
wheel,101,5,10,20,200,200,0.935,47.93582887700535,3.395,0.05766101362611508,465.125,83.32,28.815,9.955,0.96,0.025,0.0,0.0,0.0,0.0
line,101,5,10,20,200,200,0.95,56.90526315789474,3.07,0.06377806097441427,514.22,86.785,33.04,12.935,3.39,0.225,0.005,0.0,0.0,0.0
cycle,101,5,10,20,200,200,0.955,57.21465968586387,3.13,0.06336633663366337,507.31,88.91,33.465,13.235,3.395,0.085,0.0,0.0,0.0,0.0
two_cliques,101,5,10,20,200,200,0.98,47.3469387755102,3.08,0.050387216939515735,432.6,67.425,11.49,2.09,0.355,0.04,0.0,0.0,0.0,0.0
complete,101,5,10,25,200,200,1.0,35.35,4.47,0.03563376139594157,307.31,42.95,9.29,2.34,0.785,0.37,0.21,0.14,0.09,0.015
isolated,101,5,10,25,200,200,0.95,56.23157894736842,2.365,0.06315067150279384,555.795,54.51,18.96,8.49,3.815,1.795,0.62,0.175,0.04,0.0
star,101,5,10,25,200,200,0.99,52.37373737373738,5.225,0.053769238309969616,374.72,74.07,38.05,23.21,15.26,9.95,6.565,4.28,2.395,0.0
wheel,101,5,10,25,200,200,0.99,48.48989898989899,3.695,0.05,369.755,88.95,36.815,13.105,1.37,0.055,0.0,0.0,0.0,0.0
line,101,5,10,25,200,200,0.975,54.44102564102564,3.36,0.05791589059896089,445.785,88.8,36.82,14.98,4.17,0.245,0.0,0.0,0.0,0.0
cycle,101,5,10,25,200,200,0.985,48.20812182741117,3.28,0.05047054210371533,380.4,81.44,34.91,14.185,3.755,0.155,0.005,0.0,0.0,0.0
two_cliques,101,5,10,25,200,200,1.0,43.31,3.545,0.043436917949220666,355.96,69.885,13.88,2.68,0.57,0.115,0.005,0.005,0.0,0.0
complete,101,5,10,unlimited,200,200,1.0,29.755,4.795,0.030149004999509853,222.25,63.27,16.03,3.975,1.13,0.465,0.205,0.14,0.075,0.01
isolated,101,5,10,unlimited,200,200,0.99,58.292929292929294,2.21,0.05951377315949417,539.83,46.5,12.975,5.03,1.955,0.59,0.22,0.0,0.0,0.0
star,101,5,10,unlimited,200,200,1.0,57.935,7.0,0.05777374767179689,252.86,121.205,78.135,51.04,33.585,22.195,14.69,9.82,5.82,0.0
wheel,101,5,10,unlimited,200,200,1.0,44.55,4.375,0.04465248505048525,247.78,122.27,60.305,22.035,2.95,0.155,0.005,0.0,0.0,0.0
line,101,5,10,unlimited,200,200,1.0,52.275,4.65,0.05222527203215371,254.355,131.85,85.07,46.215,13.875,1.335,0.05,0.0,0.0,0.0
cycle,101,5,10,unlimited,200,200,1.0,55.875,4.705,0.05575433781001862,265.365,147.2,95.785,48.56,11.17,0.66,0.01,0.0,0.0,0.0
two_cliques,101,5,10,unlimited,200,200,1.0,42.34,4.33,0.042486030781295946,253.88,132.195,37.735,7.94,1.4,0.23,0.02,0.0,0.0,0.0
